solver,penalty,dual,tol,C,fit_intercept,intercept_scaling,max_iteration,multi_class,l1_ratio,class_weight,random_state,verbose,warm_start,n_jobs,EOD
lbfgs,none,False,0.5040262195283867,49.10423370403838,False,3.899,102,multinomial,,,2019,0,False,,0.084
sag,l2,False,0.9782312597020009,30.493948503237522,False,1.685,95,multinomial,0.1803893912563338,,2019,0,False,,-0.015
saga,elasticnet,False,0.411,17.554,True,1.868,101,auto,0.490013452023644,,2019,0,False,,0.104
newton-cg,none,False,0.988428524565401,9.92,False,5.286,101,auto,0.12808547795160863,,2019,0,True,,0.084
saga,l1,False,0.5473502436494113,45.840147364072614,False,5.798799163629435,102,auto,0.8710926419421733,,2019,0,False,,0.105
lbfgs,none,False,0.555,13.996,False,0.772,96,multinomial,,,2019,0,True,,0.084
lbfgs,l2,False,0.9782312597020009,30.493948503237522,False,1.685,95,multinomial,0.9344608884461488,,2019,0,False,,0.084
liblinear,l2,False,0.884,7.236,False,6.36,104,auto,0.43484368255202,,2019,0,True,,0.147
newton-cg,none,False,0.988428524565401,8.92,False,5.286,101,auto,0.5570540644200566,,2019,0,True,,0.084
liblinear,l2,False,0.884,7.236,False,6.36,105,auto,0.2855057910835891,,2019,0,True,,0.147
sag,l2,False,0.278,10.902,False,4.265,98,ovr,,,2019,0,True,,0.086
newton-cg,none,False,0.5317203131582181,95.65691286027949,True,3.036612867199964,97,ovr,,,2019,0,False,,0.044
liblinear,l1,False,0.612,33.807029214547384,False,4.861,95,ovr,0.5410756974595614,,2019,0,True,,0.121
saga,elasticnet,False,0.146,84.58199508293994,True,1.532,105,multinomial,0.2966412512769129,,2019,0,False,,0.119
newton-cg,l2,False,0.0001,3.7900987096316987,False,4.197228368797344,101,multinomial,,,2019,0,False,,0.084
newton-cg,none,False,0.6962672761320534,8.92,False,5.286,101,auto,0.604669902191143,,2019,0,True,,0.084
lbfgs,l2,False,0.466,27.565,False,7.028,98,ovr,0.2609879767339395,,2019,0,True,,0.084
newton-cg,none,False,0.6962672761320534,8.92,False,5.286,101,multinomial,0.23178787541805523,,2019,0,True,,0.084
lbfgs,none,False,0.6090177286769445,77.049,False,7.819,99,multinomial,,,2019,0,True,,0.084
saga,l1,False,0.5473502436494113,45.840147364072614,False,5.798799163629435,102,auto,0.7834936358921726,,2019,0,True,,0.105
sag,l2,False,0.508,89.289,True,3.48,97,auto,0.09890076646638046,,2019,0,False,,-0.154
newton-cg,none,False,0.6962672761320534,8.92,False,5.286,102,multinomial,0.2487736956630997,,2019,0,True,,0.084
saga,l1,False,0.5473502436494113,45.840147364072614,False,5.798799163629435,102,auto,0.28455698400578255,,2019,0,True,,0.105
newton-cg,none,False,0.938678932525034,8.92,False,5.286,102,multinomial,0.7360834330107994,,2019,0,True,,0.084
saga,l2,False,0.496,40.484,False,2.924,99,auto,0.6596207917216363,,2019,0,False,,0.105
saga,none,False,0.744,51.093851763530566,True,8.663,99,ovr,,,2019,0,False,,0.104
saga,l1,False,0.5473502436494113,45.840147364072614,False,5.798799163629435,102,auto,0.7419215555155583,,2019,0,True,,0.105
newton-cg,none,False,0.5317203131582181,5.721709357920042,True,3.036612867199964,97,ovr,,,2019,0,False,,0.044
lbfgs,l2,False,0.07330968741117155,49.10423370403838,False,3.899,102,multinomial,,,2019,0,False,,0.084
lbfgs,l2,False,0.6090177286769445,77.049,False,7.819,99,multinomial,,,2019,0,False,,0.084
liblinear,l1,False,0.5894187883818462,89.208,True,2.182,105,ovr,,,2019,0,True,,0.093
sag,none,False,0.14701587995507892,74.7469689405134,True,4.147761049075129,104,auto,,,2019,0,False,,0.095
liblinear,l2,True,0.9782312597020009,30.493948503237522,False,1.685,95,ovr,0.6451969614065052,,2019,0,False,,0.142
newton-cg,l2,False,0.38430807666468225,70.441,True,0.7881778538046319,101,auto,,,2019,0,True,,0.044
saga,l2,False,0.539,31.297,False,0.606,104,auto,0.11824431248865597,,2019,0,False,,0.105
saga,l1,False,0.8704787789561791,45.840147364072614,False,5.798799163629435,102,auto,0.7372833681454282,,2019,0,True,,0.105
saga,l1,False,0.8704787789561791,45.840147364072614,True,5.798799163629435,102,auto,0.3589046614584527,,2019,0,True,,0.104
saga,l2,False,0.417,88.218,False,9.345207542968604,105,auto,,,2019,0,True,,0.105
saga,l1,False,0.8704787789561791,44.84,True,5.798799163629435,102,auto,0.67488210437111,,2019,0,True,,0.104
saga,elasticnet,False,0.5731552043219728,40.27909421439703,True,8.171190406196184,98,ovr,0.7034839134412817,,2019,0,False,,0.104
saga,l1,False,0.86,44.84,True,5.798799163629435,102,auto,0.6606084576410584,,2019,0,True,,0.104
saga,elasticnet,False,0.5731552043219728,40.27909421439703,True,8.171190406196184,97,ovr,0.22155798032782648,,2019,0,False,,0.104
saga,elasticnet,False,0.146,84.58199508293994,True,1.532,105,multinomial,0.8317998863873537,,2019,0,True,,0.119
lbfgs,none,False,0.476,27.565,False,7.028,98,ovr,0.5181532972121122,,2019,0,True,,0.084
newton-cg,none,False,0.938678932525034,8.92,False,5.286,102,multinomial,0.6746457541533513,,2019,0,True,,0.084
liblinear,l2,True,0.9782312597020009,30.493948503237522,True,1.685,95,ovr,0.23360317478475656,,2019,0,False,,0.142
newton-cg,l2,False,0.38430807666468225,70.441,True,0.888,101,auto,,,2019,0,True,,0.044
saga,elasticnet,False,0.329,27.874,False,8.347,102,ovr,0.628511722983939,,2019,0,False,,0.105
saga,l1,False,0.435,26.835,True,2.635,104,auto,,,2019,0,True,,0.104
saga,elasticnet,False,0.5731552043219728,40.27909421439703,True,8.171190406196184,97,ovr,0.2868310479973286,,2019,0,False,,0.104
sag,l2,False,0.093,95.85485904464993,True,1.656,96,ovr,0.1713823760843869,,2019,0,True,,0.051
newton-cg,none,False,0.938678932525034,8.92,False,5.286,102,multinomial,0.5531227700773604,,2019,0,True,,0.084
liblinear,l2,False,0.14701587995507892,74.7469689405134,True,4.147761049075129,104,auto,,,2019,0,False,,0.051
saga,l1,False,0.86,44.84,True,5.798799163629435,102,auto,,,2019,0,True,,0.104
sag,none,False,0.9227982579236096,36.886,True,1.115824425354393,101,multinomial,0.025286397427288332,,2019,0,True,,0.013
liblinear,l2,False,0.018,19.246,False,1.026,97,ovr,0.3955808516982431,,2019,0,True,,0.076
newton-cg,l2,False,0.938678932525034,8.92,False,7.3113419890531,102,multinomial,0.9757565794644123,,2019,0,True,,0.084
newton-cg,l2,False,0.938678932525034,8.92,False,7.3113419890531,102,multinomial,0.07645620506689521,,2019,0,True,,0.084
liblinear,l2,True,0.9782312597020009,30.493948503237522,True,1.685,95,ovr,,,2019,0,False,,0.142
saga,l1,False,0.86,44.84,True,5.899,102,auto,,,2019,0,True,,0.104
saga,l1,False,0.417,88.218,False,9.345207542968604,105,auto,,,2019,0,True,,0.105
saga,none,False,0.744,51.093851763530566,False,8.663,99,ovr,,,2019,0,False,,0.105
sag,l2,False,0.508,89.289,True,3.48,97,auto,0.7814438709253152,,2019,0,True,,-0.154
newton-cg,l2,False,0.938678932525034,8.92,False,7.3113419890531,102,multinomial,0.5694980380479538,,2019,0,True,,0.084
newton-cg,l2,False,0.929,8.92,False,7.3113419890531,102,multinomial,0.21345793631163135,,2019,0,True,,0.084
saga,elasticnet,False,0.5731552043219728,40.27909421439703,True,8.171190406196184,97,ovr,0.8161739873415944,,2019,0,True,,0.104
lbfgs,l2,False,0.38430807666468225,70.441,True,0.888,101,auto,,,2019,0,True,,0.044
newton-cg,none,False,0.929,8.92,False,7.3113419890531,102,multinomial,0.7599665402219192,,2019,0,True,,0.084
lbfgs,l2,False,0.9782312597020009,30.493948503237522,True,1.685,95,multinomial,,,2019,0,False,,0.044
newton-cg,l2,False,0.929,8.92,False,7.3113419890531,102,multinomial,0.5910280505757086,,2019,0,True,,0.084
newton-cg,none,False,0.929,8.92,False,7.3113419890531,102,auto,0.9008098536570839,,2019,0,True,,0.084
liblinear,l2,True,0.5894187883818462,89.208,True,2.182,105,ovr,,,2019,0,True,,0.136
lbfgs,l2,False,0.476,27.565,False,7.028,98,ovr,0.3586141205519373,,2019,0,True,,0.084
sag,none,False,0.508,89.289,True,3.48,97,auto,0.4556029014937524,,2019,0,True,,-0.154
lbfgs,none,False,0.07330968741117155,49.10423370403838,False,3.8563641378357256,102,multinomial,,,2019,0,False,,0.084
newton-cg,l2,False,0.929,8.92,False,7.3113419890531,102,auto,0.6527634200680049,,2019,0,False,,0.084
newton-cg,l2,False,0.929,8.92,False,7.3113419890531,102,auto,0.4946989402863131,,2019,0,False,,0.084
newton-cg,none,False,0.167,63.471,False,9.736,104,multinomial,,,2019,0,True,,0.084
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.171190406196184,97,ovr,0.3139436595456605,,2019,0,True,,0.105
newton-cg,none,False,0.929,8.92,True,7.3113419890531,102,auto,0.8477808391956414,,2019,0,False,,0.044
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.171190406196184,97,multinomial,0.6043059930343495,,2019,0,True,,0.121
sag,l2,False,0.9966494256478321,84.918,True,0.979,95,ovr,0.7034188523223,,2019,0,True,,-0.119
lbfgs,l2,False,0.7123668934243603,85.571,True,2.057,105,auto,,,2019,0,True,,0.044
lbfgs,l2,False,0.448,27.844,True,5.047,102,ovr,,,2019,0,True,,0.044
sag,l2,False,0.9966494256478321,84.918,True,1.079,95,ovr,0.7853687501827489,,2019,0,True,,-0.119
lbfgs,none,False,0.476,27.565,False,7.028,98,ovr,0.3840923305137113,,2019,0,True,,0.084
newton-cg,none,False,0.929,8.92,True,7.3113419890531,103,auto,0.059180305962736934,,2019,0,False,,0.044
lbfgs,l2,False,0.07330968741117155,49.10423370403838,True,3.8563641378357256,102,multinomial,,,2019,0,False,,0.044
saga,l1,False,0.297,58.909,True,4.539,102,multinomial,,,2019,0,False,,0.119
newton-cg,none,False,0.5317203131582181,5.721709357920042,True,6.188029277179003,97,ovr,,,2019,0,False,,0.044
saga,l1,False,0.417,88.218,False,9.345207542968604,105,ovr,,,2019,0,True,,0.105
saga,elasticnet,False,0.146,87.38629054296241,True,1.532,105,multinomial,0.9616913814068508,,2019,0,True,,0.119
sag,none,False,0.76,58.246,True,4.24,102,auto,0.3431653742712939,,2019,0,False,,-0.119
lbfgs,l2,False,0.9782312597020009,30.493948503237522,True,3.856338179925893,95,multinomial,,,2019,0,False,,0.044
sag,l2,False,0.508,89.289,True,3.48,97,auto,0.44119509807551416,,2019,0,True,,-0.154
newton-cg,none,False,0.929,9.92,True,7.3113419890531,103,auto,0.6578312458538799,,2019,0,False,,0.044
newton-cg,none,False,0.939,9.92,True,7.3113419890531,103,auto,0.6715848457987025,,2019,0,False,,0.044
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.3563579065620385,,2019,0,True,,0.104
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.5395133052630944,,2019,0,True,,0.104
liblinear,l2,False,0.884,7.236,False,6.36,105,auto,0.7323138239267305,,2019,0,True,,0.147
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.171190406196184,97,multinomial,0.15121621156796483,,2019,0,True,,0.121
lbfgs,none,False,0.939,9.92,True,7.3113419890531,103,auto,0.6278299544850219,,2019,0,False,,0.044
lbfgs,none,False,0.9782312597020009,30.493948503237522,True,3.856338179925893,95,multinomial,,,2019,0,False,,0.044
sag,none,False,0.508,89.289,True,3.48,97,auto,0.04496324071616853,,2019,0,True,,-0.154
lbfgs,l2,False,0.939,9.92,True,7.3113419890531,103,auto,0.06654509768602879,,2019,0,False,,0.044
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.171190406196184,97,multinomial,0.06240576762652772,,2019,0,True,,0.121
saga,l2,False,0.808132244815676,82.616,True,7.232,97,multinomial,,,2019,0,False,,0.119
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.4226528937805498,,2019,0,True,,0.104
saga,l1,False,0.10826309830082516,11.145,False,0.6870035241550404,105,auto,,,2019,0,False,,0.08
lbfgs,none,False,0.5894187883818462,89.208,True,2.182,105,ovr,,,2019,0,True,,0.044
lbfgs,none,False,0.939,9.92,True,7.3113419890531,103,auto,0.4352131794546169,,2019,0,True,,0.044
saga,elasticnet,False,0.146,87.38629054296241,True,1.632,105,multinomial,0.35803513461315506,,2019,0,True,,0.119
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.17693553603496914,,2019,0,True,,0.104
saga,elasticnet,False,0.86,44.84,False,5.899,102,auto,0.32881318575191665,,2019,0,True,,0.105
newton-cg,l2,False,0.644,98.857,True,3.326,96,ovr,0.9867958186960467,,2019,0,True,,0.044
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.3826682791831585,,2019,0,True,,0.104
lbfgs,none,False,0.949,9.92,True,7.3113419890531,103,auto,0.2637409011550663,,2019,0,True,,0.044
newton-cg,l2,False,0.10826309830082516,11.145,False,0.6870035241550404,105,auto,,,2019,0,False,,0.084
liblinear,l1,False,0.335,36.022,False,7.354,104,ovr,0.7356369121419466,,2019,0,True,,0.082
saga,l1,False,0.417,88.218,False,9.345207542968604,105,multinomial,,,2019,0,True,,0.121
liblinear,l1,False,0.335,36.022,False,7.354,104,ovr,0.686646615750601,,2019,0,True,,0.082
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.46264983534131954,,2019,0,True,,0.104
sag,l2,False,0.236,67.07026852878326,False,1.183,95,multinomial,0.041939046716157,,2019,0,False,,0.112
lbfgs,l2,False,0.417,88.218,False,9.345207542968604,105,multinomial,,,2019,0,True,,0.084
lbfgs,none,False,0.07330968741117155,49.10423370403838,True,3.8563641378357256,102,multinomial,,,2019,0,True,,0.044
lbfgs,l2,False,0.38430807666468225,70.441,False,0.888,101,auto,,,2019,0,True,,0.084
liblinear,l1,False,0.6090177286769445,77.049,False,7.819,99,ovr,,,2019,0,False,,0.121
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.0031101144891549914,,2019,0,True,,0.104
saga,elasticnet,False,0.86,44.84,True,5.899,102,auto,0.13822721408191307,,2019,0,False,,0.104
sag,none,False,0.8604991168854476,56.234,True,9.909,102,ovr,0.8688534175006787,,2019,0,True,,-0.119
lbfgs,none,False,0.5894187883818462,37.69328159489931,True,2.182,105,ovr,,,2019,0,True,,0.044
lbfgs,l2,False,0.07330968741117155,49.10423370403838,True,3.8563641378357256,102,multinomial,,,2019,0,True,,0.044
saga,elasticnet,False,0.808132244815676,82.616,True,7.232,97,multinomial,0.7324348442226767,,2019,0,False,,0.119
saga,elasticnet,False,0.86,44.84,False,5.899,102,auto,0.14816788643335854,,2019,0,False,,0.105
newton-cg,l2,False,0.949,9.92,True,7.3113419890531,103,auto,0.33005100665524945,,2019,0,True,,0.044
newton-cg,none,False,0.949,9.92,False,7.3113419890531,103,auto,0.2467942680862406,,2019,0,True,,0.084
lbfgs,l2,False,0.949,9.92,False,7.3113419890531,103,auto,0.16884400503942165,,2019,0,True,,0.084
lbfgs,l2,False,0.949,8.92,False,7.3113419890531,103,auto,0.6836592298851071,,2019,0,True,,0.084
liblinear,l2,False,0.884,7.236,True,6.36,105,auto,0.1683147603108942,,2019,0,True,,0.147
saga,elasticnet,False,0.86,44.84,False,5.899,102,auto,0.0784886436699127,,2019,0,False,,0.105
saga,elasticnet,False,0.86,44.84,False,4.9142556501109125,102,auto,0.9276494299222889,,2019,0,False,,0.105
sag,l2,False,0.508,89.289,False,3.48,97,auto,0.5978783972833935,,2019,0,True,,-0.125
lbfgs,none,False,0.476,27.565,False,7.028,98,ovr,,,2019,0,True,,0.084
newton-cg,none,False,0.10826309830082516,11.145,False,0.6870035241550404,105,ovr,,,2019,0,False,,0.084
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.071,97,multinomial,0.15007097732228858,,2019,0,True,,0.121
liblinear,l1,False,0.417,88.218,False,9.345207542968604,105,ovr,,,2019,0,True,,0.121
saga,l2,False,0.297,58.909,True,4.539,102,multinomial,,,2019,0,False,,0.119
lbfgs,l2,False,0.949,27.537205380072628,False,7.3113419890531,103,auto,0.2524728800375037,,2019,0,True,,0.084
saga,l1,False,0.498,24.211,True,2.947,97,auto,0.8058946560175415,,2019,0,True,,0.104
lbfgs,l2,False,0.07330968741117155,49.10423370403838,False,3.8563641378357256,102,multinomial,,,2019,0,True,,0.084
sag,l2,False,0.508,89.289,False,3.48,97,auto,0.027267185045511733,,2019,0,True,,-0.125
lbfgs,none,False,0.5191414702476431,30.493948503237522,True,3.856338179925893,95,multinomial,,,2019,0,False,,0.044
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.071,97,multinomial,0.0896193188307074,,2019,0,True,,0.121
newton-cg,none,False,0.239,4.409,True,2.597,105,auto,0.2927345609042453,,2019,0,False,,0.044
saga,elasticnet,False,0.86,44.84,False,4.9142556501109125,102,auto,0.2361450829166024,,2019,0,True,,0.105
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.071,97,auto,0.3558094886115547,,2019,0,True,,0.105
lbfgs,l2,False,0.949,27.537205380072628,False,4.233365069287816,103,auto,0.4047113607648444,,2019,0,True,,0.084
lbfgs,l2,False,0.5191414702476431,30.493948503237522,True,3.856338179925893,95,multinomial,,,2019,0,False,,0.044
lbfgs,l2,False,0.5191414702476431,30.493948503237522,True,3.756,95,multinomial,,,2019,0,False,,0.044
saga,l1,False,0.435,26.835,True,2.635,104,auto,,,2019,0,False,,0.104
saga,none,False,0.744,51.093851763530566,False,8.763,99,ovr,,,2019,0,False,,0.105
lbfgs,none,False,0.5191414702476431,30.493948503237522,True,3.756,95,multinomial,,,2019,0,False,,0.044
lbfgs,none,False,0.939,27.537205380072628,False,4.233365069287816,103,auto,0.310764197486207,,2019,0,True,,0.084
saga,elasticnet,False,0.5731552043219728,40.27909421439703,False,8.071,97,auto,0.900541657866744,,2019,0,True,,0.105
saga,l2,False,0.645,88.421,True,1.6031862330712325,97,multinomial,,,2019,0,True,,0.119
lbfgs,l2,False,0.07330968741117155,49.10423370403838,False,3.8563641378357256,102,multinomial,,,2019,0,False,,0.084
newton-cg,l2,False,0.10826309830082516,10.145,False,0.6870035241550404,105,ovr,,,2019,0,False,,0.084
lbfgs,l2,False,0.07330968741117155,49.10423370403838,False,7.216444488408917,102,multinomial,,,2019,0,False,,0.084
lbfgs,l2,False,0.939,27.537205380072628,False,4.233365069287816,103,auto,0.26244658927686404,,2019,0,True,,0.084
lbfgs,none,False,0.579,37.69328159489931,True,2.182,105,ovr,,,2019,0,True,,0.044
saga,l2,False,0.329,27.874,False,8.347,102,ovr,,,2019,0,False,,0.105
liblinear,l2,False,0.884,7.236,False,6.36,105,auto,0.45591771896977173,,2019,0,True,,0.147
lbfgs,l2,False,0.939,18.24623719734419,False,4.233365069287816,103,auto,0.40377880891106155,,2019,0,True,,0.084
newton-cg,none,False,0.10826309830082516,10.145,False,0.6870035241550404,105,ovr,,,2019,0,False,,0.084
saga,l1,False,0.744,51.093851763530566,False,8.763,99,ovr,,,2019,0,False,,0.105
liblinear,l2,False,0.5731552043219728,40.27909421439703,False,8.071,97,auto,,,2019,0,True,,0.147
liblinear,l1,False,0.14701587995507892,74.7469689405134,True,4.248,104,auto,,,2019,0,False,,0.069
newton-cg,none,False,0.5317203131582181,5.721709357920042,True,6.188029277179003,97,ovr,,,2019,0,True,,0.044
sag,l2,False,0.236,67.07026852878326,False,1.183,95,multinomial,0.739958502320053,,2019,0,False,,0.112
lbfgs,l2,False,0.939,18.24623719734419,False,4.233365069287816,103,auto,0.03427354435563068,,2019,0,True,,0.084
newton-cg,l2,False,0.5731552043219728,40.27909421439703,False,8.071,97,auto,,,2019,0,True,,0.084
saga,l1,False,0.435,36.84229050821911,True,2.635,104,auto,,,2019,0,False,,0.104
liblinear,l1,False,0.3801624383407308,88.218,False,9.345207542968604,105,ovr,,,2019,0,True,,0.121
saga,elasticnet,False,0.86,44.84,False,4.9142556501109125,102,auto,0.5820036955379622,,2019,0,True,,0.105
saga,elasticnet,False,0.86,44.84,False,4.9142556501109125,102,auto,0.28977759923741564,,2019,0,True,,0.105
saga,elasticnet,False,0.86,44.84,False,4.9142556501109125,103,auto,0.6861108151233298,,2019,0,True,,0.105
newton-cg,l2,False,0.6276045282822139,40.27909421439703,False,8.071,97,auto,,,2019,0,True,,0.084
newton-cg,l2,False,0.6276045282822139,40.27909421439703,False,7.971,97,auto,,,2019,0,True,,0.084
saga,elasticnet,False,0.86,44.84,False,4.9142556501109125,103,auto,0.20709797563103816,,2019,0,False,,0.105
newton-cg,none,False,0.5317203131582181,5.721709357920042,True,6.188029277179003,97,ovr,0.5292720013578311,,2019,0,True,,0.044
newton-cg,l2,False,0.6276045282822139,40.27909421439703,True,7.971,97,auto,,,2019,0,True,,0.044
saga,elasticnet,False,0.86,44.84,True,4.9142556501109125,103,auto,0.9784545513570129,,2019,0,False,,0.104
saga,elasticnet,False,0.86,44.84,True,4.9142556501109125,103,auto,0.9718665573793185,,2019,0,False,,0.104
sag,l2,False,0.9966494256478321,84.918,True,1.079,95,ovr,,,2019,0,True,,-0.119
saga,elasticnet,False,0.808132244815676,82.616,True,7.232,97,multinomial,0.5660382358858294,,2019,0,False,,0.119
newton-cg,l2,False,0.5317203131582181,6.722,True,6.188029277179003,97,ovr,0.3294426858782725,,2019,0,True,,0.044
lbfgs,l2,False,0.38430807666468225,70.441,False,0.888,101,multinomial,,,2019,0,True,,0.084
sag,none,False,0.29,70.518,True,0.093,99,auto,0.9245259481865659,,2019,0,True,,0.105
liblinear,l2,False,0.884,7.236,False,6.36,105,auto,0.5861458530564896,,2019,0,True,,0.147
sag,l2,False,0.22414259132739284,84.918,True,1.079,95,ovr,,,2019,0,True,,0.097
lbfgs,l2,False,0.939,18.24623719734419,True,4.233365069287816,103,auto,0.7200844551084937,,2019,0,True,,0.044
sag,none,False,0.76,58.246,True,4.24,102,auto,0.6813247567090696,,2019,0,False,,-0.119
lbfgs,l2,False,0.939,18.24623719734419,True,4.233365069287816,103,auto,0.899453536816357,,2019,0,True,,0.044
newton-cg,l2,False,0.6276045282822139,40.27909421439703,True,7.971,97,auto,0.33065846447807934,,2019,0,True,,0.044
lbfgs,l2,False,0.939,69.87932984505147,True,4.233365069287816,103,auto,0.009092126674448586,,2019,0,True,,0.044
sag,l2,False,0.498,89.289,False,3.48,97,auto,0.5648693453979996,,2019,0,True,,-0.125
lbfgs,l2,False,0.38430807666468225,70.441,False,0.788,101,multinomial,,,2019,0,True,,0.084
sag,l2,False,0.22414259132739284,84.918,True,3.4972481221277003,95,ovr,,,2019,0,True,,0.097
liblinear,l1,False,0.6090177286769445,88.60299579275193,False,7.819,99,ovr,,,2019,0,False,,0.121
newton-cg,none,False,0.747,90.041,True,9.441,95,auto,,,2019,0,False,,0.044
sag,none,False,0.8604991168854476,56.234,True,9.909,102,ovr,0.6257130749033707,,2019,0,True,,-0.119
sag,none,False,0.677,5.944,False,2.759,103,ovr,,,2019,0,False,,-0.125
saga,elasticnet,False,0.86,44.84,True,4.9142556501109125,103,auto,0.3230024315033787,,2019,0,False,,0.104
saga,l1,False,0.425,36.84229050821911,True,2.635,104,auto,,,2019,0,False,,0.104
sag,l2,False,0.498,89.289,False,3.48,97,auto,0.7827853814039997,,2019,0,True,,-0.125
newton-cg,l2,False,0.6276045282822139,40.27909421439703,True,7.971,97,auto,0.9874710229786893,,2019,0,True,,0.044
newton-cg,l2,False,0.6276045282822139,40.27909421439703,True,7.971,97,auto,0.0010127930964535237,,2019,0,True,,0.044
sag,l2,False,0.22414259132739284,84.918,True,3.4972481221277003,95,ovr,,,2019,0,False,,0.097
newton-cg,none,False,0.10826309830082516,10.145,False,0.6870035241550404,105,ovr,,,2019,0,True,,0.084
saga,elasticnet,False,0.86,44.84,True,4.9142556501109125,104,auto,0.043601382090813434,,2019,0,False,,0.104
sag,l2,False,0.236,67.07026852878326,False,1.183,96,multinomial,0.1258478488128345,,2019,0,False,,0.112
saga,elasticnet,False,0.86,44.84,True,7.2587803545472305,104,auto,0.9293852970698306,,2019,0,False,,0.104
sag,none,False,0.498,89.289,False,3.48,97,auto,0.9486082995058949,,2019,0,False,,-0.125
newton-cg,l2,False,0.5317203131582181,6.722,True,6.188029277179003,97,ovr,,,2019,0,True,,0.044
lbfgs,l2,False,0.939,69.87932984505147,False,4.233365069287816,103,auto,0.9466893945947962,,2019,0,True,,0.084
lbfgs,l2,False,0.939,69.87932984505147,False,4.233365069287816,103,auto,0.818387610188399,,2019,0,True,,0.084
lbfgs,l2,False,0.939,69.87932984505147,False,4.233365069287816,103,auto,0.7786177341461099,,2019,0,True,,0.084
saga,elasticnet,False,0.86,44.84,True,7.2587803545472305,104,auto,0.747281950803196,,2019,0,False,,0.104
lbfgs,l2,False,0.374,70.441,False,0.788,101,multinomial,,,2019,0,True,,0.084
liblinear,l2,True,0.884,7.236,False,6.36,105,auto,0.5488772611027803,,2019,0,True,,0.132
liblinear,l1,False,0.3801624383407308,87.218,False,9.345207542968604,105,ovr,,,2019,0,True,,0.121
sag,l2,False,0.498,89.289,False,3.48,97,auto,0.4238792306088448,,2019,0,False,,-0.125
sag,none,False,0.745721052753264,10.673,False,9.521,97,ovr,0.17383353806681645,,2019,0,False,,-0.125
liblinear,l1,False,0.6090177286769445,88.60299579275193,True,7.819,99,ovr,,,2019,0,False,,0.093
saga,elasticnet,False,0.86,43.84,True,7.2587803545472305,104,auto,0.6588617536380149,,2019,0,False,,0.104
newton-cg,none,False,0.10826309830082516,11.145,False,0.6870035241550404,105,ovr,,,2019,0,True,,0.084
saga,l2,False,0.86,43.84,True,7.2587803545472305,104,auto,,,2019,0,False,,0.104
sag,l2,False,0.498,89.289,False,3.48,97,auto,0.11005367295186075,,2019,0,False,,-0.125
saga,l2,False,0.86,43.84,True,7.2587803545472305,104,auto,0.796660971220008,,2019,0,False,,0.104
saga,l2,False,0.86,31.49817340572201,True,7.2587803545472305,104,auto,0.6050456716470326,,2019,0,False,,0.104
saga,l2,False,0.86,31.49817340572201,True,7.2587803545472305,104,auto,0.7547539728480395,,2019,0,True,,0.104
sag,none,False,0.335,36.022,False,7.354,104,ovr,0.2657585316255522,,2019,0,True,,0.08
sag,l2,False,0.22414259132739284,84.918,True,3.4972481221277003,96,ovr,,,2019,0,False,,0.097
lbfgs,l2,False,0.939,68.879,False,4.233365069287816,103,auto,0.42870364173152453,,2019,0,True,,0.084
liblinear,l1,False,0.10826309830082516,11.145,False,0.6870035241550404,105,ovr,,,2019,0,True,,0.082
lbfgs,l2,False,0.939,68.879,False,4.233365069287816,103,auto,0.990847884265713,,2019,0,True,,0.084
lbfgs,l2,False,0.939,68.879,False,4.233365069287816,103,auto,0.7179182565245089,,2019,0,True,,0.084
sag,l2,False,0.745721052753264,10.673,False,9.521,97,ovr,0.9462539572878983,,2019,0,False,,-0.125
newton-cg,l2,False,0.6276045282822139,40.27909421439703,True,7.971,97,auto,0.5545598515713968,,2019,0,True,,0.044
newton-cg,l2,False,0.5317203131582181,6.722,True,6.188029277179003,98,ovr,,,2019,0,True,,0.044
lbfgs,l2,False,0.10826309830082516,11.145,False,0.6870035241550404,105,ovr,,,2019,0,True,,0.084
sag,l2,False,0.22414259132739284,84.918,True,3.4972481221277003,96,auto,,,2019,0,False,,0.097
saga,l2,False,0.86,60.25559787735474,True,7.2587803545472305,104,auto,0.18998827565888077,,2019,0,True,,0.104
sag,l2,False,0.498,89.289,False,3.48,97,auto,0.7825904371715813,,2019,0,False,,-0.125
lbfgs,l2,False,0.939,69.879,False,4.233365069287816,103,auto,0.7500527092169327,,2019,0,True,,0.084
lbfgs,none,False,0.939,69.879,False,4.233365069287816,103,auto,0.661127632121674,,2019,0,True,,0.084
