"","sexrace","sexp","sexd","race0","agey","age0","prace","page","pj","py","p0","jrace","jy","j0","dp","dy","d0","yrace","y0","lp__"
"1",-0.237799595814156,0.412375430158083,-0.0693475896404707,-0.179661084888989,0.110957113529457,-0.278184484289948,-0.0618020309430193,-0.0614164901690405,0.110876486579694,0.0659391812438936,1.85244566197791,-0.245893891795576,-0.0185792161291818,-3.31163713698038,-0.125219155814121,-1.66539141595176,2.14197431327378,-0.174951047980274,13.8411721656944,56796.6868075585
"2",-0.262906458571793,0.386128815704119,-0.0783036916665133,-0.142891732478641,0.121122213933171,-0.264263638617066,-0.0486358262796175,-0.0599688600506477,0.116041697176679,0.0756951445588901,1.86559948582392,-0.314478630687987,-0.025560500957099,-3.32448849104723,-0.124346754919997,-1.62475121813531,2.14505427647887,-0.175275277794344,13.3233463248285,56796.0987041454
"3",-0.256621786042599,0.400966594189862,-0.0779468383242473,-0.200913884970336,0.126982195071114,-0.265345424087984,-0.0498643694615614,-0.0606045708080814,0.114756762462525,0.0811189889691309,1.84416084868479,-0.378953621335551,-0.0795522308683047,-3.37429560927261,-0.123259656367492,-1.67821630968574,2.15494748888865,-0.27555568441293,13.7385934373728,56795.8118327373
"4",-0.224491448889001,0.411165645809588,-0.0756021575468257,-0.162179645003604,0.132164580573084,-0.270968935402069,-0.0522324176227997,-0.0598084352122667,0.117869245757887,0.0739939483138152,1.84506879491807,-0.350430622055257,-0.0563525296079537,-3.33308459105535,-0.12378741953549,-1.67412869145553,2.14909150275636,-0.265091350939541,13.7192658864663,56797.386995601
"5",-0.206223504458589,0.386278588248612,-0.0812101771490542,-0.21113630595984,0.148886762817499,-0.237770627148972,-0.0463017887042304,-0.0677626471594973,0.115285113249075,0.0464592107011703,1.87348060546127,-0.492495975207213,0.168811830177959,-3.42760060939588,-0.124696162464089,-1.61872858237183,2.14711515232256,-0.175772508714346,13.2857120093568,56790.8110231047
"6",-0.161237389885522,0.38857022818174,-0.0734985038659258,-0.261996334761449,0.105290691026541,-0.242080985795852,-0.0559121872311344,-0.0645003993809198,0.120962622934985,0.0718760191959766,1.85254545025362,-0.337872715175147,0.100769620444855,-3.36938223957099,-0.1242281559452,-1.59716906213155,2.15104589209551,-0.222695583822979,13.182908974522,56796.0182502247
"7",-0.290869750224571,0.44721986164698,-0.0745678520602654,-0.195259440302284,0.179423134619771,-0.270477710701236,-0.0486774242584325,-0.0589414187314544,0.118503616492446,0.0597163053347124,1.78291983143322,-0.480786559054704,0.119373168376011,-3.34932680360846,-0.119740136262252,-1.6783378355046,2.14161587042456,-0.100384752096662,13.8155753135042,56795.1433142437
"8",-0.2641460745257,0.424851882704872,-0.0711240163172388,-0.213102442287949,0.156160284215073,-0.286385980309213,-0.0475187224603344,-0.0572431090864912,0.114860758658642,0.0653967196139121,1.81285466133601,-0.509331933570779,0.284482763071664,-3.40131009563187,-0.121033853660259,-1.67422459985353,2.14934533854508,-0.137975431714184,13.8162205269016,56796.6404811842
"9",-0.28747132464804,0.419057730862127,-0.0748164035764585,-0.119200498310559,0.139273060678943,-0.245893978283121,-0.0554491393784792,-0.0642281906498356,0.112541538590311,0.0642544754100791,1.84706501174911,-0.26368346683301,-0.0978153021684769,-3.36026795929925,-0.124690021190904,-1.63109824005844,2.13893095492053,-0.25614352771365,13.4189363993404,56795.2772389741
"10",-0.186938246404615,0.451735165819274,-0.085341492128703,-0.272976400099634,0.256181945659552,-0.246637578591392,-0.0502802393533402,-0.0629529945324376,0.116054331073021,0.0792017502052641,1.7505486584221,-0.505392614153237,0.350227117063214,-3.35766975824502,-0.11626943155,-1.6327815305706,2.15395749363677,-0.15439160621392,13.3345160489696,56789.3888326948
"11",-0.154686245402334,0.43946008069751,-0.0693534858995895,-0.298039613558236,0.223370301761686,-0.243506851684043,-0.0532771109471134,-0.0643334658820676,0.11807143763444,0.069799654609118,1.81931569345258,-0.316496728875655,0.126121994500678,-3.35821708145687,-0.124736627194685,-1.65404311161575,2.14484244485742,-0.173500352690742,13.5906014159247,56797.6874034651
"12",-0.342224503643707,0.387729385750253,-0.06785614728116,-0.0878329959292576,0.116687662176625,-0.261391756417933,-0.0586157777215968,-0.0697360989501578,0.1185876530287,0.0624385274962451,1.83047484966075,-0.401166624636001,0.115712678562156,-3.32988805479941,-0.120342858919006,-1.59134535968962,2.14430106726943,-0.163872354771655,13.0921725459264,56794.9375789101
"13",-0.324307090365846,0.416296839361885,-0.0782888555037118,-0.135643956337789,0.131098896195776,-0.267545030634663,-0.0518297987332173,-0.0611077256911502,0.119486987696588,0.0642401467815426,1.84780418591317,-0.318463566680091,0.0200750083434776,-3.44024529775899,-0.125646132545784,-1.69007216045279,2.15792020927551,-0.146749199591343,13.9480285706289,56797.1059814889
"14",-0.268960476602517,0.408297982529703,-0.0825513617473101,-0.151704081053888,0.168968592350417,-0.254282217180732,-0.0567795574496548,-0.0605793508710889,0.116708058325516,0.0723146160213182,1.82010033518449,-0.410586280467741,0.144987698452279,-3.32727023776615,-0.121203150803917,-1.62355257181153,2.15356402978617,-0.245076633256196,13.3539945699562,56800.15947714
"15",-0.216571688811114,0.420278807834339,-0.0811917852175739,-0.247049738600352,0.146060078754465,-0.284467504253367,-0.0540584637998776,-0.0662630209945149,0.10781702920596,0.0744450418017889,1.82720700246557,-0.333228176588517,0.156893077754193,-3.33240450722952,-0.123400510411224,-1.60598692526585,2.15440796183771,-0.172130215365967,13.2151816067671,56796.9129120975
"16",-0.200037832706898,0.411758783812503,-0.083115986341134,-0.228256514854581,0.104916460895293,-0.265697767626459,-0.0509465801048099,-0.0655340213230648,0.10926940380997,0.0821627674672535,1.81572354486569,-0.246752522893492,0.167540509045013,-3.35433977037339,-0.121162831785186,-1.59605218349176,2.15020525895184,-0.14331723673732,13.0988007996511,56794.4350446668
"17",-0.217647274469116,0.379159645142688,-0.070640812301191,-0.203740621049137,0.180154782742732,-0.240968414981067,-0.0518146940750828,-0.0646538580145216,0.121195848291652,0.0555443696782039,1.89058997865811,-0.499199734426674,0.162829819669728,-3.3585207416735,-0.127206696472182,-1.57523207146096,2.14404611316786,-0.163042936566197,12.9006149401789,56793.1449352515
"18",-0.24819186589129,0.406786380619606,-0.07370757846543,-0.129819821915787,0.107081510534726,-0.272220283537032,-0.0559189634022776,-0.0594523173144978,0.112901096154112,0.0747207649958136,1.81768980032569,-0.215491957635201,0.0773315593661258,-3.33395049538028,-0.12217856436523,-1.60823611161328,2.14718736467745,-0.278686513631517,13.2354248140915,56796.5002804769
"19",-0.226939367880547,0.426744794510367,-0.0766573920485537,-0.25300872501425,0.146903714460113,-0.273198491483916,-0.0451632369837858,-0.0629510231238521,0.119422721184803,0.0523135477040873,1.82382355567321,-0.342714410845629,0.0623695890047635,-3.39813435925892,-0.123499756470867,-1.64608627667977,2.14292907843861,-0.183383988187999,13.5428472236472,56797.8696635065
"20",-0.231136994096299,0.422911508490256,-0.0786399036249699,-0.261324522340783,0.142596660177156,-0.271793075307926,-0.0455360609568461,-0.0634676521623833,0.116615876489674,0.0557766540085508,1.81801848891639,-0.356572192248056,0.0779388746629051,-3.41329426563367,-0.123180295947653,-1.64854139752133,2.14163105661066,-0.195489352030444,13.6676846953558,56796.7415423617
"21",-0.277488292752542,0.389356660550368,-0.0770116739579261,-0.0995544582778824,0.107317099180906,-0.256241314701512,-0.0584318184106493,-0.0660995122049278,0.114549415387792,0.0720383017408573,1.85963347635884,-0.442936529296191,0.0487795113352476,-3.34182490933628,-0.125343251386386,-1.69045905459516,2.14538036581805,-0.248319402510159,13.9051419764558,56796.087023802
"22",-0.339021267912791,0.397621369468905,-0.0731927589747885,-0.0883098599846398,0.104560439768969,-0.250376627050348,-0.059874211839719,-0.0633321880206591,0.119650752855584,0.0761354266129114,1.855660942053,-0.400788574595542,-0.0191709848031093,-3.29994592251037,-0.125327424615172,-1.69627529507006,2.15157869806042,-0.236611766089692,13.9418973541739,56792.3540859294
"23",-0.222927293301529,0.406972510644009,-0.0860704651901303,-0.142589392070787,0.150293996642123,-0.24867005010761,-0.0516605500912505,-0.0704730094849503,0.106842132975948,0.0815601481188806,1.84412195118428,-0.324342613360089,0.0648520456002986,-3.30631698879971,-0.12344019651786,-1.64518302709139,2.15231056988377,-0.253170698264156,13.4372052585682,56793.2957001384
"24",-0.254271957128792,0.40914978031641,-0.0641477545595856,-0.219475010213578,0.181736562330398,-0.267447386345627,-0.0510927835540521,-0.0633900877646115,0.118189250519851,0.0751302818849828,1.83272953268437,-0.493762700735256,-0.0663256784560434,-3.38148231104226,-0.122180066530234,-1.67870130205139,2.14146585306012,-0.188808172461506,13.7191262447304,56797.9724631756
"25",-0.274514151635691,0.397152595274711,-0.0599199512410972,-0.233843712632861,0.21381838402109,-0.262658450645741,-0.0515420391944891,-0.060670199959014,0.121135295872345,0.0669181949423818,1.8393393458725,-0.504919376753624,0.104383665765954,-3.46881274636414,-0.123459852336454,-1.70116002206388,2.13623427286939,-0.0780326384314465,14.0104722300232,56794.5205837444
"26",-0.291750886114064,0.410437868479196,-0.0898030912282809,-0.154601394138451,0.118735769118901,-0.27796205561959,-0.0489204539004809,-0.0633037601439067,0.11074170216853,0.0580359136603109,1.81984498977124,-0.352353586726706,0.0801540592956636,-3.27319901010287,-0.121772602522488,-1.5639055401886,2.1626994012246,-0.20695960465086,12.8655769602644,56796.2987096226
"27",-0.231938038897566,0.402139903507396,-0.0579464500890571,-0.252721834405385,0.144914578049094,-0.270538521663938,-0.0544290770008438,-0.0615152657882108,0.120175581804744,0.0815253727200372,1.83173875995462,-0.293946434291911,0.0818691902574549,-3.47176876281986,-0.123012031766289,-1.71096254104104,2.1340103665702,-0.165690354740719,14.0165619955443,56794.256129759
"28",-0.27037270677721,0.371700385321955,-0.0928163960127862,-0.134647914100028,0.191160985683295,-0.250829034026035,-0.0505146991197848,-0.0632518400864462,0.114622275191333,0.0575219324983427,1.86949487121734,-0.5076479125688,0.184039478963855,-3.40121918739266,-0.122856738713283,-1.59208467412911,2.16443729291307,-0.217945625234901,13.0913758511513,56794.7061857856
