"","sexrace","sexp","sexd","race0","agey","age0","prace","page","pj","py","p0","jrace","j0","dp","dy","d0","yrace","yj","y0","lp__"
"1",-0.222658538295302,0.432047939803862,-0.0639082061026083,-0.179343219848637,0.194348957189813,-0.243135496657906,-0.058846860757457,-0.0635824272418892,0.106612592811341,0.0679047713315554,1.79413032956637,-0.312623141935566,-3.98251732502513,-0.120605782675919,-1.69998051398115,2.14455541019902,-0.179415525402536,0.908211195555933,14.0180598236289,56837.2153991821
"2",-0.246863625780625,0.417704123769884,-0.0503282191600268,-0.177171709590743,0.172572368733966,-0.283051673155014,-0.0469136542176259,-0.0643840993766479,0.0909372180243012,0.0627966920406156,1.82916873576015,-0.483152830562052,-3.9895463546365,-0.12400258297357,-1.62436925580286,2.13220934748176,-0.239165816622525,1.12323408265399,13.329005277076,56835.1486656161
"3",-0.256230467144457,0.421202816292988,-0.0780101294589112,-0.225501453768259,0.147751345606952,-0.251474054834956,-0.042966446371497,-0.0596399021631739,0.0957003560218001,0.0711309181503975,1.82162372799544,-0.44068527723131,-3.85769421046687,-0.121830947148364,-1.60908189359294,2.15002390569266,-0.214187741815801,1.11859865152355,13.1874775335687,56839.3069865094
"4",-0.215385970350936,0.426443826927282,-0.0820999992999696,-0.22789502082141,0.193934135452076,-0.303083416272214,-0.0607087000066285,-0.0547542362181279,0.111678089551277,0.0634568297729031,1.80689562894557,-0.401310962875513,-3.84098009354984,-0.121808596423603,-1.67275687700618,2.15233525645989,-0.181161214627254,0.908305072228229,13.7835075302639,56836.1378083437
"5",-0.179471340141404,0.436198723013153,-0.0640147459911662,-0.259948714857703,0.1485208957597,-0.282644164330094,-0.0533134047645473,-0.0599019403084867,0.0957573290749427,0.071572492912822,1.80663134365028,-0.5391143175647,-3.77766923628242,-0.122967732663476,-1.70985752897948,2.13678767224218,-0.121427272919428,0.979380302060185,14.084384476016,56838.2652556559
"6",-0.179773561716266,0.449009835277179,-0.0626152959715149,-0.248185476963134,0.159243780176811,-0.253730693526284,-0.0590759946711313,-0.0641002219345058,0.0933219832783507,0.0701378653844675,1.79997076990492,-0.267488786745317,-3.87561201800941,-0.123213236357739,-1.65234000491427,2.12928368095886,-0.170126526267535,1.08841986348015,13.5925238461931,56838.7576648915
"7",-0.287564586969132,0.409760875977908,-0.0871037253270523,-0.151322150604716,0.184167848251748,-0.262417715842919,-0.0458652721592846,-0.0619105383522353,0.0998405011735004,0.0589508439829315,1.81110131338291,-0.516112553964506,-3.8384441753423,-0.120323971580545,-1.66586376204561,2.15240257487459,-0.249182246930353,0.948977538689922,13.7360743480237,56841.0911825188
"8",-0.293427235392078,0.409601934985831,-0.0724189163611867,-0.156220699453451,0.165750290200959,-0.25711473637792,-0.0441063459569924,-0.0711800011074024,0.102527715263698,0.0780328180114331,1.83454617049761,-0.412772449845196,-3.95269021252281,-0.122781023657996,-1.65006712789816,2.15205041710986,-0.224866432612864,1.02463998278126,13.4646338034465,56838.7206244966
"9",-0.230485002926289,0.442991767781305,-0.075071361879565,-0.175117138813628,0.204930639299046,-0.222753460524135,-0.0605777385234527,-0.0618557333013641,0.105918656579449,0.0700147828044312,1.79603563778118,-0.524245969880141,-3.81370028959609,-0.121893739859219,-1.67928852805929,2.14927749472491,-0.154632330361184,0.809082177381491,13.787808348609,56836.7927670965
"10",-0.150698406479006,0.425139577150393,-0.0749739870002976,-0.309439852688353,0.154597259256927,-0.294060612402921,-0.0588592083333264,-0.0624553941518149,0.104027179602564,0.0743543243867173,1.80231448883002,-0.338615543675156,-3.70968994033334,-0.121545301196659,-1.62853450893663,2.14918393257008,-0.0544700800736868,0.698118537767604,13.4032940088578,56835.1638905676
"11",-0.397064505524405,0.426450745731886,-0.0866428698885142,-0.0348217976195899,0.130331514798581,-0.21703532099076,-0.0501087288716202,-0.064755230780274,0.100406882706843,0.0614431085823056,1.81300342784074,-0.4325405160022,-3.82976089795603,-0.121122252881889,-1.67583358086873,2.15190169633428,-0.309984701543095,0.991508357088668,13.8953676146595,56831.1848770759
"12",-0.356112515973474,0.440711064725829,-0.0796384974483718,-0.122787057315582,0.163705511606429,-0.264325639401078,-0.0525656102620606,-0.0670697976582755,0.106992219275864,0.06628778066572,1.79516396997868,-0.368974861942717,-3.90461216119418,-0.120750748436753,-1.65766583573788,2.14573343116511,-0.18743889337147,0.964874261605223,13.6874536773953,56839.9053941907
"13",-0.34275226681,0.43729187778173,-0.0539407409589653,-0.144365553413289,0.222097777756673,-0.251939478221576,-0.0450352710439664,-0.0612558036593965,0.103355249926539,0.0686489909662537,1.79677732888902,-0.290353987157206,-3.93653669025955,-0.122264242958872,-1.66778016475259,2.13496156504721,-0.152067769265495,0.939114461647847,13.6524331900251,56836.4133354441
"14",-0.345508436568238,0.448725878193417,-0.0609954822296024,-0.134686406529573,0.218783168058525,-0.249469528389558,-0.0613001847421473,-0.0726322101972759,0.106156988352363,0.0672235754470595,1.78711040372652,-0.433068540082951,-3.88122868999062,-0.122549466023874,-1.6550315610236,2.12961619281302,-0.153465965520752,0.983266123766805,13.6804363133877,56830.833632551
"15",-0.203154593175664,0.376943266127902,-0.0920979053257133,-0.22367164532041,0.121811502955244,-0.266492007716566,-0.053115443587048,-0.0537078035798116,0.0990442488770323,0.0614248348085374,1.87637579321241,-0.709329405114949,-3.89518969891565,-0.125459661617789,-1.61027970304433,2.16241598308646,-0.113014528949912,0.938733497294229,13.4496059771981,56824.4164554444
"16",-0.353949951712947,0.436252847781429,-0.0639458851906642,-0.0992966589546115,0.192840894644969,-0.242423025198395,-0.0515390024323169,-0.0622244807054915,0.10243409330697,0.0757710523765116,1.80167090072744,-0.216533543250789,-3.88254315067166,-0.121163194918427,-1.67361454925888,2.13710946912917,-0.278063024341125,0.994176378293625,13.7562767032007,56837.8448195415
"17",-0.337069121331808,0.443605504496248,-0.0608267029135593,-0.1258338863752,0.151114011181053,-0.26677550089629,-0.0530196836839457,-0.0629121524388106,0.0923692996227463,0.0768005433813257,1.79871868749021,-0.225342240940636,-3.78083729478335,-0.123605985564757,-1.67161762807278,2.13252223247033,-0.183247629357422,0.950739766136015,13.76048857664,56837.8348149063
"18",-0.289988461853548,0.447216933001629,-0.0651972538009844,-0.127557081485017,0.147359262939092,-0.283556448726934,-0.0536899524751237,-0.0595086032089514,0.104941988703042,0.0470126082947092,1.7741794583079,-0.388741911857197,-3.85938297313069,-0.119056929793258,-1.68553946798129,2.14237948431359,-0.208042318977334,0.929033329435282,13.9328641548045,56837.1598161819
"19",-0.245531742745871,0.453566009186354,-0.0675046982741234,-0.124656578288588,0.2339724223915,-0.249670717560276,-0.0604216292723428,-0.0628362444568613,0.102450171015356,0.0747816581966507,1.80862884226123,-0.290815822666905,-3.7844840932905,-0.125098518315184,-1.71006694405421,2.1388380940658,-0.259187108637592,0.814666814868483,14.0232428605895,56835.6484006664
"20",-0.237834761611238,0.453851509203176,-0.0686572850107986,-0.130992632557355,0.23187867629001,-0.251740541668455,-0.0590532951601342,-0.0637751554875576,0.102030377367517,0.0742380294616072,1.80922563290967,-0.269448237099961,-3.78682320477214,-0.125402415581351,-1.7114034459982,2.13926566968255,-0.261197630348283,0.814198926902648,14.0273854392297,56835.2752233544
"21",-0.233233614260528,0.464920087762117,-0.0700656863266517,-0.148934736814075,0.216992417652505,-0.248076946463227,-0.0648719647473074,-0.0630542766327261,0.10074717119222,0.0703023224142153,1.8057547719366,-0.266477507470383,-3.79265119025713,-0.125588669508438,-1.70494090753286,2.14060190961286,-0.271558970828414,0.836983968144031,14.0339253837423,56833.1943766536
"22",-0.273050132790972,0.439273396397149,-0.0729617527812252,-0.176164936386401,0.155261447574244,-0.254023946093619,-0.0448564853587933,-0.0655855569984287,0.0950008787033385,0.0736901066031671,1.77251180711806,-0.355692305845097,-3.77260106042049,-0.119050180995692,-1.70281175192965,2.15150735365006,-0.193911757689117,0.933867878298391,14.0395896181661,56837.5549553567
"23",-0.305131248991319,0.441566888374019,-0.0779910141552758,-0.145940022395016,0.175920367589143,-0.268929197433675,-0.0512372452907985,-0.0638668902986744,0.0958686057906318,0.0674756175779992,1.78115958733642,-0.37106277992172,-3.755171962472,-0.120281118097363,-1.7213607809524,2.14723287804379,-0.242602628537358,0.855639699208985,14.1944783221797,56838.2292607065
"24",-0.245656990629049,0.407065349280068,-0.0723599341735004,-0.24424413106452,0.102546334145177,-0.240372489244772,-0.0516200007688442,-0.061630742898103,0.107346469649511,0.0626158288465268,1.84928869371165,-0.541466127528556,-3.83672307301956,-0.12386815194439,-1.64687538548562,2.14126600367906,-0.16416060997679,0.808640482132943,13.6857657712743,56838.0075224001
"25",-0.224997006569123,0.382832961916473,-0.0636361639822255,-0.219525434672897,0.187155959408195,-0.267995366696711,-0.058681268097093,-0.0663944167148293,0.108924348663924,0.068414661304791,1.85932311196865,-0.257945418366406,-3.98942043203656,-0.122931608130463,-1.67085387223194,2.14173185833174,-0.169325266103642,1.05392585778218,13.6763251550655,56838.539521421
"26",-0.296489966396711,0.434732663768327,-0.0828021675379472,-0.183809764423073,0.289349935392507,-0.234567202845178,-0.0564533701501243,-0.0668023289741448,0.107948387267238,0.0766343078983751,1.79619488137084,-0.311767648687997,-3.82994112801258,-0.12239059117571,-1.61379726735475,2.147846029642,-0.163598803061356,0.818434008549146,13.1986303420939,56835.1315508368
"27",-0.228184682301545,0.405841998818924,-0.0759994598009468,-0.247153677579362,0.058195011703459,-0.284504868868717,-0.0561680898221614,-0.0630614247415366,0.0954283325510556,0.0676407534252783,1.82873202433742,-0.430559349475038,-3.91682851151018,-0.123846585680835,-1.60043846128495,2.14433496376019,-0.204206839205531,0.995911899279548,13.1650441786104,56835.1426379452
"28",-0.220592343044231,0.428463833774151,-0.0688034676000306,-0.211749100060646,0.171352639878338,-0.273265271834454,-0.0492697775799333,-0.0577313079412068,0.105590567611084,0.0740848902951674,1.80811432463796,-0.245197973302446,-4.00346317496017,-0.120107204023862,-1.64149255058594,2.14812783783999,-0.275056125993975,1.06880137608958,13.4327321322805,56837.6776806704
"29",-0.19740445846205,0.436597688253873,-0.0650117267257261,-0.257129993988861,0.161714727479856,-0.25546126167005,-0.0595941845310448,-0.0657071253958521,0.10300955090135,0.0670322908952244,1.80905136730393,-0.467564059091407,-3.84642521664538,-0.123017608021236,-1.63043885648773,2.14477694977695,-0.121694769953563,0.933339446259423,13.3448300874325,56841.0874948902
"30",-0.284630498151017,0.411092288542626,-0.0682988171984909,-0.135893317467684,0.110135290471922,-0.269119154460764,-0.0539829939259698,-0.0604677122680709,0.105245258525814,0.0570020010381663,1.81203787017526,-0.496805858136448,-3.92086495244215,-0.121066792623597,-1.61537935594684,2.14743537299599,-0.249912974711704,0.964874068520097,13.3525375946996,56841.4591035696
"31",-0.259971185607344,0.43254281544482,-0.0618151235582478,-0.216601685236023,0.243857661120872,-0.280219025964575,-0.0459965899892533,-0.0590341772952299,0.110648638363744,0.0722601832364025,1.81096148569928,-0.494670703821473,-3.86752292061605,-0.123040246849578,-1.6661076103939,2.14073587127676,-0.206165695475513,0.916740677545145,13.638390162677,56838.0453850106
"32",-0.263386705931857,0.427217075825485,-0.0673030898379515,-0.160666049679266,0.247907672154547,-0.274435991318288,-0.0527911633954651,-0.0599694411444871,0.102802368871167,0.0708115231881968,1.81705488050004,-0.511349691564145,-3.93091964302776,-0.122271396669445,-1.6404630302321,2.13793737898104,-0.238510479420053,0.910311535089493,13.4208986355879,56840.8061276543
"33",-0.306119423137997,0.441055266594253,-0.0724657998276398,-0.128099156862419,0.215917242685907,-0.279078462692395,-0.0476513220682705,-0.0562528033080951,0.100190797012762,0.0765842323719027,1.82480900458153,-0.474672585154284,-3.81592892795513,-0.124255393086787,-1.64317495574297,2.1472688563137,-0.238076745028769,0.996584377950575,13.4568352026703,56838.7818330968
"34",-0.276893624249463,0.405968980531767,-0.0804700586996979,-0.205220595709986,0.131606056203705,-0.233836592352041,-0.058171843173981,-0.0661108025485944,0.110736876503456,0.0594821381629755,1.8129986299804,-0.286584885575382,-4.00730645004545,-0.119965388211929,-1.69058463752359,2.15512252064836,-0.0887280745175342,0.996693964012333,13.9085520266043,56836.4810661394
"35",-0.17448725512701,0.414722814890962,-0.0909910862813833,-0.237613490520624,0.216948448409953,-0.286551234325701,-0.0505518350659009,-0.0602055220415451,0.0911104886727147,0.0808968029265494,1.82763038025634,-0.549380671516576,-3.80517032833712,-0.122971607950936,-1.62894762662033,2.15688180477502,-0.233090362944142,0.981618621501142,13.2774593649058,56838.3053259967
"36",-0.192757121176849,0.415575094622269,-0.0873355617948845,-0.195821133772136,0.201484048401159,-0.290743513192543,-0.0538347798825558,-0.0619283896355181,0.0889794900367561,0.0789735297362583,1.81026328686898,-0.506817546188808,-3.76272104693729,-0.120424331638473,-1.63610266562512,2.15401536472444,-0.220991502860705,1.01694766328091,13.3760445453476,56837.3759512654
"37",-0.143171352555621,0.441209608062634,-0.0818419394591678,-0.291998855068502,0.145576020707567,-0.254633067712482,-0.0590649933323052,-0.0603835424913036,0.108035317415668,0.0576363335734201,1.80725862914657,-0.143009789425844,-4.17916594855643,-0.123377665874029,-1.65072769658474,2.14919413185954,-0.107141291709504,1.22641293374412,13.5826802840515,56831.8931156527
"38",-0.162810294355947,0.412693601964969,-0.0898435156091121,-0.286070353800539,0.171811728792095,-0.276765156985383,-0.0492308811084901,-0.0613627718866237,0.0969746934748491,0.08129713819378,1.81213455220796,-0.539681479288295,-3.92650139726743,-0.120580671094317,-1.6689412599147,2.15607399550038,-0.144829957146785,1.08910443614341,13.6590963650995,56839.5915188775
"39",-0.128160677112626,0.417154260145373,-0.0872137621631608,-0.289611765195785,0.16123729274341,-0.288214786312204,-0.0527343246706851,-0.0557318158196926,0.0987367699002081,0.0787136167821784,1.83424151043688,-0.591096593028664,-3.90100679082971,-0.123715144683752,-1.6583569413335,2.16254541557539,-0.188390780787522,1.01104428419448,13.6024479803371,56839.0850483161
"40",-0.344551295925861,0.428791907321775,-0.0572244049168345,-0.120570985538724,0.123080983671727,-0.23358687392358,-0.0572425253875474,-0.0648198722996502,0.10449436932058,0.0722588179417081,1.81888279411717,-0.216300789913824,-3.88436731011023,-0.124906871745407,-1.63586903495306,2.13126045946182,-0.161657969230433,0.957878152387375,13.4811854721658,56837.9684392269
"41",-0.254419374351069,0.401535653079339,-0.0775242230407272,-0.174891097957414,0.150039692875052,-0.25990043252277,-0.0624020512781813,-0.065063674054549,0.0861530200730746,0.0618086480013265,1.83419750488381,-0.218828426989348,-3.87155619804611,-0.121228715669135,-1.63531692023882,2.14899754107319,-0.175227447167736,1.20021755986676,13.4772670980397,56837.2241032093
