"","sexrace","sexp","sexd","racej","race0","age0","prace","page","pj","py","p0","j0","dp","dy","d0","yrace","yage","yj","y0","lp__"
"1",-0.230078199367854,0.437656865493982,-0.0889629357746268,-1.05027857843351,-0.249963892187108,-0.361133904797059,-0.0548596995844578,-0.0698168762542052,0.103503945682769,0.0544931608746429,1.81288469925808,-3.67625052943388,-0.123232047345471,-1.65914197177603,2.15630489038029,-0.0776925316243428,0.248329590581224,0.956550390191094,13.852047260096,56890.8291031047
"2",-0.233267471606318,0.428568740502903,-0.0753050004542507,-1.0465109145872,-0.209256410129795,-0.331196614229318,-0.0520025249607116,-0.0685791424993221,0.0974558932320452,0.0585158874120991,1.82962996211854,-3.67717767885016,-0.124944145649264,-1.63754707001343,2.14553900502885,-0.140741951150507,0.209275310898126,0.795907973498063,13.626503309435,56887.0507387562
"3",-0.219254532924729,0.429031946841132,-0.0723759053285609,-0.744080844162032,-0.2712274507713,-0.355873777434779,-0.0544974700886689,-0.0713366330305717,0.0998229981333101,0.0545840808229868,1.81260211603804,-3.57463327480929,-0.121811519746473,-1.65447048896895,2.14968885646828,-0.215564403021969,0.22336870827348,0.913561188468396,13.6942890719124,56889.5630511972
"4",-0.168726255546228,0.426441476079014,-0.0576613362424961,-1.10644978566259,-0.257505162972792,-0.364285490353249,-0.057607128085979,-0.0701717375843029,0.0986559733048855,0.0569443714955834,1.80339520941194,-3.57353827703341,-0.11991595654153,-1.64606909028149,2.13217142232763,-0.19773414274874,0.30175526514821,1.00796651199322,13.7586172686471,56887.8095830792
"5",-0.335280341450334,0.440124852874276,-0.0840746148688409,-0.746854075977114,-0.150393017917599,-0.374684898832687,-0.0569152588019709,-0.0690670130055741,0.0953424650617003,0.0737389493942407,1.80232072119507,-3.4635902504154,-0.123499732602851,-1.64793900491255,2.15541999201298,-0.121877543756123,0.247111221445872,0.84139814364418,13.706621626621,56889.1621225658
"6",-0.31406066673156,0.432607431787598,-0.098088247342938,-0.846348008376144,-0.181832378670733,-0.346448307198441,-0.0583108079730535,-0.0668393769268666,0.09363088171059,0.0482930786178332,1.7955864864458,-3.61957650708191,-0.122234420571947,-1.6483320158899,2.16235297819842,-0.186602860923648,0.225025788622706,0.938638574068969,13.6980356390483,56890.1581802187
"7",-0.340106128045223,0.430976942467698,-0.0761755288627097,-1.26947252805146,-0.156642543843417,-0.342488714216868,-0.0613657809601261,-0.077220637424665,0.0958863897957189,0.0704227139199536,1.81488374248623,-3.6451041928871,-0.121481268762087,-1.68525921959843,2.14250745386459,-0.167439093472812,0.262988535621302,1.00123532454928,13.9476248194473,56888.8805238199
"8",-0.303692334947829,0.392596959441119,-0.0723968589764823,-0.984538121028204,-0.151034570679977,-0.391863943711802,-0.0588879314360981,-0.0700103646475051,0.083129385920801,0.0706638840139168,1.83866603749324,-3.45318942557447,-0.122274017463279,-1.73915104731018,2.14410790741001,-0.192653714196065,0.317497052737357,0.851061341044052,14.3880291919032,56888.1439996172
"9",-0.135127677290576,0.408096075250917,-0.0777259027297478,-0.779898400535962,-0.287721962740056,-0.332252638735624,-0.0614554201880088,-0.073072943898503,0.103830513640562,0.0551420562692121,1.8207587694243,-3.8395181469311,-0.121588338005756,-1.57695072905376,2.15216758900741,-0.186728780531017,0.233856885434865,0.980651924764895,13.0347146191646,56890.0833188848
"10",-0.374143539618225,0.404384852390744,-0.0811229271369224,-1.05839013859637,-0.104775489173249,-0.380315459894371,-0.0531675740123824,-0.0702009999127273,0.08602238171194,0.0733262773905617,1.8684334872368,-3.57416473012881,-0.126164615163028,-1.61705755568775,2.15107533265883,-0.283633931367015,0.28161373897333,1.08386547903792,13.3786261012561,56889.1497478674
"11",-0.348706303359215,0.391962916347442,-0.0715695798946684,-0.765678535324162,-0.152225612801517,-0.356940967770573,-0.0637972693276752,-0.0706152616569089,0.10284172331722,0.0620368264277073,1.83202100804533,-3.76298221908607,-0.120930435511831,-1.60167255018013,2.14358470635147,-0.152774380966181,0.291830828518303,0.993948690254882,13.2822295124612,56893.3887870099
"12",-0.254141041326639,0.367180642836994,-0.0703378550591659,-0.945178286382701,-0.206135766891174,-0.307421859681188,-0.0605782831622977,-0.0680686090329308,0.0906084550948651,0.0687160035281916,1.9002914542662,-3.54567963141979,-0.126545153125095,-1.63291930425518,2.14648056011759,-0.15477354789545,0.203150324425788,0.913329734579062,13.4957063860168,56889.4026792499
"13",-0.237095146992611,0.363366075571614,-0.0681094873459326,-1.04564539739251,-0.240642386328487,-0.305783544578439,-0.0507360330622282,-0.0730176455211356,0.0921802201522575,0.0776579253157883,1.90888019583756,-3.57662010115718,-0.127523931521462,-1.64198138530762,2.13758956055205,-0.180645634314693,0.218986480206505,0.954066537361278,13.5879131936351,56887.6079445619
"14",-0.320964818485232,0.389755021260758,-0.0929695687949636,-0.72169139651344,-0.110583650756036,-0.348217056556112,-0.0687841656739998,-0.0704851364796545,0.0975002627795635,0.0463405578118541,1.84599335544888,-3.66361313070728,-0.121579454310558,-1.67029250627432,2.15885530265374,-0.146286979712558,0.260506824438333,0.93715242396275,13.9266934062492,56891.9228905241
"15",-0.283304360307585,0.402941417066456,-0.0689683421794209,-0.7425748861887,-0.170233731112415,-0.349541353768763,-0.0599372506647325,-0.0769119257977426,0.102337926396918,0.0499999581141737,1.85339437917542,-3.78273520427823,-0.125370387969285,-1.65433585190407,2.14689715300373,-0.185268805991369,0.272650219432716,1.01797367012874,13.740593723362,56894.9012947035
"16",-0.342740809151696,0.415774337492027,-0.0807379521611602,-0.789568286641508,-0.121433027169301,-0.368564594421821,-0.0587947324830936,-0.0760752858050531,0.0914621945167898,0.0600144793540346,1.81426027533495,-3.60623783327489,-0.120621428966703,-1.63154713621153,2.15688455783358,-0.183332626301966,0.283644004003902,0.978337194485496,13.5368836875295,56896.1085317666
"17",-0.241293880779839,0.417785849456604,-0.0683110202757133,-0.957233190611822,-0.152811172858731,-0.336975921446175,-0.0534342553145707,-0.0721715701844465,0.0993271094853804,0.0662368414078023,1.83083777403709,-3.66848544148083,-0.123590068909095,-1.57147040099316,2.13400473882189,-0.301877613675996,0.2120128048407,0.823679255759985,12.9790654342551,56888.5104648141
"18",-0.247241136356597,0.381192125820264,-0.0993820692753096,-0.719020578448303,-0.176195954153843,-0.326906107432426,-0.0639856518760656,-0.0743769756338647,0.0953766208853228,0.0609462434843668,1.86405264048222,-3.45268391431715,-0.123593628680837,-1.66481093220259,2.16049786091177,-0.171704205902582,0.239101576848064,0.593291676541161,13.8413657093103,56885.3926851296
"19",-0.26331454780165,0.447429468420682,-0.0843799693299233,-0.997074267901741,-0.192678622932386,-0.374781478994491,-0.0567800129911233,-0.0724351383723952,0.0987336676131498,0.0741748551522995,1.7989717741652,-3.76085145266281,-0.122821920374587,-1.62848345947719,2.14943140883742,-0.155078002494387,0.288211816713405,0.969332900136563,13.4869491032149,56893.4571113474
"20",-0.174275812830265,0.413378606856753,-0.048316424212356,-0.94387465914243,-0.197077451140039,-0.368425006559843,-0.0552033563070171,-0.067708199526329,0.0893837879216256,0.0561153529730656,1.82679237684592,-3.48897748963361,-0.121401948985623,-1.62612787166592,2.13120488308819,-0.212235420548218,0.28781405541257,0.909100454458476,13.5663334540274,56887.615718699
"21",-0.216554902176098,0.402672771896331,-0.0638109457943123,-0.904359293716255,-0.262403705769706,-0.356037337935714,-0.0539483858125278,-0.0693982292670177,0.0948241710967428,0.0543295388160914,1.83195339135545,-3.58834949162378,-0.121017011834576,-1.6209189872972,2.13331242005778,-0.243167308771156,0.29887879885085,0.866387209030367,13.5165730083521,56891.4974074819
"22",-0.207165399961982,0.422809538389309,-0.0919536715992038,-0.929478598472183,-0.249124704465665,-0.349736583544541,-0.0605820066921795,-0.0701553105078658,0.0960466434211952,0.0717180123202958,1.82984378778323,-3.67040399936596,-0.123396399313051,-1.66497779789062,2.15787704545851,-0.20903016522124,0.232902802864873,0.969708200546017,13.8045954272263,56895.185999128
"23",-0.296905668625991,0.415614166400763,-0.0743816426080793,-0.913479624536653,-0.159837101573026,-0.364403936918386,-0.0561210288115729,-0.0796794816680058,0.0937088467240123,0.0470123491859303,1.83526572822745,-3.55592308150295,-0.123041159122415,-1.7028174057686,2.14956995458519,-0.201568936847562,0.291289360371257,0.830152721037152,14.2210374221277,56893.545580827
"24",-0.266424063415924,0.401768433470301,-0.0491268729827598,-0.738875301450306,-0.218547108296145,-0.358532943338503,-0.0654444641434587,-0.0667135535710408,0.102211499455872,0.0628452378478868,1.83721085886492,-3.65656844467222,-0.123786687257081,-1.66830420536323,2.12599051546084,-0.105421659391502,0.27725384612055,0.805582866018329,13.8510714792538,56890.0644456122
"25",-0.201336802581548,0.392415102072982,-0.0608008793568628,-0.720776361760783,-0.223054150969617,-0.381678703239932,-0.0639874455428359,-0.0700745327837749,0.104485858232864,0.0642215303321533,1.85357681429028,-3.65910417552968,-0.124713586739685,-1.66381998761481,2.1328858345767,-0.124333858280084,0.27401875802203,0.837049480094794,13.7990675728656,56893.041465109
"26",-0.360397221729588,0.429322441442729,-0.0901373095652048,-1.00939883479779,-0.0908174712237765,-0.357628989082386,-0.0550015726795027,-0.0757303927424563,0.0878785019598497,0.060494519151304,1.80774609748774,-3.6242959349006,-0.122357200675771,-1.63774420946563,2.16253582128723,-0.283737815770968,0.276744905413105,1.01199955238705,13.6416915509751,56892.6686776892
"27",-0.322824278282557,0.378512894278461,-0.0621031451782596,-0.788418088886291,-0.12842444035977,-0.357498988802794,-0.0586785024808564,-0.0700124759237419,0.101619776482091,0.0634863640247859,1.86193395899141,-3.67499450867316,-0.124103055487329,-1.61685683287818,2.14074833575901,-0.242937665097613,0.260639194167241,0.915089214995654,13.3974006113861,56894.7545211788
"28",-0.35421831708117,0.427385884356347,-0.0796839066803651,-0.902606713357405,-0.145367357137034,-0.344250682652357,-0.0664758269323119,-0.0787494562812618,0.0918694854736193,0.0644293304909881,1.82304340533803,-3.50855234504843,-0.123054931413289,-1.6828988313901,2.15289132547894,-0.146876821199488,0.276903837514639,0.863770023804809,13.9664347471625,56893.0801500985
"29",-0.160351342577779,0.390118115536919,-0.0869831293818455,-0.830830705920736,-0.307874430665813,-0.409114429987592,-0.0510395895884189,-0.0670326468682329,0.102211650009223,0.0583411730295519,1.86028335082924,-3.73591327965637,-0.123730447806482,-1.64153350784115,2.16573024393429,-0.200208747505712,0.315887242524051,0.974210974716277,13.6611023457935,56890.0888457979
"30",-0.148692311829167,0.389533562078432,-0.0956200103790068,-0.937460871428929,-0.258837739062892,-0.399230416571893,-0.0541856540197201,-0.064044921837688,0.0965510834724193,0.0560367585381274,1.85236657224479,-3.67705065294107,-0.122431387087051,-1.66176477774114,2.15368898595655,-0.232559958326996,0.299808904601553,0.984916390407902,13.8567473776016,56888.7416240772
"31",-0.145591160873776,0.38640740492343,-0.0884516972676138,-0.897200707076017,-0.26537393599444,-0.383440142789678,-0.0545680170632236,-0.0671028975509721,0.0949545342162325,0.0535651000339022,1.87260944580733,-3.61471476130672,-0.12446068642384,-1.65563627798805,2.16236413709537,-0.252785024237074,0.289789987521365,0.929340922792705,13.7916834159835,56893.0961109342
"32",-0.303177871560856,0.427019633780358,-0.0656047302283051,-0.839591295853765,-0.20675760382103,-0.365183719881993,-0.0633358140191293,-0.0746843214471439,0.0988152308030133,0.072110196840301,1.82081211010302,-3.60128771188991,-0.122072507451607,-1.62670981508582,2.13907083798744,-0.105947423032224,0.299282303047233,0.910607907979167,13.4231266553195,56893.7851305388
"33",-0.302961442627999,0.406581653869267,-0.0732547296181027,-0.64925659275434,-0.154301629606124,-0.355674027675587,-0.0611203528827754,-0.0747003484887094,0.100800796620733,0.0664642203342268,1.83725526034292,-3.71552757629156,-0.121730812302645,-1.61306289865763,2.14624019661298,-0.229764203312974,0.291389423307359,1.01379518855487,13.4190229382883,56892.8700041864
"34",-0.265883849092875,0.418740420184247,-0.0686177645414487,-0.787933562560532,-0.0853029392763895,-0.368651194783758,-0.0664813305209286,-0.0731873202831484,0.0951113159246705,0.0727828139081031,1.83622137409924,-3.83070570634187,-0.124647898937961,-1.6121933465313,2.14134154096744,-0.24871242068374,0.266132501748439,1.10644759402117,13.3437094148261,56892.6059850492
"35",-0.302486210474373,0.381488408038421,-0.0678793782009611,-0.950358488827281,-0.211373696674281,-0.341252726306198,-0.0536094719148847,-0.0743428724563943,0.0989758266706427,0.0568651852238846,1.85502271057955,-3.61275804641452,-0.12238800204813,-1.65203617621825,2.14180615919431,-0.125599477246654,0.232319841619846,0.928795141212343,13.6954875971035,56894.4930572285
"36",-0.285342007214143,0.407990712252403,-0.0652441139033776,-0.937679231836981,-0.195735692263962,-0.330971029887854,-0.0581814336992038,-0.0721357024212861,0.0986996827997684,0.0594556961443697,1.83859850450019,-3.55223344361105,-0.123847185017092,-1.65137215494262,2.1385436573073,-0.119036833212668,0.249356977072426,0.801387790738603,13.7890457226566,56895.2677249927
"37",-0.299321350729047,0.447830421501093,-0.0685921805093137,-1.00203783499862,-0.153899408206884,-0.363563765065618,-0.0621235633694021,-0.074127788496628,0.090770545329177,0.0643487548986116,1.78935960918973,-3.50602786650636,-0.122012388238367,-1.61328204024447,2.14209929708896,-0.149388132368015,0.267698796465598,0.890517851947794,13.3804690168874,56895.6701316096
"38",-0.263147331404489,0.399980869932833,-0.0886828977119716,-0.813846085478349,-0.182472675822786,-0.373171617583388,-0.0568106637352196,-0.0728239493958202,0.105715826503617,0.0617419488862561,1.86627309899383,-3.8122930371773,-0.125463794506005,-1.6739604816013,2.15833315199475,-0.214046680970501,0.259722817699467,1.01328381033564,13.9189750334884,56893.9730568188
"39",-0.257351813109036,0.454440221073266,-0.0642674442439576,-1.00894418386284,-0.23439955137951,-0.390134752945279,-0.0527757921412738,-0.0757544505467616,0.0914058776050384,0.0664586613996364,1.81254658171761,-3.44041220274795,-0.124564703861159,-1.59433673080752,2.13641454515983,-0.156269479962384,0.295844129903422,0.824701643245601,13.2283682278422,56889.7880150744
"40",-0.233815562008036,0.392106458185734,-0.0829368597906204,-0.710948660848544,-0.202710405492691,-0.354278904293848,-0.0638737450897812,-0.0733335668960663,0.100732353035955,0.0729941015040044,1.81883878105801,-3.70666398018677,-0.1198735840894,-1.59766201462832,2.15303085809661,-0.17790936805092,0.307066657958264,0.91173473809575,13.2584640377592,56892.1912342242
"41",-0.281008648315961,0.442946776865509,-0.0652143689483919,-1.10571465720239,-0.204205603200824,-0.339579659149399,-0.0554305127582694,-0.0655237450898863,0.0904211179955621,0.0539604290766385,1.79772030575996,-3.53200244408598,-0.123144702758889,-1.67107356299042,2.14755751283791,-0.137925794781109,0.249004815500964,0.939160739861946,13.9612779633844,56888.8471206848
"42",-0.305179648878368,0.375245384533903,-0.0571081707147958,-0.993295085073703,-0.155788850148842,-0.366415506024584,-0.0532299909577583,-0.0816071901039444,0.0964873864898671,0.0693629326493162,1.8715781145199,-3.41458403320344,-0.124007790930872,-1.67505375103576,2.13606927527817,-0.260806415813432,0.313416631024205,0.690496198646108,13.8791159142353,56888.4295250989
"43",-0.300210963837034,0.366908215692812,-0.0569763525659348,-1.0088334183786,-0.11955773701102,-0.35944306719692,-0.0545628775204465,-0.0823536002030498,0.0970972329951166,0.0668934719584533,1.87150500656238,-3.40418681219781,-0.12328218422823,-1.66787216912284,2.13659681081823,-0.259762879322871,0.314854353262014,0.657016687071777,13.9291026061094,56884.7931188204
