"","sexrace","sexp","sexd","race0","age0","prace","page","pj","py","p0","jrace","jy","j0","dp","dy","d0","yrace","yage","y0","lp__"
"16",-0.274436566251653,0.451786804387248,-0.0650868980269437,-0.125583815546632,-0.38310045484545,-0.0495325934405429,-0.0662970513347997,0.115925729949432,0.0714409731456389,1.78552366961718,-0.427215142389515,0.182555205938344,-3.30277923300311,-0.12079311287554,-1.70386084240884,2.14117007466233,-0.246500029865065,0.287113380999201,14.089650486478,56828.977696723
"17",-0.251775729204803,0.392748205253228,-0.0775369230713985,-0.199168530216423,-0.323296868873673,-0.0583939004029132,-0.0747676334171329,0.121266655854896,0.0493902484047378,1.8599768445786,-0.335272437439432,0.0685834729761713,-3.40429952915289,-0.123768673701582,-1.60508193434927,2.14976938920266,-0.147390502242649,0.26000209764037,13.3791144456047,56833.3105644846
"18",-0.372863604356371,0.387666269579048,-0.0678699916432761,-0.0858559250489406,-0.37256666977365,-0.0574183969142908,-0.0672343903350489,0.113626550049872,0.0718160399324118,1.83993949815956,-0.412247729896729,0.0833136365994383,-3.37249493662592,-0.122179328521215,-1.66994721293605,2.14141188509481,-0.155797433643592,0.227196868417691,13.8563113685506,56831.6337187241
"19",-0.14321579871905,0.43533779641349,-0.0807815053554128,-0.287582518699066,-0.363447380580405,-0.0509940345046942,-0.0805837224523838,0.11283546607139,0.0490800155420621,1.81893763129064,-0.3610468450192,0.237241624691009,-3.36219907955748,-0.122500109028002,-1.59115227128047,2.14982849169208,-0.162916511002743,0.304932613972507,13.1968791481228,56829.5591645478
"20",-0.314896580641792,0.435513486871141,-0.0638444737352864,-0.108249996634508,-0.388126820384097,-0.0526038393965357,-0.0665614522938538,0.126563450887328,0.0731329750755862,1.79045812284637,-0.401952963352266,0.015464880623076,-3.47332685597861,-0.119067495311805,-1.64866007806365,2.1336262159398,-0.187636504031532,0.292587855958554,13.6903912235068,56828.3196369336
"21",-0.227790094225748,0.36264066552735,-0.0914643644138168,-0.199222289881498,-0.361816230822415,-0.0542586100961318,-0.0704430079107158,0.108877412467978,0.0434501637559983,1.8799628422422,-0.212881637498585,0.153890619983912,-3.33813108390791,-0.122833572791248,-1.62905456903329,2.15823873840341,-0.168414676076666,0.225650371421148,13.5866111559891,56826.6044437373
"22",-0.247840213828916,0.4081312063961,-0.0908546650588766,-0.186693885018131,-0.349051094300403,-0.0674179196513559,-0.0662141725724124,0.114114730689599,0.0685278919634073,1.84178963995625,-0.359771014070829,0.109667820057564,-3.2795159904178,-0.123067958059247,-1.61983631213467,2.16513140143612,-0.168789966609463,0.249768831343808,13.4905283638813,56829.2344867538
"23",-0.268476050766147,0.401467477038066,-0.0921709334591403,-0.168548874396209,-0.363180056341826,-0.0631421945731694,-0.0671866489937187,0.109652677684706,0.0668462105797813,1.83543954043215,-0.279427907939489,0.0397039260751665,-3.27643519848667,-0.123607793046176,-1.62763370491382,2.1638805410194,-0.150808677706798,0.23421507135139,13.509252168324,56832.1862036262
"24",-0.241641119553057,0.415169187419974,-0.0822196355375304,-0.26051814020243,-0.345747066129341,-0.0371334112285797,-0.0736180800039967,0.111675484187924,0.0677996914228965,1.8517970598749,-0.445749708026089,0.0923642048777419,-3.29633044829439,-0.125966676240138,-1.65126921663653,2.16053264516979,-0.20953892267868,0.263766257618245,13.6720193263061,56830.9966219814
"25",-0.233615766725928,0.390070565346959,-0.0766846064346632,-0.196696275636231,-0.356331168501802,-0.0526091351178406,-0.0692377989766168,0.110968672516871,0.05462816446038,1.84153665476386,-0.408264015596769,0.00225596432241214,-3.33181881429886,-0.122002460065068,-1.63976634722871,2.15561125789202,-0.219360433642358,0.258365142570854,13.5912204031197,56834.5531800489
"26",-0.199853581360238,0.400085476622619,-0.06596879195362,-0.239168903970162,-0.355689409217357,-0.0487111504446202,-0.0743576527928156,0.122444417494005,0.0762413909116494,1.86510747045449,-0.605617957849112,0.0454078339940438,-3.49421898244388,-0.12549731198996,-1.56566327046558,2.14770804479902,-0.194098523036075,0.30743189254152,12.9869547458147,56825.4183360546
"27",-0.226526074740537,0.374065380907177,-0.0756799618081043,-0.204951755961293,-0.352035680622941,-0.0559016901599966,-0.067478682282203,0.112308111789933,0.0513739182474912,1.85922598370712,-0.202916317567128,0.185619938338567,-3.31991518795156,-0.121546452047473,-1.61665058402284,2.15110352137393,-0.239440812534829,0.227426787486556,13.5120123810303,56829.9264997829
"28",-0.182446554842971,0.42051520242575,-0.0645438541599045,-0.27250488754621,-0.359693513142437,-0.0529238554589006,-0.0713810294492928,0.111533051410873,0.0606523751243293,1.84480702278863,-0.650673351955119,0.348558749120486,-3.32886352573331,-0.124828225756833,-1.62535473862923,2.14472610876962,-0.257285233064663,0.266211764996193,13.4224742919877,56826.1847736769
"29",-0.234256164129692,0.405949520966741,-0.0733731165452941,-0.260112775933251,-0.35276837734506,-0.0547822356352174,-0.072188942739052,0.119816293614374,0.0606183886700891,1.81314349870773,-0.36138359902643,0.0309255540739616,-3.45387124536712,-0.120516111365428,-1.56977961676562,2.1537901303654,-0.121184009465523,0.288297688476123,13.0557660452723,56830.2238267753
"30",-0.149284538679242,0.420884674651403,-0.0769210624445341,-0.263157035708842,-0.357861335641906,-0.0557286085515748,-0.0669693501880772,0.12025328472778,0.0669560232482168,1.83167952127938,-0.336648535850492,0.127043448227951,-3.40896345305161,-0.125575229094404,-1.57881185229057,2.14159801618719,-0.173298470398481,0.256239760631383,13.0673099359806,56831.0258446487
"31",-0.208996223177641,0.403526803887979,-0.0741210966818816,-0.248180934216763,-0.367394358485703,-0.0480561752756217,-0.0755464859549309,0.117753826735638,0.0528565079446381,1.82636385328038,-0.451115667814383,0.0328150678513577,-3.32022355666285,-0.12074230655964,-1.61951833593768,2.13963045854795,-0.130835100876065,0.305682560490792,13.4511372767761,56832.422062177
"32",-0.172957561811735,0.41708813508889,-0.0724037039874243,-0.242548307482183,-0.388550818870677,-0.0548821203144453,-0.066801050581304,0.109679209869271,0.0700217296082308,1.82765996998138,-0.306504350805419,0.167274088989526,-3.32877061187722,-0.122433293621433,-1.65444857084603,2.13916083893071,-0.220877673481585,0.255256964354734,13.718332940421,56833.1454922338
"33",-0.201091989418652,0.412393205534684,-0.0730826630061177,-0.253958369667134,-0.382760853732567,-0.0488997387759966,-0.0766274615613946,0.116628211536001,0.0691187626287122,1.83675623346942,-0.386364842047027,0.268611382395963,-3.33147315647942,-0.121994501536093,-1.64284180900126,2.14743549595792,-0.197427487342586,0.356201580351861,13.5884040644985,56830.2636555178
"34",-0.231022153136031,0.398920289692424,-0.0852739702934662,-0.281292228215599,-0.394795193378239,-0.049342320304934,-0.0767219929478433,0.113977635339544,0.0806224817370564,1.85287737117503,-0.195213617556577,0.181031874880471,-3.38342404682151,-0.124521689248316,-1.63088294933114,2.15495196474417,-0.12406617731287,0.333440837770211,13.4552522514016,56828.5877843858
"35",-0.261033195283386,0.391196352800846,-0.0731987334862735,-0.175532179199459,-0.401973469449824,-0.0609322645158528,-0.0664171382610552,0.109369757946185,0.035980937544825,1.85251080253092,-0.561861121488005,0.0855368997879462,-3.34494651993234,-0.123052452815078,-1.65896213625628,2.14469935815494,-0.155945070896392,0.297881039535443,13.9051451945146,56828.7535866848
"36",-0.206974709780468,0.418860815223749,-0.0649562987428043,-0.229022551315525,-0.339613717982804,-0.0456571880748759,-0.0733846915154867,0.11184538172016,0.0815025312599649,1.83130394313878,-0.244772916546456,0.197372418144964,-3.38895483630455,-0.12348162431225,-1.66501740090117,2.13758779499803,-0.234014724614629,0.231902173414851,13.7910741522464,56830.2994756801
"37",-0.164611685743774,0.407364202550804,-0.083354626504937,-0.216589232049556,-0.35482176892976,-0.0575621668917573,-0.0691374135921202,0.117616368755888,0.0469959090061765,1.82845864287684,-0.499313935277006,0.0292088070057848,-3.46873793051383,-0.121972639648789,-1.64294833861452,2.15275179258579,-0.240392809490967,0.248925155776207,13.6572196273324,56832.3211514344
"38",-0.22298444528797,0.443328446286762,-0.0714635663494918,-0.251655279114257,-0.344624671980074,-0.0408672704772799,-0.0753917465176645,0.114686967008429,0.0627938154983212,1.79699904264533,-0.226329316507641,0.137968750667565,-3.30625163794388,-0.12279326340928,-1.59657664360686,2.14185296031486,-0.24254319133874,0.220443975945801,13.1860492403295,56828.221264439
"39",-0.262442303741458,0.393553851036776,-0.0693945779909876,-0.180397366277959,-0.390643567431937,-0.0594559039969309,-0.0750196674394617,0.121967427066233,0.0600153971404077,1.83605057166546,-0.518276236291282,0.0427977708581626,-3.44894174551158,-0.120972194640643,-1.71880529711682,2.14268434444074,-0.14337355362272,0.29111480440177,14.3521070355736,56830.3480489395
"40",-0.217285329904501,0.41325450657479,-0.0649545154491228,-0.220196373410984,-0.360475002339393,-0.0517972650125447,-0.0674454374403114,0.115973567898312,0.0550250160165499,1.84766494664284,-0.40005547996904,0.123312563071595,-3.32909686620981,-0.125906779111261,-1.66584829968004,2.13987115527675,-0.186731306444306,0.264180291674538,13.9077778939545,56835.2723309742
"41",-0.194050289422141,0.427110246289609,-0.0654607072345959,-0.20161659245893,-0.363843199922413,-0.0710953930480771,-0.0734714643392994,0.109293654697012,0.0695883772710758,1.82918603821024,-0.383126736545478,0.0231099509331316,-3.31729235889844,-0.125280990189025,-1.68030101245567,2.13743767549371,-0.130926706555572,0.261781585152809,13.8927246644206,56830.4111225093
"42",-0.262091548595297,0.404190919169091,-0.0683787147663174,-0.238403557699437,-0.381506079867701,-0.0387478151891012,-0.0757746702546506,0.117765859256957,0.050680881413486,1.81437279900624,-0.38777259017272,0.260701339165386,-3.44824280604358,-0.120922748790188,-1.59651166532383,2.1429159414274,-0.31154355395489,0.28190835186721,13.2017511268412,56823.7857231638
"43",-0.144145433059559,0.427428047701622,-0.0666119929921577,-0.210468424405331,-0.339668176826526,-0.0651583894063969,-0.0672556202019405,0.114952842708377,0.0634789540333438,1.83914954416111,-0.516963376176449,-0.00203986486071179,-3.30133631599734,-0.126496931615151,-1.64461718985723,2.14305908388414,-0.258148221917355,0.251060032575775,13.7170427295257,56827.0339026973
"44",-0.249320361090483,0.390781226270641,-0.0646317810439239,-0.217661213304252,-0.33973768775031,-0.0392291522234457,-0.0788923867398177,0.112058951757495,0.0670971237463247,1.82143195758584,-0.654289913292647,0.0937969217155278,-3.35898250850529,-0.119686158697175,-1.66532803620627,2.13654053682048,-0.257637362518597,0.226961101119625,13.8561288631935,56825.569135969
"45",-0.278429248028638,0.424601331847235,-0.0823166900428681,-0.179428948038835,-0.365502487988819,-0.0670890181756335,-0.0710700615313173,0.118299509791848,0.05920010926428,1.86162872018297,-0.0619291480077036,0.126242550166583,-3.37987076285947,-0.126430563740781,-1.62411656331134,2.1522215094493,-0.129351936507341,0.30224875572261,13.5310064925489,56824.1032048302
"46",-0.261363136104144,0.409267426829675,-0.0651218657208619,-0.173285012124794,-0.342670493433787,-0.040746892933452,-0.0683782742446016,0.118737332299566,0.0640354650379295,1.81867837263118,-0.776344188560577,0.0858614706206121,-3.38393003621895,-0.122827111125704,-1.6576849110827,2.13965295640631,-0.238399526453192,0.249878236497386,13.6703031278912,56825.32261493
"47",-0.246754916667646,0.433359159326961,-0.07654003399878,-0.136846672511063,-0.358795789421011,-0.0629983735985241,-0.071827629163891,0.113333534718904,0.0646554257492585,1.80832379318097,-0.333880820971415,0.163900807760823,-3.39075821823237,-0.123513098461006,-1.67567156892382,2.15201455873811,-0.186965722424438,0.277104232601842,13.8972267488816,56833.9031748851
"48",-0.171946705143138,0.401206816157999,-0.0516825252391705,-0.316674823135287,-0.339998710690951,-0.0506243288953909,-0.0751777614019449,0.110338352484757,0.0694094153235371,1.83789279388984,-0.405842117385378,0.14629033359942,-3.34219174317673,-0.122405882997517,-1.66748809034768,2.13007496832545,-0.0677539327354108,0.247705941248151,13.8454246533735,56829.8429784052
"49",-0.286294334530357,0.40759395253773,-0.0734064995477405,-0.0987397257737886,-0.360121701115976,-0.0584195197506296,-0.0682119099903638,0.120624270509994,0.0489856935349763,1.82924719969501,-0.334601701166491,0.0748418285035879,-3.47178157187447,-0.121971836063472,-1.62449069967834,2.14473954560848,-0.25858014295213,0.269204905523967,13.5297583905825,56833.7534499213
"50",-0.343859329616691,0.447934512372845,-0.0720898246686372,-0.162918899390433,-0.366329741672407,-0.0499551031433519,-0.0711680787466906,0.12293595729437,0.067997341959585,1.79098834889942,-0.419358140560797,0.0967301612589891,-3.47616977872908,-0.121942342189157,-1.64817111832657,2.1437806429432,-0.0751435602808071,0.258102516144136,13.6209176741093,56831.2001506146
"51",-0.420131873160108,0.442617273452828,-0.0692703510685301,-0.108335076748881,-0.352706042978117,-0.0607880923230278,-0.0692031749415468,0.118558403043975,0.0531410429473496,1.78564373900716,-0.201356000773803,0.131929547566859,-3.38509318407998,-0.123926850590272,-1.61995192738298,2.14349353516528,-0.0607562062714669,0.263111554965871,13.4967588115126,56820.0188537958
"52",-0.39457349800722,0.457764158013433,-0.0562932587565501,-0.0442551671809651,-0.373084251950115,-0.0626000619342122,-0.0701709799617028,0.117025877696998,0.0594331362966447,1.78857026930751,-0.31843580670036,0.0637546782608877,-3.41720967934597,-0.120404545631379,-1.61959931609186,2.12984568325329,-0.158605145663321,0.256055045108968,13.3919168742434,56824.7030078366
"53",-0.413612888803694,0.441033187801456,-0.0591376151002629,-0.0649757144820666,-0.369745523898697,-0.0545051893539958,-0.0678536864356927,0.11735902681123,0.0620449339492648,1.80891438071386,-0.434031947063495,0.168499082697475,-3.40117921589884,-0.123802925538984,-1.61900550692635,2.13397937149804,-0.154798282329615,0.278605498364141,13.4575208280415,56831.661372104
"54",-0.374093171155817,0.421135937673405,-0.0561637019773437,-0.0635161575635288,-0.393550672711203,-0.0586654672248612,-0.0674564720224921,0.116776790070141,0.0791283049004205,1.79938012429721,-0.460949372701391,0.0903590639410851,-3.40907571346555,-0.120338498741063,-1.63256077814386,2.13181514608007,-0.159673876298205,0.307345202381714,13.4326357834356,56828.7318073998
"55",-0.138411454689421,0.434569546248409,-0.0656037262125092,-0.274020260506704,-0.379883896183326,-0.0498115646595676,-0.071385712272373,0.117596235195856,0.0574395252924746,1.82000010521422,-0.400252074856328,0.270608906001607,-3.36985804998662,-0.124521974489801,-1.61130943636697,2.14710946408295,-0.206895874254885,0.285655124292235,13.4290673266545,56831.5701371043
"56",-0.091525549508686,0.397777708363692,-0.0710427220400481,-0.264386808923195,-0.38015953109317,-0.068400798637916,-0.0680977339237979,0.114496132564211,0.0624376643395147,1.8389910030925,-0.496113750144963,0.165727323938904,-3.46325785000805,-0.120963316601202,-1.62239228028522,2.13557139229983,-0.24861094352534,0.298375338985063,13.4492067248002,56823.4215641327
"57",-0.296602571910665,0.40320079825729,-0.0725611216224146,-0.19251743883135,-0.375237763650473,-0.0434812108973688,-0.0733992173881721,0.121134853264251,0.0564627166533534,1.86284100127248,-0.323745061345023,0.128409302572773,-3.47298039581693,-0.124923525277255,-1.64877551585116,2.1357484857431,-0.215925606513101,0.294238420532322,13.7055755323909,56830.9209468978
"58",-0.240177239338841,0.397594974951795,-0.0761052024955834,-0.159004273364994,-0.344603650779011,-0.0656668351977014,-0.0732270724727571,0.104420026233554,0.0716110108449031,1.83484922960163,-0.374409034040797,0.277837758275634,-3.26784687159378,-0.120403084353369,-1.63807897701655,2.14100371284975,-0.177250123295142,0.225447412001749,13.5377249292459,56827.6257510688
"59",-0.264109321170835,0.449830555902176,-0.100344024873877,-0.24380532820041,-0.351352680117389,-0.0451266170356684,-0.0715288759548913,0.116855478090768,0.0485186592526959,1.80058449815994,-0.371957444717408,-0.0716725385207978,-3.42561306814453,-0.121767104990668,-1.67470400539457,2.16942344123449,-0.143834012430678,0.249561394551043,14.0046923956499,56826.285751358
"60",-0.241735180015877,0.441735050076548,-0.0969634091641883,-0.216280450161463,-0.354052905854639,-0.0534520224323647,-0.069494789485763,0.111784341519844,0.0587805846321647,1.82763228953036,-0.407544882322938,0.0896817550506726,-3.37364849264943,-0.124237951300264,-1.70079045207357,2.16737666870295,-0.118602405137307,0.247484803064352,14.0581671740435,56827.0502404398
"61",-0.265224276684609,0.437592791983607,-0.0968151127648279,-0.246709589519584,-0.349453106426207,-0.0539746870087935,-0.0658421288500727,0.115990905503829,0.0630174081333805,1.8287052397966,-0.425562021233634,0.120635350185608,-3.37123230997148,-0.127100269684362,-1.70306855241822,2.17196171023741,-0.0918998105496005,0.23007891897607,14.1960140054962,56825.1351946119
"62",-0.27349758687391,0.408034641458889,-0.0929111408483278,-0.168868907641695,-0.338089286286384,-0.0505309921374578,-0.0763706595704543,0.117788409736595,0.0590402592354385,1.81472988605234,-0.449927403999761,0.0367228446911032,-3.3933669663295,-0.120079941531444,-1.64583969116864,2.16315837024419,-0.145880980419021,0.246435520561906,13.6776157571679,56833.9822453496
"63",-0.24515128732999,0.402863742651225,-0.0562818214967366,-0.163675044176226,-0.365404719426324,-0.0526467991369436,-0.0719156681236124,0.112898694625905,0.0659433114938379,1.83240322777324,-0.245403146277481,0.182426384339912,-3.30950124957121,-0.123113017527535,-1.61943897421949,2.1318168950767,-0.210099281911064,0.318511918592484,13.4465402647259,56831.6960560551
"64",-0.20323188900443,0.377951614145025,-0.0666226058472927,-0.267983049001686,-0.37214071634412,-0.0512158637818662,-0.0772577832091819,0.112634470940941,0.0650667925444858,1.82798013027622,-0.300869594926083,0.303041571356907,-3.38651193931645,-0.118826220562803,-1.62825746416082,2.13832059996842,-0.214929589343291,0.28466289495888,13.4417212746939,56828.5464300387
"65",-0.185317175777233,0.400344260364257,-0.0694536253763324,-0.212604515950816,-0.365807947339825,-0.0505965251263467,-0.0713993569918691,0.115527828891809,0.0660989704229022,1.85280523642394,-0.310688973358758,0.323853598920303,-3.3537313776635,-0.124349101366351,-1.63394005893513,2.14348511874803,-0.231806366148845,0.276409777018167,13.5752660660062,56834.8253748646
"66",-0.353692809694432,0.399793575704649,-0.0647168108998955,-0.12076463733078,-0.352842784281038,-0.0510765801092401,-0.0716580464364785,0.115668480580946,0.0766640610069831,1.83677671886855,-0.414664669805795,0.239310287768111,-3.37569141878166,-0.1222239983038,-1.65449099231302,2.12696668936499,-0.137885951574805,0.247377839228601,13.6777073225671,56829.6682654963
"67",-0.266851904573005,0.443154075698962,-0.068415397021345,-0.124943231862867,-0.369454749425431,-0.0567755658880012,-0.0734146226415354,0.108937180316873,0.0517172041659394,1.79582274342977,-0.328697036880795,0.161221206117323,-3.32367123229869,-0.122782090028757,-1.60891867776396,2.13434759372,-0.196377944505156,0.268735938435825,13.393753822861,56830.9264495362
"68",-0.26505139765943,0.422662192310604,-0.0799225408424792,-0.211366572429604,-0.363689514684796,-0.0509615196430297,-0.0735119612472927,0.118892221945877,0.0735548644122867,1.80315899361739,-0.434599859272844,-0.0295415663801302,-3.46956175128813,-0.119228564979814,-1.70309705220986,2.15887797966773,-0.229697216579933,0.260897103760236,14.1029857417422,56828.2435302981
"69",-0.220719984955578,0.423305651170706,-0.0618727542508609,-0.213204321776766,-0.373064123516322,-0.0579041626933418,-0.0728269979702247,0.109300066590379,0.0464018251321938,1.83023271707459,-0.341080682950684,0.209342593929926,-3.30762369814289,-0.124306418430666,-1.64571155946327,2.12653509617422,-0.159524191282991,0.281175037394661,13.6976985721465,56831.9423869953
"70",-0.305549533285397,0.409383242955992,-0.0825762519913879,-0.126324407590134,-0.353375111869265,-0.0504995359074023,-0.0767749148847925,0.117465548189946,0.0703733272989824,1.81927446490029,-0.375484934761864,0.277509586477655,-3.36116161549639,-0.12072811152596,-1.6466072672452,2.145173136823,-0.193961582779162,0.250522778343575,13.6526525517034,56831.9946895193
"71",-0.130141788405297,0.412156279121783,-0.0780945846565076,-0.246895310009099,-0.319762416282134,-0.0515584738755277,-0.070950114136691,0.113923834512454,0.0503849010890214,1.83071686888592,-0.37383656450395,-0.123599243190011,-3.34363907048539,-0.122696533108232,-1.70190141193073,2.14013649963193,-0.264751824562533,0.217465935059093,14.1881571450228,56826.0246990697
"72",-0.230258124648209,0.394575748193239,-0.0885576254554549,-0.186719949635349,-0.370846131062466,-0.0500347650905293,-0.0746367322098137,0.110922012950819,0.0644354067666355,1.85393996185686,-0.35206897070161,-0.138008032766256,-3.34380972998277,-0.124315397124222,-1.63436858678164,2.1571633168619,-0.285010287665837,0.258871165320479,13.6612321731009,56828.6699883171
"73",-0.245571095880952,0.402849798611164,-0.0823541484240191,-0.174245720488993,-0.348110239403466,-0.0529430216437779,-0.0693135856467641,0.108280442814143,0.0665604532802455,1.86308817088797,-0.500397044649186,0.0979619472847105,-3.34063946893464,-0.125561606635634,-1.61496451397117,2.158115664753,-0.241334807249095,0.270353396072664,13.394417980525,56832.665121296
"74",-0.253288399758648,0.438851944680748,-0.0646031094681296,-0.194730223456086,-0.384540768582565,-0.059956433620839,-0.073020598905323,0.123426419339918,0.0743020380158561,1.81681429747912,-0.321616463930469,0.12056308348972,-3.42069457022898,-0.123429478866318,-1.68168714710814,2.13912748807944,-0.145314167527624,0.271158900914138,13.9159534153261,56831.9479205622
"75",-0.211257578469463,0.398439337216465,-0.0715281399745906,-0.237315558387218,-0.373390393856763,-0.0501667451211546,-0.0720880148533987,0.115324638004462,0.0537661863103376,1.82779673124513,-0.365526353771378,0.149130391364968,-3.42806161651838,-0.121739487468352,-1.63996099421358,2.14565322251984,-0.20982785793513,0.314239078813857,13.5893265865851,56834.4870865415
"76",-0.240429542775534,0.398248399334639,-0.0743303765388012,-0.241575413602827,-0.391419959271696,-0.0497144860179357,-0.0711623482043276,0.114975383015442,0.0465079672324949,1.82417379747651,-0.391492855354636,0.177090824161789,-3.40374184452701,-0.120006235741118,-1.63404211655283,2.14472134799745,-0.222914553029175,0.324620096397926,13.5731198495809,56831.9911236706
"77",-0.333094873226831,0.406770262619223,-0.0712201613393618,-0.153182869119185,-0.341512616804561,-0.0614495035657595,-0.0684415698253054,0.121434322460492,0.0665254540680823,1.86768460619738,-0.401461344731387,0.462580981855056,-3.39679870111519,-0.127710591965771,-1.6491125981017,2.14127794524816,-0.114000257254902,0.242586815899838,13.6124299122229,56827.2855844043
