"","sexrace","sexp","sexj","sex0","racej","race0","agerace","agep","agej","age0","prace","pj","p0","j0","dsex","dp","dj","dy","ysex","yrace","yage","yp","yj","y0","lp__"
"16",-0.320962593802936,0.408601922383375,0.877639267169042,1.85414421631475,-0.788147293772058,-0.0281350313309378,-0.120106087083427,-0.356213789282579,0.280619748386871,-0.515025926121619,-0.0651575067635414,0.099300287467935,1.30332677974678,-4.19399336357351,-0.0609432861796192,-0.0654437670502688,-0.0413072706956021,-1.72668306819057,0.288945748967893,-0.189805611702993,0.118277053710294,0.515288200247472,0.731127546752388,14.5368477000632,-8714.9201388379
"17",-0.298436891919272,0.413019807685022,1.33386049165382,1.61245072823134,-1.20066696486863,-0.0928254890195617,-0.0761096347037223,-0.342677943970398,0.234596140978703,-0.521336124161249,-0.0672646979779336,0.0958992622600284,1.3315168224606,-4.37312407515799,-0.0361126757303698,-0.0689030434046965,-0.0580111835606797,-1.61938005220733,0.311307751017704,-0.148685922568808,0.176263588110138,0.50024684972239,0.621201667932272,13.6134121077007,-8720.70940677797
"18",-0.305777604228969,0.413934198109652,0.83032669661952,1.95726140393106,-0.531399122268225,-0.0613587783553538,-0.129579076630598,-0.368699120445586,0.283474217749567,-0.503956176348407,-0.0606912781865003,0.0984792844658647,1.28123932250046,-4.03324257500436,-0.0721589070262773,-0.0649547346736767,-0.0653102593739039,-1.59176137179011,0.215456375138497,-0.186455725634404,0.0786105259292179,0.551365534619048,0.71758411723434,13.4268387579141,-8720.77645718907
"19",-0.218058723797278,0.400342845253835,1.10595273800147,1.78314051737875,-0.884585612617563,-0.189029064751067,-0.0780818284003868,-0.371085942324689,0.220302794600284,-0.507947728414857,-0.0541617135764845,0.0906320065512019,1.30009264355597,-4.03862233068008,-0.0545068103565257,-0.0635328827633001,-0.074047001200229,-1.75692713378662,0.27228431437621,-0.200375593395877,0.155701238302815,0.517408661923554,0.603929672948604,14.8898517574601,-8717.06521792641
"20",-0.126432534517769,0.406901313775059,1.08137635578124,1.69513366708993,-0.849411894081022,-0.163756314693712,-0.114809085987133,-0.36347846912217,0.2299330293074,-0.515822712703525,-0.0665222177963874,0.0892331487737962,1.28924590327739,-4.1426740725734,-0.0512624095468766,-0.064547178234831,-0.0728500562497933,-1.76929425923218,0.369792542621837,-0.245757961418855,0.136145810751093,0.528834146077963,0.754417332814869,14.9107385169217,-8719.496364469
"21",-0.206553031084478,0.401354620994386,1.24948303970608,1.79080238984135,-0.988382119471758,-0.192156328619521,-0.101379375541395,-0.380406080771436,0.15729404612457,-0.493808239822575,-0.0568100259984483,0.0971264656252408,1.28969800414031,-4.2593088942163,-0.0579616308378019,-0.0623624232285654,-0.0582405830750218,-1.74678446552304,0.207282086762597,-0.167156458760739,0.123258555824122,0.542169007490091,0.546804556755807,14.7674277849417,-8720.28625586228
"22",-0.237907808663144,0.417075266544022,0.92130211499797,2.04304179354913,-0.858810390502644,-0.133079891811604,-0.0583790879593987,-0.333552795490542,0.286456280294827,-0.522887312401954,-0.0616360838012466,0.0879425811301124,1.2331781789765,-3.59718804945416,-0.082521980915614,-0.0602582384140649,-0.105222853842472,-1.67095537060618,0.131967228379395,-0.224594639514434,0.158291396985696,0.539273113875553,0.542221844128456,14.1251813173152,-8717.94004655647
"23",-0.214016329091214,0.419425430729687,0.938617239534472,1.98643461477228,-0.752867957420857,-0.162839164245633,-0.048357337741924,-0.335145210235643,0.296717973332061,-0.519947421353494,-0.0638227446161142,0.0908188199587734,1.24305665168124,-3.77935463790037,-0.0757910441433653,-0.0595864115235643,-0.0951970581256883,-1.68909411267601,0.154628175847573,-0.188003730747075,0.162092825595212,0.529978625162128,0.609792731578813,14.2815592007278,-8718.34539938738
"24",-0.265639446162378,0.42052972038974,0.839470181400661,1.86056913399869,-0.768995562616095,-0.168765193305171,-0.0319915915153421,-0.334069720883537,0.283802715984215,-0.517653101146713,-0.0612683616291394,0.08904280602547,1.26267054675176,-3.70676774817579,-0.0629246842804414,-0.0616438119027956,-0.0815239085428727,-1.69963463902553,0.193374863672596,-0.152097606161842,0.133521461221091,0.522352584074532,0.615395771134835,14.3448366837551,-8718.72968461147
"25",-0.31121357836118,0.42885682902613,0.747622298062183,1.76008113709716,-0.911386711786472,-0.109262940056778,-0.0977328054346036,-0.343349088903209,0.228326560899232,-0.514851460317267,-0.0660375400621132,0.0914021131385588,1.2817293719323,-3.61760089291161,-0.0518276609164724,-0.0670576456163187,-0.0958122225478154,-1.68226605716445,0.202748170813812,-0.0994864268251278,0.133086047381946,0.525449012491712,0.76275804318459,14.196484582211,-8718.56200262878
"26",-0.3095811462992,0.412361698562952,0.885812490164394,2.00476296249934,-0.823013296301898,-0.0756967192709377,-0.0579989560390075,-0.366338593332217,0.112504192647007,-0.508774141369217,-0.0603181899553443,0.0896180354492904,1.28417942684339,-3.73838579800515,-0.0843508391763255,-0.063694004604652,-0.0551032993434549,-1.69395355443067,0.260370531062551,-0.232414172257895,0.141251371887402,0.517861500294519,0.532749610638512,14.256813035462,-8719.66698737647
"27",-0.301487929327198,0.43550319803007,1.16980027618255,1.79921714207254,-0.616226315679181,-0.174640553894309,-0.0788013276834394,-0.369485739059088,0.196838567643414,-0.510421188582254,-0.0450401147746377,0.102462919414915,1.27004534749385,-4.02804881096673,-0.0520274162513156,-0.0648227356156881,-0.0833855826787085,-1.66178962013216,0.154020106346377,-0.177499448751648,0.126878674421279,0.53920281311293,0.418803848641207,13.9843479936597,-8721.08873711704
"28",-0.174171250890589,0.383079252548466,0.979019903352797,1.76289051831697,-0.795151573398709,-0.165176344456077,-0.0673795381712122,-0.342863424482335,0.256211409713492,-0.526286477778864,-0.0748767393388068,0.0869016394658064,1.33970803578656,-3.74721399385905,-0.0531804778942603,-0.0676712906175505,-0.0925191099924938,-1.70098465350429,0.269237378742721,-0.184692758426969,0.126630444527145,0.518144997606032,0.587058418175947,14.3136275222241,-8718.16825621567
"29",-0.270950415181604,0.36686426165106,1.06953766721345,1.65319644904316,-0.856724288857097,-0.154887295216495,-0.150152580759239,-0.369132385584079,0.134982831808343,-0.485853077723793,-0.0469244488972159,0.0921673641489953,1.33974828391343,-3.70660936572935,-0.0461318089665632,-0.0652860820895224,-0.0887623683535762,-1.76002908733089,0.35402804134694,-0.162473991114829,0.131519658059366,0.520080377048843,0.451085644906176,14.9158624557207,-8725.72653326733
"30",-0.310065185446257,0.429187166912726,1.03900922770445,2.09041393712721,-0.77730409066591,-0.154234627077375,-0.0889647180906358,-0.34895665354211,0.227976886929445,-0.503732036259897,-0.041516430495688,0.101745942413542,1.24312282908366,-4.19344885187809,-0.0832268675115921,-0.0623101067404189,-0.0628554468773015,-1.58464167260498,0.0984974393300165,-0.138152569194578,0.110252251871679,0.549076840371972,0.681926946630917,13.3727369033669,-8721.80533996774
"31",-0.246939846270186,0.42965820284963,1.08480359417046,2.18552673973378,-0.851021654299446,-0.164959332688361,-0.104053255129788,-0.362340118521051,0.25874974799889,-0.487361930324537,-0.0556067490063811,0.0932912756189904,1.23184841379613,-3.99163965431201,-0.0997987099372423,-0.059110670637057,-0.0624393307186562,-1.60851106228433,0.209778418264416,-0.131027655828278,0.128077781991968,0.545526746958105,0.586448398215647,13.5682259900178,-8718.76446106136
"32",-0.273418069545791,0.436314708215182,0.717546954650104,1.76504047172263,-0.669812593165126,-0.140534386867612,-0.059064573793218,-0.35597780277358,0.311629830071517,-0.509588118710561,-0.0642190179280867,0.107582825354936,1.27292995139485,-3.98067920404823,-0.0510029866418251,-0.0644588771235378,-0.0686238969215928,-1.63485872433594,0.201446050072735,-0.145481266985361,0.115485089809101,0.5316215121238,0.698244064403252,13.677699023591,-8721.23495002459
"33",-0.318520450549339,0.409803475430641,1.11344375200221,1.79046580849037,-0.792359600793163,-0.109699182677377,-0.0852960326820497,-0.356694081876264,0.267310644404636,-0.493381510360585,-0.0602362577392168,0.092084107571433,1.26133963939821,-4.02515415496731,-0.0627397026493173,-0.0606085214136055,-0.0693284098936242,-1.62342520665301,0.360036422243016,-0.159229947741791,0.128341175155378,0.536440883296081,0.504579059505672,13.7693711001278,-8714.96801805246
"34",-0.310433318364832,0.415277022830595,1.21129673156821,1.79233982864602,-0.774092459563257,-0.0961806133489807,-0.0809770505765238,-0.355842061018974,0.284689601569039,-0.488118154023206,-0.0564330731150754,0.0935882533105547,1.26409395358975,-4.07609227476821,-0.0583717236699483,-0.0626283379273722,-0.0736504811265471,-1.63084881977352,0.310093944109726,-0.145194313632412,0.133716864592466,0.540246351324047,0.470491980183233,13.6691073220004,-8713.73786001711
"35",-0.153735603193168,0.394291021271415,1.215041351346,1.79613377285918,-1.18379958853429,-0.233551720714317,-0.103405844529868,-0.36463917787157,0.190241489716161,-0.468797988271808,-0.0703180919953823,0.0940394158600242,1.31781455428827,-3.65162507384506,-0.0574685915914623,-0.0659207620834212,-0.120275841477705,-1.61240936652081,0.226974135523142,-0.107042378834285,0.0670428593019786,0.53102194932861,0.375282932640819,13.6120318329605,-8722.3658168897
"36",-0.204652916714899,0.408393601056021,0.760754730854755,1.94302484795086,-0.920346070419879,-0.112532946384464,-0.0820891014222545,-0.352890341483076,0.217973284916714,-0.480001041993617,-0.0595821207040387,0.0895459757707518,1.29750626175667,-3.50914326319336,-0.0710556306642814,-0.0631595241569037,-0.0846667507491148,-1.66808740156542,0.164311215514869,-0.214178096605418,0.103884238886905,0.500132504037947,0.414343123877138,14.0483881902353,-8718.73265333954
"37",-0.243774423429855,0.42791663062095,1.20532789568446,2.08259514655682,-0.88165066304566,-0.124352945681258,-0.0354528188146631,-0.397027368656352,0.233975418957584,-0.515983215763564,-0.0569193964845617,0.0979402981246793,1.30625521878297,-4.38307296906824,-0.088551418284624,-0.0664564748544597,-0.0753032857029924,-1.66796344023512,0.202241434320187,-0.186141443586197,0.133378961692522,0.546895719203991,0.793515109237135,14.0643426825786,-8732.277356583
"38",-0.241566289006245,0.423285599174401,1.01265478605327,2.17163471814691,-0.912287977125083,-0.104529065399388,-0.114784944187575,-0.374478207504161,0.218816702597233,-0.496946830211242,-0.0546422344624726,0.0957965527297174,1.29876776276353,-4.3263597466409,-0.095660708081706,-0.064643695506577,-0.0233853439805713,-1.68134120060078,0.0616526737063951,-0.23754574255751,0.110786132826533,0.498888950535042,0.646950422267885,14.1793416727293,-8721.07869036976
"39",-0.241677806250532,0.403934954812961,0.986952657157547,2.09886499105668,-0.820403086923277,-0.181973882177693,-0.0931492143226071,-0.345544026466805,0.20860619175672,-0.467810193396024,-0.0562922924491448,0.0965173938663908,1.36377356297243,-4.33264332566721,-0.0903485895186858,-0.0716999466581596,-0.0475182958924836,-1.71478001700425,0.186015775926895,-0.162403044758101,0.0677424288886377,0.501119460890857,0.839153849016485,14.4537279103292,-8718.6641003766
"40",-0.263608298464333,0.410629171938268,0.789664474642208,1.93241517632848,-0.791945657271429,-0.172417707699881,-0.102125145894133,-0.344507022609483,0.207215336394432,-0.470487786427149,-0.0603509065414814,0.0947783685700833,1.34098021987691,-4.12097992376656,-0.0696159270966193,-0.0694842196767371,-0.0455139135169089,-1.73279819100273,0.145216750579326,-0.077381531228447,0.0579735970430347,0.499954304270971,0.804279655767578,14.6234210919812,-8720.26773820682
"41",-0.334575401585836,0.406407467599345,1.31132027900278,1.77960027793783,-0.855471626098433,-0.0807798755409044,-0.0837130108434851,-0.362277067954303,0.247212442825246,-0.483432148567497,-0.0673682884970373,0.0994030577885187,1.24115016852254,-4.83082260593035,-0.0582058019191975,-0.0588109084662872,-0.0335563149531578,-1.66596454058155,0.32328896198354,-0.178757983737917,0.135750400186937,0.561315310601524,0.893837314527145,14.0650895221288,-8718.45251483559
"42",-0.215978799487833,0.393183499284707,0.664278246099351,1.92988635572069,-0.80182263479632,-0.146690764107291,-0.0747988612134993,-0.352712618877941,0.255833173866122,-0.493686948171299,-0.0657311658072837,0.0951945417363692,1.33023797792324,-3.21573150879959,-0.0699918698421967,-0.0670943384332175,-0.106009020802714,-1.67451430277613,0.166582267097666,-0.173066790234993,0.112533111535713,0.507473498634677,0.348407640034095,14.0967520827396,-8715.33642993651
"43",-0.340906425394747,0.41781978497162,1.47626335687005,1.96942023534261,-0.859883772671207,-0.0346793990410883,-0.131208908211356,-0.362583783589626,0.233533674892509,-0.494024274931587,-0.0612680241713867,0.0880083546547723,1.27300323066165,-4.44306596244646,-0.0741765428879708,-0.0622193082108513,-0.060141721573247,-1.68932345496444,0.12955683345016,-0.165449584185561,0.123209302678935,0.533970088987039,0.623755778845223,14.2550577892433,-8714.13348685381
"44",-0.214600512397795,0.405062104389418,0.742943989162053,1.58821760184661,-0.778934504564606,-0.166097834860231,-0.0690880371858466,-0.35063144932771,0.282302759244284,-0.504414917476879,-0.0649715273646231,0.0910038826191377,1.27736912505322,-3.50249741721395,-0.030546897354693,-0.0621090129692737,-0.0843457101616976,-1.64485589295349,0.297184105683242,-0.1829992295693,0.131232206062591,0.530890548169596,0.497204548038753,13.8684347250287,-8715.97155149417
"45",-0.24918256081242,0.433302505609799,0.958863448762768,1.61077668561396,-0.605513811703571,-0.153214071931972,-0.0990488732267575,-0.349697494237574,0.168371285635436,-0.484560422574318,-0.0609396227025,0.0988166311619031,1.20202369678126,-3.53529507155723,-0.039241546968643,-0.0589219295741753,-0.106767968555277,-1.71683202379383,0.448826835272199,-0.155911639085849,0.116309848569201,0.568384907926527,0.378115863193715,14.5018338346071,-8720.72601894513
"46",-0.253199711908172,0.4335705719429,1.05893633612761,1.63566654122757,-0.581783703561974,-0.136277921038918,-0.0823403039780528,-0.350701391711346,0.182731468732219,-0.494635214088755,-0.0543554359159956,0.0903731546466403,1.20761093500797,-3.72398141364,-0.0446990271678474,-0.0587030140343649,-0.105952753106482,-1.70667928712591,0.422738591639337,-0.18088970637115,0.10951902900216,0.561836686081074,0.405368012020518,14.419164593375,-8720.94250431581
"47",-0.258119077023362,0.441303155186325,1.25053312152115,1.5535349124199,-0.670620357467508,-0.156107518947407,-0.120462778244913,-0.352928857261524,0.157316182077657,-0.504991163532684,-0.0549138534460172,0.0967994012251975,1.25201112769954,-3.91442419864959,-0.0316386384152051,-0.0624775935375082,-0.110835507344469,-1.69842713798284,0.316016954180234,-0.240107888304468,0.132772008047437,0.527277110843696,0.43511754418225,14.3259270902317,-8721.540505872
"48",-0.312468413483386,0.408015979388903,0.986939798997254,2.16531170980296,-0.938708057615341,-0.0838213151100568,-0.0880257953578547,-0.359481851857031,0.239795307750301,-0.489817919166474,-0.0475364919680446,0.095468056094031,1.31928097882967,-4.18450681579253,-0.0957875561314806,-0.0665852689181058,-0.0481836748968497,-1.62054525366702,0.178310830197133,-0.245411243516257,0.0892232030023384,0.522157523034353,0.801106156490943,13.6425930652556,-8717.57883101054
"49",-0.227007132909992,0.400216088750162,0.991540327255273,2.25763239920608,-0.7795277157031,-0.162809263639164,-0.0799845479076464,-0.371013564169098,0.294347262134726,-0.465384814831064,-0.0591721196849045,0.0935729717600871,1.34664393808117,-4.00170105092272,-0.100560429586983,-0.067125442783372,-0.0608562319812487,-1.6883959660811,0.0370816686855965,-0.140740377320119,0.0967552607299985,0.498914401308599,0.590111345430299,14.2502514039869,-8717.37068160555
"50",-0.294888390871156,0.407958368041567,1.20704204959969,1.60478724100768,-0.875564188895747,-0.0523943001662517,-0.1003001259639,-0.354361811152714,0.203182386063116,-0.513605092123693,-0.0629142052380527,0.0914761024376678,1.28080932226776,-3.85711414689921,-0.0381264601557223,-0.0641633255156642,-0.0775354164668695,-1.63025527640927,0.417723213967694,-0.241492662820818,0.172854014306987,0.537456530904577,0.4866466433533,13.736900897549,-8718.45962716104
"51",-0.112680058478433,0.421342978875515,1.12544630626995,1.95942284151018,-0.930665246326304,-0.309134270903899,-0.094153298484693,-0.357936860482247,0.289658487197735,-0.488677111694519,-0.0516071275795132,0.0951946024193052,1.27594617150443,-3.83386338720318,-0.0804565778716657,-0.06425764465364,-0.0815594985182095,-1.71268846052864,0.257479803416569,-0.0739295125100362,0.0828663395873464,0.53421818738646,0.453452067920685,14.4860691774677,-8722.65875724051
"52",-0.280848503256482,0.390688153092678,0.891929181923394,1.94521682050506,-0.671612858183014,-0.0951356696370092,-0.0441076749985408,-0.359465209870617,0.245249345655593,-0.483692378848679,-0.0686019951485588,0.0914069872708297,1.31444545963166,-4.38072266426343,-0.0729586608900969,-0.0661062592817305,-0.0303430309703317,-1.63974423450395,0.222470687899975,-0.278279204890758,0.146893735646913,0.532958326869828,0.862528546855173,13.8108280829727,-8721.51940750457
"53",-0.270201011534464,0.375457214661085,0.916930411330788,1.91849963359704,-0.801411572406537,-0.100970526294505,-0.0560400072382021,-0.355060831828073,0.297580570126675,-0.501823969195476,-0.0582883693597683,0.0893378125209641,1.32876614452827,-4.27739561372865,-0.0718811375122041,-0.0650718219439761,-0.0397087979869425,-1.64826423416601,0.274026038142087,-0.231275868774863,0.139641597607049,0.523745854480105,0.80631044267478,13.9109739121732,-8715.58979917644
"54",-0.155577456119414,0.384154071679662,1.0018752397804,2.00758123114399,-0.787305338361012,-0.18061674342648,-0.0837067821513478,-0.355416544481142,0.208968532508795,-0.500158199517276,-0.0689181330293715,0.103223531945064,1.32913500937135,-4.26049819134463,-0.0711441587153324,-0.0664831474464331,-0.0522225018520653,-1.67545687629733,0.0891092376330391,-0.244470999923751,0.125427078142651,0.526104802454909,0.778071329243842,14.1206128506401,-8717.94651803681
"55",-0.304077965468301,0.417692545720529,1.08633870077925,2.39278102174916,-0.598089288238743,-0.134634068250705,-0.131895384679476,-0.361658613623362,0.192564653111454,-0.525711492773628,-0.0527561908724173,0.083310206150773,1.2816458128758,-4.3522602034831,-0.117180535610761,-0.0653724555760813,-0.0486876243811714,-1.71681135608771,0.112664350281435,-0.126023359206002,0.141877307431548,0.522177609464513,0.86907033557277,14.5114940365087,-8727.86049394214
"56",-0.336094526850759,0.427367874695789,1.16992209191896,2.07802996753834,-0.848563036710474,-0.0179509426812418,-0.106771438526399,-0.358422047157228,0.189275796347899,-0.513751385174602,-0.0646988031340135,0.0957931850545953,1.29795241554208,-4.50315504147588,-0.0869139406130599,-0.0636312682449621,-0.0401859746261135,-1.6915932772039,0.0847335151825102,-0.169229029216784,0.186202194012908,0.505758685776582,0.859204697947129,14.2525240360248,-8721.79194444199
"57",-0.25683192196607,0.40934765380265,1.30286257309576,2.01845367517716,-0.880568490997161,-0.100229580605334,-0.0737634573107778,-0.369533591870575,0.301789965199624,-0.520851370437699,-0.0585323691398431,0.0972437136265384,1.34791346843943,-4.47299635898205,-0.0855055939836575,-0.068521273067126,-0.0466965459273464,-1.65407498261764,0.22729139480261,-0.254598549349915,0.0958447660352019,0.51454412301447,0.651214950885791,13.9597794478978,-8719.94474847076
"58",-0.294542987776679,0.374286236021729,1.42177911777377,2.11766233991751,-0.757308625547067,-0.105167907074246,-0.0903446608751834,-0.355880410239599,0.386283108647961,-0.469822240745053,-0.0556115988691012,0.10267689149777,1.34853351197929,-4.45264776374296,-0.0894508303329919,-0.0656278509188155,-0.06724422108998,-1.68355516985358,0.0718937798578186,-0.197029641642292,0.127741273527279,0.507030791366367,0.442315629289204,14.2351167130045,-8721.14658573237
"59",-0.277944145641119,0.388978507593102,1.40231473934156,2.26702435046729,-0.815655332139301,-0.041634708865888,-0.139250059032816,-0.345296221913617,0.223145088420092,-0.489450325387678,-0.056444775228723,0.0963181697211514,1.31762628748543,-4.30841860890709,-0.106768023291216,-0.068027564351841,-0.072583880243811,-1.67072958282366,0.165124681104202,-0.279074847661233,0.126103524757057,0.531818556069563,0.485211336970642,14.0814172937993,-8720.53748272758
"60",-0.278473117844622,0.388234894651115,1.42730861856332,2.23480147272639,-0.8052244664276,-0.0590593917147537,-0.137041030672636,-0.345284472674206,0.240540754709504,-0.487667815211804,-0.0593578868381891,0.0966942149033581,1.32678529006713,-4.28531650558233,-0.108593873597587,-0.0667609630373518,-0.0782691304043227,-1.6608128100708,0.148842871183035,-0.27885144613554,0.127019897897641,0.532982553477467,0.502680466562987,14.0514462140414,-8720.05313144109
"61",-0.322749458016465,0.419954917297637,0.817644396247504,1.90035499674328,-0.801654394264152,-0.0879221804993666,-0.0735826030443722,-0.368523171444838,0.33670032627491,-0.465204358543833,-0.0654311985127431,0.0905855530004115,1.27076608939601,-4.37940617962962,-0.0723287173769434,-0.0635890828048824,-0.0237014576036192,-1.65457627084911,0.209387964926413,-0.104030821709075,0.0812754394223889,0.540008929310863,0.897557494178858,13.9086138997574,-8720.70627095659
"62",-0.230387030730913,0.416472113362221,0.998133570236766,2.04483369850542,-0.636817200749077,-0.168108247638483,-0.0573275530708703,-0.368381928019869,0.301546416162052,-0.515891794417516,-0.0652393999074489,0.0988083935690899,1.30404124167115,-3.62082518068119,-0.0913028950885828,-0.0668024530622886,-0.132851600315251,-1.68920543746999,0.190695809766967,-0.126025807429589,0.136073139576407,0.53893880127636,0.451721624002147,14.2483614690632,-8722.44888681825
