"","sexrace","sexp","sexj","sexy","sex0","racej","race0","agerace","agep","agej","age0","prace","pj","p0","j0","dsex","dp","dj","dy","yrace","yage","yp","yj","y0","lp__"
"17",-0.225124662856618,0.425484844323678,1.0005416778596,0.149575383661284,2.49902857234033,-0.825614284290156,-0.122432113289336,-0.0329464455592322,-0.351836080355487,0.289337201688436,-0.502648508155149,-0.0649131819661856,0.102365372679213,1.28915730901399,-3.99807618191385,-0.130290833209033,-0.0680785089046111,-0.0787328923971903,-1.62130785730457,-0.216116802989022,0.144731862171484,0.522790765389715,0.63829770771427,13.5185435509833,-8723.52576347611
"18",-0.24423540261194,0.432968264634804,0.969700875643042,0.160902465034025,2.51003201085386,-0.768846514090893,-0.142635708617652,-0.0351715126339016,-0.352526150863337,0.296377923651531,-0.503936842113719,-0.0617641377942712,0.0999652512337104,1.29335122190804,-4.15640122673034,-0.127958889000494,-0.0647622813096722,-0.0716740989105219,-1.62677223884561,-0.209165648637104,0.150766565266363,0.517880599255563,0.666210710618837,13.5798778758849,-8720.62951717227
"19",-0.30409697378211,0.387255903880082,1.1957658693257,0.393298859327764,2.09624182532083,-0.964491272092818,-0.046792002762368,-0.147770485379502,-0.355864251641758,0.200537358363782,-0.484522003355524,-0.0580088448999661,0.090591040299941,1.31061696931917,-4.17615481074522,-0.0802189049553026,-0.0668116546289406,-0.0698131264826081,-1.66591809099086,-0.15073022228198,0.138050377194904,0.533798605537263,0.628872218230009,13.7473064965747,-8721.44569398804
"20",-0.215700118469623,0.418228953200477,0.976054060205159,0.0784611697844359,2.31104260944884,-0.643412677561682,-0.143448760537546,-0.0798272462832689,-0.357149672250652,0.309527555260614,-0.513670605534097,-0.0737745821074176,0.0987256451365848,1.28040557473812,-3.97756501501249,-0.108894780346758,-0.0662831105787964,-0.0820553775242759,-1.67570639787436,-0.167416492072698,0.163508770231107,0.532330885657906,0.580996913008894,14.0339809576948,-8718.35969849776
"21",-0.228254002368668,0.416503853338036,0.939049471923891,0.0953946220839402,2.42256233195647,-0.657033109641889,-0.133775615865973,-0.0920676848873774,-0.355283100042655,0.263192509359395,-0.515502984029564,-0.0651537422480642,0.0957456128971071,1.28929906201923,-4.03635432544392,-0.117002113146075,-0.0657235221660889,-0.0673279554839542,-1.67187724517536,-0.162944732429323,0.176417300522254,0.523278227725793,0.644461488741294,14.0575196083535,-8715.06363564523
"22",-0.231878097258261,0.414136308142833,1.00268968094438,0.119559622395482,2.40997415955887,-0.631490829301022,-0.124344014883032,-0.0957321728748758,-0.35383805994823,0.236838373119113,-0.518501169907995,-0.0657900497955337,0.0938326072223623,1.28404530792709,-4.03212573749844,-0.121225744469771,-0.0642376126472753,-0.0671980812165212,-1.6665365924082,-0.168304255009674,0.17319834880951,0.519128174115442,0.643538274567871,14.0318789304546,-8715.99201910508
"23",-0.260615467328026,0.402503994922138,1.16124417882641,0.306275111957086,2.12864396258972,-0.963770022797726,-0.0968057644962847,-0.112603076073017,-0.342957883170961,0.228136912755018,-0.465417888188576,-0.0584708063839289,0.0968894282878647,1.27922209878977,-4.14549080523552,-0.0896375439895422,-0.062856386426505,-0.0725002210213639,-1.65451525095461,-0.2478851523295,0.0814326356751768,0.538217774921489,0.663639664976572,13.6376010501621,-8716.58235180114
"24",-0.346531721540512,0.43755561818864,1.09579368618993,0.165310852315182,2.29429019153602,-0.760736329572756,-0.0589677670233255,-0.102760853296047,-0.374787645803786,0.229153285615379,-0.511419391310755,-0.0689284548476677,0.0919055437037123,1.31942288253611,-3.92995535655675,-0.108883442656318,-0.0696053049851138,-0.0792106006206457,-1.62829684755819,-0.130907902560936,0.140293674079845,0.508447001287698,0.533027384179934,13.5684467687068,-8718.101769679
"25",-0.134808628340444,0.394123564298695,1.07640664373472,0.324240147094291,2.25238855801345,-0.951000809829272,-0.217637952482805,-0.107964658571085,-0.355359561240475,0.34447047174727,-0.483129721453645,-0.0632066071280463,0.101348219370048,1.25375295944587,-4.19772908078196,-0.103748847914287,-0.0597308557587773,-0.071462383351036,-1.68243318148653,-0.22681504764654,0.0870580609598363,0.549046650069639,0.585384706793415,13.9017067386208,-8717.44460451918
"26",-0.319833505326972,0.433057487066509,1.215548528708,0.150950452303385,2.24799493317371,-1.04504288744125,-0.0288616992415311,-0.126689197860241,-0.353058606063217,0.30147565054961,-0.522750768191948,-0.0641520524480626,0.0925124501480734,1.31494351431202,-4.09881180841601,-0.102970983184426,-0.0684747762191172,-0.0782653395957568,-1.64107724655002,-0.135261362917624,0.140732033276162,0.5040111657803,0.506896285108159,13.7444716131521,-8717.54140092669
"27",-0.170383679382324,0.414914008745727,1.42359863678051,0.290578085285719,2.25393753412187,-0.847417121436659,-0.215803342188106,-0.0834733835442993,-0.344005501905057,0.241401170995147,-0.478819754720909,-0.064216201559796,0.0910202687280573,1.25965742769842,-4.22474145401562,-0.102166967547808,-0.0625120223456646,-0.0796662407533391,-1.67222056946467,-0.146785699099237,0.0897417054140524,0.544552070393267,0.544362072230044,13.8978014237543,-8714.03190240141
"28",-0.31209811249772,0.401575960133822,0.919025611722718,0.16429543597048,2.27132599358184,-0.810472052586709,-0.0541819796970622,-0.088022939994764,-0.365060254692004,0.282869231668115,-0.501486126516961,-0.0554139403921252,0.0940172788125084,1.31821138133174,-3.84764384049126,-0.0979329691253803,-0.0674468948635068,-0.0736176787018619,-1.66810823556109,-0.21560181141603,0.12384113054115,0.530621855683169,0.574177811485902,13.9576661649596,-8714.12019397409
"29",-0.181708894044532,0.410714110393333,1.15305070190185,0.305020687761005,2.29034356003385,-0.774052463621829,-0.193948570562202,-0.105729290498123,-0.348558794684434,0.150194088800918,-0.492537170828429,-0.0658210103482965,0.0945926837465902,1.27589994921201,-3.97119655154014,-0.101985389761632,-0.0630187879080487,-0.0702440129941624,-1.66684538035976,-0.0994815849904438,0.111621330498033,0.53381187819793,0.509544575057284,13.8446767406738,-8713.80250360293
"30",-0.252596321258962,0.407583586141595,1.15752060962789,0.252781874803226,2.23245895278688,-0.897230933453218,-0.193859433862086,-0.0799323571013812,-0.350004567265322,0.185049947058453,-0.50612413974722,-0.0600086348889308,0.08985796972174,1.23972187017087,-3.95217013999925,-0.0980352098171295,-0.0584279459889426,-0.0785289638954715,-1.7008033085971,-0.0821658986468931,0.156475287492262,0.537127089280029,0.66268535462462,14.1152733140729,-8717.78169111005
"31",-0.262210878529603,0.397869455488361,1.12618791825927,0.338291328967525,2.34854362082915,-0.754327374277859,-0.0376912059074645,-0.104075729968232,-0.358047325275026,0.170712866046662,-0.509046257970979,-0.0702690181017611,0.0966900005929393,1.2706101628138,-3.88813243138136,-0.109533890652387,-0.0627502113063481,-0.0850933310325914,-1.61729529955369,-0.2219479108164,0.114242452161485,0.563536783929135,0.537169180126618,13.3685841839387,-8717.69330907379
"32",-0.249759056980628,0.424182776465131,1.06206828825084,0.114338000166967,2.14729903480514,-0.919721199248838,-0.195888674498896,-0.1032367381155,-0.350863967412208,0.342548940726156,-0.485227738022844,-0.0458663359357651,0.0975884261245797,1.30505410646926,-4.17645699118937,-0.0882727140157887,-0.0664470391600324,-0.0667681096386604,-1.69081348992519,-0.0969947106545044,0.0784589093458156,0.509204588848962,0.689469484003022,14.1939171378154,-8720.58948408184
"33",-0.280725825264521,0.393013879560313,1.26771829496991,0.257028949782122,2.3854334873327,-0.992732809581744,-0.056474955929751,-0.105116501451807,-0.371872261904844,0.23057849103933,-0.470847830712728,-0.0638640229849645,0.0999306143756277,1.29282298235522,-4.62662507608389,-0.115222326806504,-0.0622834497472008,-0.0274730148954125,-1.70997254817858,-0.18328773462696,0.121355420143122,0.542911841029885,0.785380104962771,14.2435810677318,-8720.08083118004
"34",-0.204176635960285,0.41207847330769,1.18855020712934,0.320317559101365,2.27662236247679,-0.78960568407218,-0.192657865437343,-0.0955845604095078,-0.365314453233267,0.192845652703429,-0.515400426460023,-0.0677875913616864,0.0937963767541368,1.29131597695353,-3.56695171542598,-0.0992430234268389,-0.0632681761735788,-0.115820165542795,-1.63464514078442,-0.143999231887716,0.119838875448387,0.534772647801065,0.181085871953395,13.5327017659521,-8720.12358448534
"35",-0.280459623086948,0.413871833293881,0.807591165761137,0.0194690627565734,2.30649666082245,-0.823928622096647,-0.0705203485045656,-0.0827957028181057,-0.345773903164982,0.308064744797867,-0.512232074666405,-0.056645702772205,0.0926117280782228,1.28011980327894,-3.92631648680122,-0.103606935080942,-0.0636937949890819,-0.0606064487624661,-1.74671898501323,-0.224014876519717,0.11427207028721,0.532562671071661,0.641424798747515,14.7736104142706,-8719.5592761934
"36",-0.242455712199639,0.410961245354224,1.32308845634996,0.410409693884043,2.28040670176412,-0.818072708021712,-0.090772023918045,-0.0674521633587545,-0.37460547082843,0.129438791274889,-0.493017481899824,-0.0795091671974567,0.0859223375687064,1.31177411166474,-3.82342083249079,-0.105223064910241,-0.0677500067602841,-0.0971538435482255,-1.5805158577012,-0.145313852274063,0.0852543718578059,0.536046689403639,0.407267737466494,12.9983538942417,-8728.5242442518
"37",-0.278875229884483,0.396628562215547,1.31061944968189,0.417361109198646,2.16018825482959,-0.889876456568494,-0.0806336058285616,-0.137406734965536,-0.369443716299481,0.199450370390431,-0.504414535266125,-0.0719081668658282,0.0885126508002707,1.3016677773071,-3.840948217527,-0.0896914244523575,-0.0634742982948471,-0.106745303399307,-1.61862166530361,-0.178721248142202,0.143555214891533,0.51445492524871,0.479596774584496,13.264185174112,-8720.98664509113
"38",-0.283696450195608,0.427014458613469,1.20782921746206,-0.0299346436037816,2.41431391035856,-0.851535121900834,-0.168552801787832,-0.0326102591513215,-0.343399930453404,0.321574620906537,-0.478674111911166,-0.0572855902724778,0.0991503189345761,1.2378558560584,-4.19436538139813,-0.11713560628448,-0.0606927102653378,-0.0752008503105036,-1.69906807501948,-0.158215797527984,0.108407985897231,0.535870596265432,0.5473127521461,14.3992309950099,-8719.10250542467
"39",-0.235902893636474,0.414090302409721,0.921718055689408,0.416748154070284,2.13995517540485,-0.79671145405695,-0.0806682965870504,-0.159065435807871,-0.361555587278947,0.185383175959032,-0.499405078244372,-0.0636979555821931,0.0922182900941634,1.30983806077974,-3.85637244024588,-0.0862192280542668,-0.0677468649336847,-0.0730647261282715,-1.65055150124088,-0.1469062894087,0.138959879298919,0.534054117824122,0.644097331681456,13.5987710826685,-8717.08493867548
"40",-0.271424481739173,0.415917908318805,1.37936492992863,0.0217961240764362,2.09918874801402,-0.750170072952476,-0.164295902518974,-0.0173267251506719,-0.34924863407411,0.31839876281666,-0.529030751057734,-0.0577588071688161,0.101727970002596,1.29332422747923,-4.27811553060004,-0.0832711129348035,-0.0657165701776341,-0.0859000544151796,-1.65443644746897,-0.219872470378185,0.148017321043381,0.532871578150099,0.470046084036633,13.9632551469323,-8720.11401215641
"41",-0.150154014614972,0.411277253360536,0.968653065018917,0.360235248552456,2.49123200272043,-1.07224979741108,-0.152257723974737,-0.135274562616066,-0.362168573916807,0.244253937556047,-0.49815019763447,-0.0599448519596171,0.0949871810915517,1.23425672142753,-3.95871579203715,-0.123297130941598,-0.0606668841902088,-0.0771941924624371,-1.70021786575716,-0.182696478553692,0.127142358403191,0.569964221136358,0.679685807171861,14.0272800890651,-8720.63179074227
"42",-0.307895061214299,0.4337347056552,0.967463263802272,0.238558966208878,2.40736835739763,-0.600327973957245,-0.0081551611506984,-0.100163747795961,-0.342670043785433,0.284358054626286,-0.48696331737332,-0.0588955856759786,0.0978211783840215,1.23428265996678,-3.75657476758318,-0.121138136659945,-0.0614233797309087,-0.087682380380267,-1.64037477927235,-0.230869928137749,0.0950258879800561,0.523409638788565,0.398503611846664,13.6476278060601,-8721.54715577623
"43",-0.342150711660258,0.42905735961316,1.05058935475218,0.089591983380363,2.42430169069167,-0.759053979758473,-0.0770471755276857,-0.137381033747522,-0.356741549724622,0.346451926536039,-0.480767260614304,-0.0614920832136627,0.0984658246267202,1.25917515581104,-3.8606138484496,-0.115720272458321,-0.0633631829587285,-0.0973090497103714,-1.63115053939509,-0.184647437202032,0.125330112373687,0.537314237403662,0.434296094935615,13.6314495509403,-8719.68963998185
"44",-0.208167279813574,0.383328162936769,1.14135096186768,0.285029967169615,2.26159892911794,-1.00354504110015,-0.148457039759964,-0.130820242200236,-0.352648033874012,0.201665798583731,-0.522051617554041,-0.074238493486702,0.0960626320575604,1.30914102130033,-3.72523241264408,-0.104762067966699,-0.0639842158260551,-0.0949725469172785,-1.58168373060068,-0.18202636602017,0.126017411312927,0.526438142901881,0.355044466178578,13.1688591517852,-8723.02121247348
"45",-0.310162712974458,0.434153226053981,1.22518061313918,0.282255158941774,2.12536703189598,-0.712765231501097,-0.0692751710202431,-0.0962545302081448,-0.363637190504691,0.26892905130147,-0.507496439655953,-0.0561648232156688,0.0916507936629877,1.31271401113126,-4.38236531801892,-0.0820136510963511,-0.0675891488184984,-0.062463329373972,-1.70824038869681,-0.128338184649624,0.0837283088548035,0.510373075511916,0.762543729120059,14.2446647645424,-8721.48636509788
"46",-0.219490836090854,0.398213005250531,1.32200945428665,0.256378744815231,2.31025655890264,-0.775165820383308,-0.13907311292838,-0.109287029211674,-0.349820428452314,0.194860526666454,-0.485600989178239,-0.0713358833508872,0.101144916633532,1.29321384525552,-4.26053680692908,-0.10959389140074,-0.0637510620805737,-0.0777133538440388,-1.66888500940939,-0.233037881723479,0.141200123617608,0.539353158237477,0.592262350768128,13.89867774695,-8717.99157435519
"47",-0.233499659000151,0.401025685835755,0.846540497500104,0.109992724989553,2.22167687687392,-0.887937934463707,-0.19936627850221,-0.113364103820315,-0.355831212815774,0.208201049344417,-0.488067544609191,-0.0645902575041719,0.0890291725448205,1.2898361913096,-4.010795587901,-0.0973162010568024,-0.0643363942126457,-0.0520953246330657,-1.64110742823518,-0.0746298138069624,0.0561354051106043,0.552943391710192,0.753689347779783,13.7737875554397,-8721.09248307976
"48",-0.322461268341101,0.424189355228206,1.34577380210527,0.379042856025916,2.31877207889011,-0.737493696130494,-0.0546548910624997,-0.0550442422020594,-0.364682474497042,0.214594801828774,-0.546969782385447,-0.0674151367908804,0.100330715239357,1.2812307973226,-3.81827668849758,-0.112231655355454,-0.0623288436224974,-0.107062480688013,-1.70253494536238,-0.236792207558005,0.14795630837414,0.513684768865935,0.236091080190345,14.091493081301,-8725.34821195304
"49",-0.329786598313864,0.434118691449708,1.00055949632315,0.167196170626247,2.32744169986584,-0.715653749739912,-0.0794752292243252,-0.127522971444317,-0.354053226300247,0.201813830008966,-0.543509839625799,-0.065375465803973,0.0873356461804009,1.26144053353985,-3.99425124325122,-0.102967234662935,-0.0649173246887524,-0.0695809126305316,-1.73796726400497,-0.102150908240772,0.216856166447649,0.542429338263509,0.793473735780953,14.573975307899,-8725.55064024002
"50",-0.151709783888714,0.400947802529966,1.48598054482444,0.337243454757316,2.25715870288153,-0.881406790174482,-0.170424993789418,-0.113382623193286,-0.348826127048342,0.294811992351074,-0.445320364393893,-0.0515976641870402,0.0927769275581928,1.29325630367641,-4.40038298278467,-0.0970860242457385,-0.0631061456368443,-0.0778862886645038,-1.59997083373226,-0.27127202012102,0.0369068220085706,0.513994283102292,0.618771890337538,13.2242595729234,-8724.43650449733
"51",-0.205528593995499,0.413618291396934,1.07393760241279,0.408974783430038,2.13607780481373,-0.832635967617727,-0.153870775116724,-0.134326619230218,-0.355713569368004,0.302251792897002,-0.468148983227452,-0.0649733286876897,0.0965781300596155,1.29063962654179,-4.3373418651573,-0.0904255958350241,-0.0660548130609555,-0.0529134132923152,-1.66057645384042,-0.100253576328018,0.0720890025924168,0.543758479475367,0.76680247223228,13.5963986083555,-8719.36426857155
"52",-0.251246805811673,0.413633141665671,0.903956622191471,-0.083272896991944,2.29800357102826,-0.894407790382636,-0.0331098990081275,-0.0917670929983541,-0.362789064913661,0.168764045433096,-0.480599173454899,-0.0598664224018483,0.0908985786960262,1.3019254002754,-3.83647017199475,-0.110832666278522,-0.0661874093192152,-0.0635924399151839,-1.64300326539339,-0.254752505431806,0.104158357888676,0.52907723259587,0.587319058274458,13.8760053560646,-8722.99650566031
"53",-0.328514468288472,0.433965762558544,0.978691597729357,0.157501690231876,2.37508771505207,-0.950576792885228,-0.0564356060124477,-0.0841102240325539,-0.36517575694873,0.198075287824551,-0.49728363419021,-0.0685838145107547,0.0907634251657356,1.24075476652797,-3.93953340881587,-0.111643088600575,-0.0607075972721324,-0.0823063987343659,-1.64982961140109,-0.115289688340687,0.117499722019419,0.534501253485115,0.707804015353092,13.762408683729,-8716.29636950865
"54",-0.227903390703934,0.420474695656812,0.901724863010852,0.346845879756361,2.25472768380346,-1.00433133649704,-0.115537860672186,-0.124945101235694,-0.355235487510257,0.143200268613409,-0.484775327513901,-0.0555474432420427,0.0928135308982691,1.27155907912534,-3.57461092618397,-0.102948674423505,-0.0635942399136179,-0.0753993854994095,-1.61097363540869,-0.185044527725424,0.104196953814499,0.540250006117375,0.41780005467864,13.3057228250593,-8717.9103906609
"55",-0.298422557210268,0.418350466074922,1.18747407612126,0.00523128492207992,2.08325536820609,-0.603887092013351,-0.0984416649377774,-0.0947456756554677,-0.364724616623919,0.300502970175586,-0.534002970461859,-0.0752016761029662,0.0958435849335346,1.31565774804471,-4.07656667521862,-0.0811700413480557,-0.0685442468240474,-0.09333208182782,-1.67634705295126,-0.109195451319975,0.167568058154046,0.525436824302184,0.69609886269182,14.1298077703089,-8725.22537981393
"56",-0.311966180241187,0.420236685350701,1.12578711976421,0.0191128171191077,2.09415121737129,-0.559070228784577,-0.110931292688022,-0.0976163718192653,-0.36699171172133,0.315853718086536,-0.52837491246641,-0.0734023081674175,0.0941226222299077,1.31525962224672,-4.18121115779808,-0.0812675045768661,-0.0665338752536219,-0.0872382210279113,-1.66737358325133,-0.110897835312165,0.163138602513025,0.522766568275166,0.642886096872243,14.064098841183,-8724.08196923931
"57",-0.229660749629058,0.409482872400661,1.01931542849512,-0.0126827002119493,2.21820978836545,-0.682837372358621,-0.142112830171615,-0.0830622686055506,-0.342685874370551,0.17312326797009,-0.50780390019715,-0.0672226750413501,0.103452566780194,1.28787996235528,-4.14327289061043,-0.0902372952563906,-0.0632285666866977,-0.0357365724047453,-1.68614852233257,-0.169556639128864,0.141171945665243,0.511564554208739,0.569229684790304,14.2326353044091,-8724.81779653892
"58",-0.231121218757337,0.414644253487973,1.04311974277616,-0.0628736945181247,2.14073700470833,-0.717916829973459,-0.179842230289801,-0.0387616395342489,-0.339070887276533,0.0952069408803725,-0.520862760388736,-0.0701247474904376,0.0955105457673697,1.3342465652101,-4.04460555060331,-0.0882702054249158,-0.0690367371488171,-0.0654580263667119,-1.67535501872558,-0.151118046055722,0.129411917193998,0.494395216362022,0.802927922448997,14.188754349128,-8728.07346229051
"59",-0.324432245274265,0.415608573137429,1.2122679683274,0.436353019394596,2.46386320691069,-1.08146815252451,-0.0514385169825805,-0.0502734431650389,-0.360402201645305,0.275751007092887,-0.488622129581604,-0.0637732493618528,0.102545231633713,1.23236014774173,-3.84395787423954,-0.124365812671434,-0.05936091732759,-0.0915947771591778,-1.65111543945361,-0.215949236387516,0.0894504518566104,0.556352732683364,0.367709621480949,13.6227666292819,-8723.80169905228
"60",-0.297962952097441,0.386835191495032,0.89678379692333,0.393438437753989,2.39783788067813,-0.924081240028877,-0.0542626637907376,-0.0612901599887034,-0.358644336406563,0.294779451200328,-0.464018241713134,-0.0656590259618488,0.0984217687177553,1.28136733028378,-3.84144069402617,-0.119688707496338,-0.062216767027412,-0.0785208570246466,-1.66282939450579,-0.251423960582371,0.103228662778796,0.547861631116767,0.544624147324461,13.6838087752201,-8717.45976904288
"61",-0.196178948688779,0.444797306269148,1.20848501125959,0.13780456692673,2.07277169519448,-0.811744464384326,-0.195765108282287,-0.146117244720763,-0.353830216954565,0.190974837745844,-0.538057037247687,-0.0630467055063128,0.0926296749658681,1.23816556208557,-4.11878397931853,-0.0757745982992844,-0.0621417133880492,-0.0587836061230466,-1.65398518367049,-0.105986499613023,0.164602855997753,0.536640165490659,0.574474520218083,13.8409564266935,-8720.65353182205
"62",-0.220419743508218,0.410094903179457,0.992328750185761,0.320676122318643,2.21171484072756,-0.917804861835238,-0.133903248837914,-0.139654656576795,-0.360193155816941,0.307400470040653,-0.524639208147213,-0.0646511949111683,0.10547468166189,1.29356922680967,-4.27466336122799,-0.0995309902147174,-0.0651206124641049,-0.0472644303806029,-1.67284533063547,-0.144894099405727,0.167976161990702,0.527444392415675,0.677251664762948,13.896648790568,-8716.58813521317
