"","sexstudytime","sexhigher","sex0","schoolage","schoolstudytime","schoolabsences","school0","ageguardian","agehigher","ageromantic","ageabsences","age0","Medusex","Meduschool","Medureason","Meduhigher","MeduG1","Medu0","FeduMedu","Fedufailures","reason0","guardian0","studytimereason","studytime0","failuresage","failuresguardian","failureshigher","failures0","higherstudytime","higher0","romanticsex","romanticabsences","romantic0","gooutage","goout0","Dalcsex","Dalcgoout","Dalcabsences","DalcG1","absencesreason","absencesguardian","absences0","G1school","G1studytime","G1higher","G1G2","G1G3","G10","G2reason","G2failures","G2G3","G20","G3failures","G3goout","G3absences","G30","lp__"
"1",-0.222541200624657,-0.773160376936628,-1.73140913925718,0.0282856584241423,-0.118685625517593,-0.688030618414349,0.906586707185769,0.0490062800748466,-0.234968277711157,0.210893499192461,0.129674380295753,2.74264766953802,0.208195682205216,-0.452810819682424,0.0515110715344013,0.823050857511877,0.0457034204781198,0.2870786867876,0.262632508030237,-0.0513138734645798,0.347858732787193,-0.371727368809396,0.0668286702955462,0.475669445592107,0.0580895283437407,0.0863461813391264,-0.24476575432337,0.901236211795929,0.135882805176618,2.37515479956033,-0.537119443981747,0.249998096315578,-4.02253405760439,-0.00053703728413473,1.10644104432318,0.799820895770691,0.0899120073258088,0.131024324580927,-0.0273830547815527,0.00738158346755546,0.00433619349480622,-0.572594503886913,-0.0766352117329205,0.0197332783646852,0.287987872849838,0.0842671749540893,0.275945687287586,2.34382624771891,0.0148506238821306,-0.0256119260179081,0.714733100580204,1.44647831359129,-0.310578123618473,-0.118324543992717,-0.394792566273329,-8.55386121259976,63292.5025064122
"2",-0.185659006681027,-0.533625082952296,-1.8389090720238,0.0463708543278805,-0.18534551483557,-0.684050016150158,0.925631148770158,0.0617110047263533,-0.222015778450654,0.193379547178193,0.149696771462778,2.76317690640151,0.190176310732768,-0.477684355705035,0.0448623111748682,0.845322477490714,0.0554907289634664,0.284761673537144,0.265800650162754,-0.0774845093006314,0.276647142113247,-0.513197096201381,0.0754350297029682,0.340574750837262,0.0306044405194454,0.0645008502131503,-0.0363992690282093,0.954731682605048,0.293818187539361,0.807180153612944,-0.450235572738629,0.234806987931628,-3.88137681880844,0.00281602082163874,1.06812431300499,0.868566895611334,0.0865551712380462,0.121458820169099,-0.0407189712609915,0.00838677122568554,-0.00151814815090212,-0.92364805392664,-0.0748817255333308,0.012909029902202,0.399568227110444,0.082484947204663,0.180998985508974,2.31994231328589,0.0145107806442829,-0.0232280835157229,0.780004662271616,1.45693955820453,-0.341067499166637,-0.043351026958436,-0.349369023974796,-8.21934233011104,63296.5837571476
"3",-0.212930404641085,-0.636157519439494,-1.36979922279877,0.00486663994858411,-0.036982263594922,-0.787687634141961,1.32422425326632,0.0354912072043504,-0.20456610294587,0.153575033908209,0.162761392657639,2.74865196263555,0.241417053735191,-0.397633192308767,0.0441027446594377,0.494801066542605,0.0599246922258595,0.400222098579626,0.232585039944324,-0.0523289627042641,0.286975233127179,0.0119783075832636,0.0679468251262781,0.34269847670818,0.0344386227391047,0.00577974866863384,-0.333429195407108,0.901084687624988,0.106516521052547,2.56959500462093,-0.616174800892708,0.198996901926209,-3.15436940213295,0.00862380589107666,1.08795749716319,0.561443637854173,0.0964010126190577,0.147523017341101,-0.0409328550679155,0.00835939167246044,0.0019527803040352,-1.17887934369562,-0.125905900923934,0.0291946984564394,0.32330939593171,0.0838974769939696,0.238321608646651,2.31413530617703,0.0170179585897617,-0.0465168966524441,0.840397772312652,1.43805249141749,-0.0992305491772373,-0.109885681162755,-0.321951301534931,-9.26207136997769,63294.6136366364
"4",-0.192230782763724,-0.553847007279939,-1.3803006084105,-0.00137447732045528,-0.0790254758226157,-0.791286374658784,1.43783385891091,0.0348697132493971,-0.252104558960353,0.136463619539115,0.159990566274188,2.73430148119049,0.143602668900607,-0.423599997076051,0.0548102575159421,0.413951298660876,0.0563958193509213,0.381732418425935,0.23001718479188,-0.0449879092752497,0.265554467715653,0.00632863198051898,0.0686730325345557,0.362274613571362,0.0449013182535947,0.00178785101425776,-0.287626194794835,0.91249916618387,0.157734102488802,3.06982899885376,-0.524695461364956,0.197078813542024,-2.81670264055563,0.00814518715901008,1.0986512475123,0.527140334862742,0.0913703513618728,0.156369036877436,-0.0342485849450116,0.00130034194917998,0.00620236312212203,-1.11440299658161,-0.129437794659659,0.0234133363543727,0.319009194920948,0.0844286130166576,0.199996970596071,2.3127484622813,0.0186394417319956,-0.0414072965219988,0.841199847025999,1.43020963269872,-0.155247304696453,-0.136949067839181,-0.338877552046093,-8.81512341005222,63293.8297852779
"5",-0.20456578457476,-0.360144226199079,-1.28357514754766,0.0469584747160709,-0.162416307946744,-0.674422480513331,1.05906811776442,0.0206890779825574,-0.0973433353230468,0.133951237037817,0.138744155224076,2.72665111812315,0.126012001551111,-0.435688599181849,0.058962924376069,0.750058473189995,0.062134127998149,0.274354806716967,0.266842515490563,-0.0665617812441922,0.224543193350499,0.126668854690993,0.0816264678047544,0.279288585570252,0.0262293813113069,0.0895406081726343,-0.467096978630534,0.928408431117198,0.319676964949772,0.179703728525771,-0.661105199124796,0.252144516232705,-2.84207904814088,0.0130474969005211,1.08776653358154,0.596174358974827,0.0753538709923014,0.114191696913824,-0.0479592419127157,0.00714513282072861,0.00150569158303167,-0.73462621578925,-0.0982221066209342,0.024296683496649,0.328087903249601,0.0843358636165372,0.280197466051568,2.3372997303269,0.0183923211657575,-0.0381183766011838,0.737024509781454,1.45865359184485,-0.196414733240237,-0.0540586396676838,-0.325803463368886,-8.68874290715936,63295.0627895753
"6",-0.30524183519371,-0.979529509085551,-2.009730242006,0.0238248800525281,-0.122360253496681,-0.74363467400188,1.09905743629208,0.0887464356296143,-0.332782646415091,0.177650288345478,0.149296336759248,2.74772509525263,0.288083105596303,-0.403235240485204,0.0228112818299248,0.709661190421789,0.0533445580128587,0.353556425299909,0.237678743263467,-0.0529570414537408,0.255335109345761,-0.925412332353809,0.0757929321363611,0.333733431724049,0.0318424823118763,0.0230048668526596,0.0756261042423053,0.933441156172587,0.189675474757139,2.20223797840773,-0.447384584790768,0.200260611957025,-3.57138691283872,0.0079496597405641,1.04451482884355,0.734210006059506,0.109971077245464,0.130672012176968,-0.0446371846579669,0.00743972279591275,0.000155235941707514,-0.894834951203488,-0.108663895242066,0.0230905722130333,0.463821631385305,0.081285465050689,0.0830659094148474,2.35912447234611,0.0227999680214275,-0.0295740076353482,0.884602435851696,1.46457852135289,-0.332620908090015,-0.101217515787945,-0.358461997983831,-8.28506803073164,63291.6335746822
"7",-0.131369429648715,-0.186459546061386,-1.55275700929435,0.0186253577152065,-0.0947174551562761,-0.651944707186149,1.05657828856081,0.072131114790301,-0.151006161922571,0.110684352490252,0.126592857420097,2.7417750758573,0.164671404934871,-0.493545351205758,0.0681882074141324,0.568619380112763,0.0618378490741877,0.190811107820085,0.296406420094578,-0.0628506825075288,0.381629243119215,-0.667413954427228,0.0702701904462376,0.219409953956301,0.0308423607458444,0.00838905725285081,-0.467172309219227,0.719063394675747,0.250325016899826,1.7476689300945,-0.543991973725836,0.250914030747679,-2.40407814587697,0.008599536459033,1.09559287255801,0.691563697118311,0.0729972706372622,0.145297740792865,-0.038593954019849,0.00513844183179575,0.00966176109816536,-0.594467473723269,-0.0794258470376208,0.0280095105735618,0.288284535073819,0.0821806299094629,0.40265227564069,2.29425185983778,0.00546233548095875,-0.0148960205971515,0.699695351495927,1.46189751743227,-0.214444209941955,-0.0584552549457687,-0.302608937758414,-9.39041370887388,63289.6930355268
"8",-0.267712372045498,-0.922914756414037,-1.54793747424257,0.021438276412404,-0.123493061355276,-0.728504920795637,1.10722903949267,0.0338542834236407,-0.289710591189784,0.229603600835809,0.149904860391633,2.81522671137355,0.226168438041068,-0.363531088006524,0.0415410497964106,0.80984462330237,0.0386707231098056,0.387789285090984,0.246546163278821,-0.0659462233294264,0.363582223824023,-0.0475427287067026,0.0871857564741707,0.446228459572926,0.024679511789477,0.0665234901310449,-0.030705047731333,0.980112975633656,0.290165921042732,1.76608255513115,-0.565670477582619,0.161558387875068,-4.60726764289294,-0.0101199045338878,1.02995945065459,0.619597689507773,0.107309208261041,0.130208932441242,-0.0587322827554181,0.00694844688762128,0.000954986663273091,-0.868347887283265,-0.11345454935789,0.0107202158306129,0.435710213778013,0.0808814572258051,0.271221036372186,2.41877254713229,0.00926798225388592,-0.0335556192574119,0.713615336918041,1.48808668610411,-0.290731959868689,-0.0752806838553724,-0.376194101472302,-8.27641141329389,63285.6660111775
"9",-0.115045626843295,-0.93072372284243,-1.77868133464688,0.0186107267613071,-0.0919395047764401,-0.665758323145853,0.964234315716119,0.0397124819131888,-0.214039259355705,0.179737929799086,0.134159753478202,2.71607784433312,0.246262766835659,-0.386843912806001,0.0555744293992241,0.693716405130216,0.0484560736039027,0.353115684653398,0.25794721272322,-0.101537445973559,0.386095262027558,-0.108532992185803,0.091701636674476,0.219518970625805,0.0298940853166144,0.00332324209605553,-0.0982125098457186,0.952637193499169,0.325902420341738,1.11775928975305,-0.543582431706858,0.263424968436284,-3.71529850798652,0.0177943035076694,1.09488598557257,0.700724129027835,0.0694612383094603,0.133374624173955,-0.0462316225462695,0.00446970053179586,0.00846120235280123,-0.681695311896233,-0.0981056787865282,0.0203825603490047,0.390828272297277,0.0817409335461393,0.139275208864118,2.35472968524496,0.00463412442414376,-0.0356639973849884,0.95868974059545,1.47385177336927,-0.117995102741253,-0.0801426589268283,-0.349594124379085,-9.53819660418072,63294.1518593659
"10",-0.203161191812415,-0.615421462810833,-1.4556163883019,0.0331754119129493,-0.195465167806206,-0.730208473033605,1.0948403740297,0.0506485004644849,-0.17806662503605,0.121495306832208,0.153567146991843,2.77828567455041,0.170065660631181,-0.378945261313926,0.0276090072506418,0.639411359191593,0.0569735500091607,0.280963442253071,0.246498907669375,-0.0697881674979342,0.127497746541753,-0.300126252971646,0.0882051543770066,0.436928833182801,0.0183433645652074,0.0256332922834856,-0.313828236039853,0.770568303339602,0.0959600927899766,1.38971926188204,-0.529149299794062,0.234271033075216,-2.63655298350046,-0.00107007557514196,1.040870510147,0.635208584275657,0.100033022685272,0.12655557160854,-0.0435668693461838,0.00738665445351554,0.00242951980375592,-0.990519094914122,-0.109610586565586,0.026069689521001,0.353656989560717,0.088084687409552,0.266571684927988,2.32129003319147,0.0290295548589388,-0.018360664100724,0.674740570932668,1.39439142490345,-0.216777794684496,-0.0436614390610312,-0.332345226500544,-8.04947547017015,63298.7213901031
