"","sexstudytime","sexhigher","sex0","schoolage","schoolstudytime","schoolabsences","school0","ageguardian","agehigher","ageromantic","ageabsences","age0","Medusex","Meduschool","Medureason","Meduhigher","MeduG1","Medu0","FeduMedu","Fedufailures","reason0","guardian0","studytimereason","studytime0","failuresage","failuresguardian","failureshigher","failures0","higherstudytime","higher0","romanticsex","romanticabsences","romantic0","gooutage","goout0","Dalcsex","Dalcgoout","Dalcabsences","DalcG1","absencesreason","absencesguardian","absences0","G1school","G1studytime","G1higher","G1G2","G1G3","G10","G2reason","G2failures","G20","G3failures","G3goout","G3absences","G3G2","G30","lp__"
"1",-0.234243639783103,-0.091482476516115,-1.50152349445436,0.0294094635572635,-0.153056995470548,-0.693043149554372,0.70528107626455,0.0748383690611589,-0.235805558506661,0.1755125633968,0.150328802846589,2.73592315894491,0.152651113974532,-0.453173842200123,0.048573294808085,0.675890105879516,0.057248939014979,0.257050488240835,0.269923723313033,-0.00361614599223832,0.309812651652952,-0.657798662670607,0.0783420861633335,0.263055392751461,0.0329641333142316,-0.0145673617636287,-0.425051311685803,0.759507498468276,0.289582097395418,2.05910076601488,-0.692788987890804,0.200261880329251,-3.5536202844115,0.00756660691686006,1.06072895343167,0.689673446498576,0.0777522329304936,0.122075128005721,-0.0562547949950632,0.0122784090559955,0.00401417309954732,-0.884280630184118,-0.0616284469063455,0.0218049506445341,0.363754089963006,0.0646055013715976,0.934431664898369,2.35607860274502,0.010109710547778,-0.0363432763126917,1.46797787661723,-0.176595933739598,-0.02051823630286,-0.360925119938916,0.247435562275587,-7.88235271470894,63263.7120199736
"2",-0.247019266141464,-0.300560622527175,-1.39348864089362,0.0173253599855936,-0.0872318868173607,-0.712894932658436,1.38776515665203,0.0667060937328248,-0.194008411994835,0.174905855557836,0.148127876297565,2.73655683515819,0.137819750424158,-0.477998354642239,0.0607387400291082,0.438605227934702,0.0708977049853505,0.365441878273892,0.235017770207569,-0.0722608393516688,0.186494038675641,-0.642705983723229,0.0772209465566875,0.272658745549732,0.0324517054884555,0.0745462823702173,-0.290351475988846,1.09947785061218,0.228638395000326,2.01990264061593,-0.663970598484272,0.195282289863738,-3.57985772336645,0.012108787575673,1.06380470611019,0.66257291661106,0.0862166059795299,0.130342481526114,-0.0527494961666377,0.0101135520258918,0.00453008760587522,-0.912070603768849,-0.119647090102528,0.024754202996322,0.323947357492895,0.0616832236426909,0.773946602101739,2.29922126495251,0.019404901654406,-0.0503635329707667,1.48226504186376,-0.186186015687148,-0.0748518127805919,-0.30974535869449,0.264439224411676,-6.28566085963584,63269.1167924348
"3",-0.221134059791544,-0.840424905348283,-1.10562684767791,0.0205304728210366,-0.0969557032751574,-0.729363305986365,1.04179817306743,0.0540315022935526,-0.235869651194635,0.182614939870449,0.130269840153574,2.72657644708509,0.0488812959083569,-0.408520652740572,0.0491210243164058,0.483114085962512,0.0351232475422171,0.299958392772997,0.258901078250337,-0.0312102570589261,0.313169341697753,-0.322786722908129,0.107369886748027,0.35863517890309,0.0289174680548724,-0.00120232820616791,-0.20761905002661,0.823150452247776,0.151731962483238,2.21728507664546,-0.655416097117214,0.26188644783339,-3.60073459844371,0.0132392397233735,1.08368959244233,0.661946918330462,0.0996862382222324,0.163728697267856,-0.0377735411470292,0.00364895749632828,0.00475954161651201,-0.689861371133652,-0.0935821823393962,0.0242144080837812,0.3943047889762,0.0711011794161906,0.752782570328895,2.38520423428178,0.00918521929844272,-0.0345579187839547,1.39092946855688,-0.219569582458723,-0.0863840318470836,-0.312172581760851,0.233936516610684,-6.26883377101282,63264.0333603008
"4",-0.188786731938869,-0.822804999964986,-1.4083449262723,0.0198362310363333,-0.104767898155946,-0.717363522043008,0.866233565547835,0.0533530018664002,-0.235620983185236,0.182514056938409,0.13240496493851,2.74723022837411,0.187216348747432,-0.414208229961474,0.0710692568843592,0.594974248436288,0.0550129074881552,0.28799546620646,0.264685306280084,-0.0921136687153867,0.0480130664636006,-0.312292198926713,0.132560847460009,0.408040007045393,0.0207637251647825,0.0182217951138951,-0.255928403417175,0.868239921742117,0.137778284016452,2.21285692494215,-0.637436511868441,0.19476752093473,-3.6099013050892,0.015380740308179,1.09354763173002,0.605472860392654,0.0869305699029292,0.142851823976747,-0.0719819545502632,0.00431015327810147,0.00565999178612077,-0.640408380792891,-0.0779362981391786,0.0211616951569103,0.370880973605512,0.066751661176234,0.775729339986152,2.38180853363079,0.0215676123046259,-0.0233350215848378,1.41536489799361,-0.247715987621479,-0.0657190259058194,-0.35011435925175,0.25556471756154,-6.48617897907469,63265.1716036044
"5",-0.199004114456519,-0.391867213051448,-1.58316412045578,0.0202495882023069,-0.103183147267076,-0.721610880647679,1.49516188432772,0.0509760037715728,-0.24564408839583,0.17208836555236,0.148638100021498,2.76006812243155,0.141734565382283,-0.480464849325777,0.083262968141238,0.726711374441691,0.0585585106235326,0.279656075593193,0.261858296544402,-0.0823928457430462,0.209589684400103,-0.258222089352828,0.125958254381935,0.227696277752905,0.0204708839392673,0.0227034708880399,-0.169889172438204,0.911529808390564,0.320939305936091,2.02974458207622,-0.642356471198733,0.201050991566928,-3.620139758414,0.00375050063936156,1.08936429747805,0.757062056983495,0.0849633530682584,0.147321297411615,-0.0185049332187756,0.00339285275854971,0.00207411123796946,-0.944710313610828,-0.110342783590019,0.0226140283524332,0.352999967658819,0.0662824836378713,0.791314722419464,2.29251979434836,0.00704997114289546,-0.0294218473228036,1.42311832144759,-0.188261309302392,-0.0717456753432062,-0.326067010967089,0.264918328894616,-6.33188897080749,63261.1846547145
"6",-0.198301532816842,-0.615906988805129,-1.29528496821333,0.0107251066196495,-0.116438206358785,-0.78238000087845,1.14362611078822,0.0442290243480367,-0.278993936134908,0.179542302176046,0.142409445276688,2.77052290703752,0.159680355160345,-0.305596712892201,0.0697267760472179,0.713894666967004,0.056299360862904,0.314469082994303,0.250510956840915,-0.0586754013063774,0.098448191764449,-0.252500051496374,0.109673940079313,0.29724537399015,0.0159120919144069,0.0696394148970034,-0.356555495937971,0.891289160136243,0.176387817449179,2.28359920501762,-0.500728680666843,0.215418627141947,-3.55534832569984,0.00118808517762192,1.03172427606019,0.595781761658324,0.0887956879006571,0.128206337037725,-0.0398253596757793,0.0112826847060897,0.00757040283981714,-0.755754111499508,-0.14323554491759,0.0286144246517501,0.415406729091094,0.0733225219227278,0.76352480367131,2.33844052701238,0.0170296206027866,-0.0347195582992283,1.37297373985636,-0.211598984051041,-0.0202719569750652,-0.353837527129603,0.225203123404887,-6.17828979634946,63262.5987113251
"7",-0.0914492137266505,-0.668954031019145,-2.02811113386451,0.0377900049290582,-0.0799929769165304,-0.764691130509663,1.05157862637808,0.047967559497679,-0.251947660838427,0.183685183825875,0.142095570265273,2.76158541765603,0.302678111647733,-0.283063203809919,0.0211149107815312,0.536312668272499,0.0548959500271053,0.324824521494893,0.253781470282022,-0.0626764515968448,0.320095550547952,-0.198785135370119,0.122841581278815,0.331872054049575,0.0093022795137386,-0.00473384653308162,0.00206175154250389,0.937491549252848,0.139007427054726,2.49215284335352,-0.472924222363132,0.207421868004069,-3.61156228512422,0.0112464339605678,1.13509570317156,0.803518859875529,0.0701138368207745,0.130194782530831,-0.0407201710779315,0.00671378460080321,0.00133313195613475,-0.770419077138554,-0.140272558114672,0.02383023971421,0.331830402776806,0.0757977991463229,0.766848148495927,2.33053305724285,0.00856722297500225,-0.0395505227835245,1.38572430151737,-0.216040905834519,-0.119166199275919,-0.329670259723986,0.1784782047555,-6.23243353590824,63255.9938501607
"8",-0.23205464217045,-0.588310234336522,-1.59827399942821,0.0145091293935964,-0.130250691606107,-0.737614760735823,1.61157063664274,0.0432049908255684,-0.350182232424661,0.179053814471771,0.140616940799047,2.70898977431447,0.129608498344648,-0.39962492112383,0.00948792213032498,0.785113550089178,0.0544590601593508,0.312129082962799,0.259785746292914,-0.0403784649448551,0.471935224311068,-0.248524073042619,0.074917891389796,0.341049836516457,0.0422330265704692,0.0643768276187155,-0.000235348461320394,0.864506410459013,0.154393222569797,2.44645432356006,-0.528198797832939,0.218556893197414,-3.6257300878954,0.0147058175681027,1.02233334591204,0.819970477173855,0.0865140566557062,0.145648213856048,-0.050546654611746,0.0072850974172659,0.00658585479073227,-0.811260757001454,-0.162285466274478,0.0244009110923605,0.468547112215904,0.0651972844500628,0.846062859683798,2.34314383693028,0.00935606013952347,-0.0394512510351173,1.44545460809132,-0.143768294223583,0.00538749030071692,-0.30015569676375,0.258584357584743,-6.97982133991763,63263.6766869067
"9",-0.200563342108932,-0.098875214357822,-1.4217292340572,0.0232117614016345,-0.109660326570753,-0.690540463104696,0.386806555973952,0.0478840346321097,-0.252234126719496,0.176041587856656,0.142740222029529,2.75336923182665,0.132513815989862,-0.345883537192704,0.0819941038146237,0.665871155336533,0.0482989076333405,0.316381273290515,0.242910572914527,-0.0789379370319503,0.192571619852414,-0.198320153047358,0.123675229151827,0.478748630258319,0.0361741925425384,-0.00315466175654452,-0.298887315476977,0.897501342317774,0.159311085670837,2.21658352927803,-0.695389536472516,0.223218952795614,-3.49187487117092,-0.00133473899990887,1.03545999604538,0.737549414631325,0.094655685387227,0.153685716940952,-0.0522639045909133,0.0117609565832253,0.00243905203879144,-0.878816578277059,-0.0628040738073229,0.0166878724414447,0.354752498235348,0.0685227299830825,0.831636127161062,2.36437624408536,0.00622071340974772,-0.0206105804317937,1.41653349580753,-0.345673963860947,-0.00295756553022289,-0.300442356359917,0.241414917187549,-6.87691771545535,63260.6049614587
"10",-0.224778259001157,-0.0650061782332131,-1.30989946571758,0.0276741962794181,-0.119196126742586,-0.812426161844408,1.78413918643834,0.0513273708745349,-0.232733754540376,0.163641475592625,0.142788327901954,2.75368048226495,0.155225629011317,-0.586755259041242,0.0844178807501265,0.527987006008789,0.0465022053350807,0.309135049604413,0.259433258029789,-0.0908854973232853,0.177115848440043,-0.277602510670866,0.0647259894331279,0.120656031819406,0.0239675634031707,-0.00795211276101732,-0.388849548730509,0.907481537221001,0.352846573349029,2.46470266567723,-0.756632460409097,0.239948706445322,-3.41476704988436,0.00786848202702998,1.00811071023786,0.617767870688,0.0917568344814498,0.129441014725031,-0.046724045150583,0.00773058172395483,0.00737140983665547,-0.752198323249469,-0.116495933098227,0.0291270800677377,0.334887953361581,0.0652951099252283,0.883741271080065,2.36276268923255,0.0175780730768624,-0.0376005088118598,1.43779225278667,-0.0959877558455442,-0.0417871348407813,-0.381051547476728,0.258313247412385,-7.47826685504765,63258.2767053162
