"","agem","agey","age0","w0","er","ehr","ey","e0","mw","m0","oage","ow","oe","or","ogender","ohr","oy","rage","rw","rm","rrace","rhr","ry","r0","racew","racem","race0","genderage","genderw","genderm","genderr","genderrace","genderhr","gendery","gender0","hrw","hrm","hry","hr0","ne","nm","nrace","ym","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"11",-0.0278517104540571,-0.0424174549808682,1.40337475026594,1.51474225603376,0.0868676657291859,0.134632996572582,-0.101210508584888,2.06017665017848,-0.0238531183120014,-0.62918750949128,-0.00330793952491095,0.0175099852505364,0.00871912625876771,0.0125384595889859,0.220464323597208,0.0217243548098254,-0.10361065424952,-0.114723772922428,-0.0249238569395543,0.091903382288013,-0.0225497390048361,-0.160303929739896,-0.404009514304954,-0.0995327620383261,-0.0399917693359817,0.128093161969481,1.38682409759752,-0.113423541858441,-0.041658830216214,0.163132963796697,-1.10723898085121,0.0109566497733853,0.516262428180941,1.44909430320473,-1.14524496718195,0.0378608731392401,-0.086309696818316,1.60358021183244,-1.67731693083135,0.0050941733750025,0.0250657319299545,-0.0013420302167173,-0.06916173066746,-0.0222010718123295,-0.204683936646696,1.02220874781507,1.01104339561419,658637.952384877
"12",-0.0287697021061022,-0.041957988991233,1.40050068198756,1.51233661774281,0.0876373371148099,0.134104677733992,-0.0994983869199108,2.0599002417581,-0.0250092879142985,-0.628992010102072,-0.00438484499096974,0.0183353448560221,0.00865520886861899,0.0119135141496018,0.220317232073824,0.0234043141339386,-0.102692994339526,-0.110370783016931,-0.0246141181810483,0.0996934114169443,-0.0220268428963659,-0.160186933229159,-0.404447176653663,-0.0998122913404963,-0.0403271381766381,0.130943429010632,1.38679526644249,-0.108148310402594,-0.0397778394230354,0.165899666206686,-1.10732894192815,0.0106326934430584,0.515642073857239,1.4486381508737,-1.14522029590424,0.0350023062708941,-0.081535600903369,1.60305143164248,-1.67667498020748,0.00507959785052168,0.0244163063184405,-0.0013008241128465,-0.069331581226938,-0.0226977461576825,-0.204265457108383,1.02307280221916,1.01147061362116,658653.395704481
"13",-0.0307590219643131,-0.0422413383454789,1.39746972619074,1.49717641707263,0.0872291652146443,0.133706961439417,-0.102404396143363,2.05959906232734,-0.0219278216869482,-0.628873852860702,-0.00349550782483404,0.0177362568138836,0.00881957716393553,0.0121787114459667,0.218553113446003,0.0233237543894364,-0.103220831292317,-0.112054812847218,-0.0227369773085841,0.0923801042964537,-0.0234054906316384,-0.159838415680306,-0.399815852839099,-0.0983538765892112,-0.0378541000021224,0.134138606321246,1.38689359687945,-0.112368097547471,-0.0420219018434744,0.16840213884611,-1.10746998635186,0.00988099554136113,0.510653387251689,1.44820466511379,-1.14433207768457,0.0363860215246205,-0.0852504103091399,1.60235474172799,-1.67515265695075,0.00502034943273496,0.0244301961125561,-0.0012390626607956,-0.0706162675031345,-0.0224559775918583,-0.205306131906806,1.02283085239228,1.01135100355528,658731.085243473
"14",-0.0267934090941075,-0.054473409313938,1.40586228465828,1.23681390705954,0.0825818631316144,0.134015818821378,-0.105034745880249,2.07583740683892,-0.0126848134657585,-0.623528658015696,-0.00365261883039586,0.0205873996260823,0.00852079737094935,0.0116917101019173,0.212276132057282,0.0253358359435788,-0.0952956009480418,-0.112250995110785,-0.00951840824538968,0.0958022300741936,-0.0235009179481381,-0.139900468050767,-0.340879116928223,-0.0384866077035379,0.00465277157744974,0.132352232719825,1.38689332384433,-0.119408003627414,0.0138964807879473,0.17021824257519,-1.10714960029135,-0.0102483344760254,0.405542548334156,1.44271536809986,-1.09463348884855,0.0378302341851788,-0.0858849644802594,1.58324380445084,-1.6479152521778,0.004619993279424,0.0238982962130706,-0.000981008030347184,-0.0713015594022985,-0.0156453391540648,-0.222881465447228,1.0081821764965,1.00408275380892,660398.466261953
"15",-0.0281566770469905,-0.0538947721892147,1.40130208277461,1.22911400331771,0.0831070357860088,0.134181908215947,-0.103498583552037,2.07658890185115,-0.0116793126723225,-0.623335248646172,-0.00411763375066285,0.021464423844091,0.00863741513486252,0.0111625123499484,0.213014841323296,0.0252998548033153,-0.0937186010838267,-0.111710848962823,-0.00887537216070361,0.096911995566617,-0.0245530174614947,-0.139472975279056,-0.34190058392508,-0.0371094119014051,0.00356068640621017,0.132334689284754,1.38701585368386,-0.10855180904841,0.0176850205434595,0.171004462697766,-1.10719021941802,-0.0109033528516776,0.404948330420696,1.44251182150702,-1.09293501897458,0.0370170674278055,-0.0810786292569627,1.58263660557945,-1.64537281516937,0.00457460830549433,0.0240419619603588,-0.000889201421123566,-0.0721825593897535,-0.0158134026247377,-0.223160904413882,1.00678256856699,1.00338555329793,660440.450456017
"16",-0.0277518182026228,-0.0538365246998921,1.39998625355264,1.22366767046547,0.082598343193384,0.13410438303343,-0.10452091139725,2.07795930112336,-0.0121022594731699,-0.623021992251684,-0.00313636212683941,0.0206112007389781,0.00885298085277301,0.0118843940713934,0.21389345852289,0.0245255375783947,-0.0941812067687215,-0.112511053701463,-0.00779146612484964,0.0963469453716771,-0.0251206884445312,-0.139212627388114,-0.340006116468117,-0.0349770266864578,0.00702047938450916,0.136195769149467,1.38711702778074,-0.113453029335947,0.00907922126290531,0.166186469862201,-1.10723743993718,-0.009942129584171,0.40100931298068,1.44256748064063,-1.09036532103993,0.0380273764265954,-0.0879271963765369,1.58122549675061,-1.64476200211864,0.00458030352815633,0.0236450958133115,-0.000890923325769765,-0.0724923455745138,-0.0146010974690141,-0.223651242976222,1.00516307903146,1.00257821591707,660484.575260733
"17",-0.0277812835926066,-0.048725553395043,1.39715891650625,1.18769806960153,0.0796587885450666,0.134155765671055,-0.102531433520482,2.08361207901648,-0.0119151992384402,-0.621397855186726,-0.00355219921549617,0.0213892394472199,0.00876308143884009,0.0115061572650158,0.211819081447054,0.0241053865377467,-0.0943310255630743,-0.113350525196422,-0.00634760828657592,0.099626839120427,-0.0252689126353944,-0.134928237518957,-0.34688230233281,-0.0123986709271254,0.0125098866079076,0.128140767329741,1.38600071605506,-0.111698874747288,0.0241352864994496,0.174686418982143,-1.10770380338616,-0.0153310014661233,0.392553742227459,1.43705676827999,-1.07645807998681,0.0365197217718717,-0.0778701389336748,1.57211250558474,-1.6326547502615,0.00452507974170666,0.0241619287163704,-0.000718585551010868,-0.0746334637464974,-0.0134231614466049,-0.229048220163227,0.996997171350005,0.998497456857054,660874.074287581
"18",-0.0274383945141814,-0.0457138070467058,1.39865240454287,1.18192157223647,0.0811892766261093,0.134248909050239,-0.103877445265971,2.08355215543199,-0.00821797276440261,-0.621219308074675,-0.00423633854461207,0.0218819615089957,0.0082149034491527,0.00907936246568141,0.212809888842993,0.0230619790447225,-0.0929993885214151,-0.11074108721116,-0.00710434234614157,0.0975249744943456,-0.0236908157572044,-0.13337425228171,-0.342033201178406,-0.00847357757197594,0.0117221886076681,0.129022124365181,1.3860344626881,-0.101348387185317,0.0180011190739228,0.171384249635784,-1.10798380369943,-0.0161359050545407,0.393310156344307,1.43618950918802,-1.07347007301003,0.0389313570788352,-0.081229145694035,1.57005985562924,-1.63161451067846,0.00462334195093773,0.0242288636531119,-0.000780115666407305,-0.0749886007035639,-0.0125426546522678,-0.230364113078963,0.995665400749496,0.997830346676977,660949.582917514
"19",-0.0258642965502189,-0.0455614080162591,1.39027818807417,1.1729402688821,0.0789315406233788,0.131124591775895,-0.103340240500937,2.09064931931166,-0.0108158303143033,-0.619606685234394,-0.00348470569099084,0.0220382010144491,0.00804242305293627,0.00801750056464991,0.208472785426494,0.0248972063135106,-0.0924873608458778,-0.110912049391056,-0.00462464698998649,0.0965868847412256,-0.026463072349507,-0.128198137707316,-0.34163749598519,0.0227154137839068,0.0129156685303585,0.140793437001585,1.38492757527993,-0.0980104534817943,0.0261818127246056,0.166300403914879,-1.1074128193665,-0.0161014675564423,0.393609095492184,1.43298461860366,-1.05521085642324,0.0379821324915936,-0.0797056915204238,1.56182685588391,-1.61893852615242,0.00446533073410638,0.0229944317306638,-0.000794010901176153,-0.082968850386581,-0.0117641198466572,-0.235094283876183,0.990183401792971,0.995079595707284,661386.061244334
"20",-0.0288288020438778,-0.0515663998071247,1.40178656383617,1.1530300657641,0.0758624576692377,0.131891603212305,-0.104079141336247,2.09110273567122,-0.00892896453566806,-0.619244146371931,-0.00477860511194362,0.0217180957973759,0.00791423311017064,0.0122227459526963,0.212195812645778,0.0230463850715663,-0.0882614173092355,-0.110897817347067,-0.00634251857479763,0.0973481912355896,-0.025453264422045,-0.127244863666736,-0.340940609652765,0.0310529738188229,0.0193419146067592,0.132852741937918,1.38412549190969,-0.105439139053828,0.0202799494901664,0.168521701988072,-1.10753738217716,-0.0194507410669364,0.396718852055459,1.43207053043006,-1.04856466776298,0.0373396494050807,-0.0814075052022278,1.55995990816398,-1.61601188689549,0.00438854925197769,0.0240560933645527,-0.000626402425109579,-0.0852540781399445,-0.0119170166101102,-0.234967466319402,0.98843247434999,0.994199413774717,661500.496981729
"21",-0.0248667210467999,-0.0510548578429629,1.38935012107007,1.14823920936757,0.078166620743883,0.13086339834312,-0.102354055603359,2.09238049118477,-0.0103728141514219,-0.61858490755471,-0.00256647715602118,0.0223034440121904,0.00816622966697769,0.00723408132566442,0.208212575691243,0.0228755536249388,-0.0899489964632126,-0.111337786376367,-0.00285142463704502,0.0985060266083421,-0.0242601461164671,-0.125708210491505,-0.339206076074189,0.0349341061980191,0.0175882419986853,0.132346077489839,1.38410918475456,-0.111509505364913,0.0286179866308498,0.173974642406764,-1.10724616402203,-0.017026357371001,0.398209934273835,1.43194981114893,-1.04692867143494,0.0384699211649323,-0.0851143753367523,1.55863088662512,-1.61391597946176,0.00433697831747494,0.0235629078554292,-0.000738819360568554,-0.0863366831011139,-0.0121353451918622,-0.23564425571993,0.984739460795435,0.992340395628151,661565.634442485
"22",-0.0241878388742492,-0.0510813217377838,1.38941575190669,1.1502066484396,0.0778788856674086,0.130840228360701,-0.104759923123276,2.09246912811802,-0.0111637330007242,-0.618843276437951,-0.00289592693075647,0.0223376126689905,0.00821501538945955,0.00855697061639822,0.207653438572726,0.0229754845012184,-0.0904468563656501,-0.111945773871454,-0.00375144392435861,0.0986204912949028,-0.0267208941207325,-0.125568674661705,-0.338179970783948,0.0351416626616654,0.0178786474800159,0.134183117023842,1.38421378348771,-0.106293073509662,0.0285231798623657,0.177352551869648,-1.10724029556395,-0.0171545351141207,0.398136270711887,1.43155776032612,-1.04627223084407,0.035499584391438,-0.0764822675123008,1.5585049936231,-1.61359466647629,0.00428904274299612,0.0233793506737581,-0.000647903116436262,-0.0860701731264897,-0.0122431062153974,-0.235576047798872,0.983991254103841,0.99196333304404,661576.41615099
"23",-0.0310464383496868,-0.0472493662474709,1.40632031116164,1.14919874021787,0.0745104702654551,0.130190121216355,-0.104387929112383,2.09519890397423,-0.00978236475634121,-0.617722043601782,-0.00291446373252162,0.0221178177568838,0.00832936179200664,0.0112395075025943,0.207886292850403,0.0237773132807504,-0.093053596490212,-0.114494917679816,-0.00432491514859472,0.0956323545907876,-0.023234523724663,-0.12282453285944,-0.334967197791012,0.0494210625256045,0.0192552164306702,0.132920472019337,1.38445990440263,-0.123292013431154,0.0200636443406617,0.160267608953595,-1.10745417946757,-0.0097823357353661,0.395695463499911,1.42900377865365,-1.03462784421622,0.038994233689621,-0.0834089062400084,1.55268410584333,-1.60963066726012,0.00420705387910513,0.0242773935901778,-0.000896135330585579,-0.0908194310877477,-0.0109613370061442,-0.23424679714814,0.980259562383752,0.990080583782831,661792.845042847
"24",-0.0289323311190134,-0.0487081809508589,1.39992804366431,1.14592855956219,0.0717062400563097,0.127633321465693,-0.104872426957303,2.09806763023621,-0.00893491178859379,-0.616788089992509,-0.00367879898761181,0.0222804673402767,0.00815800047246847,0.011057743935683,0.201292675361343,0.0235737780875195,-0.0901362565553275,-0.111309988892371,-0.00331183112788689,0.0969941834541776,-0.0242098273485261,-0.115503130939595,-0.332394416629562,0.0805487707766875,0.0183652139449289,0.136623473930722,1.38444626517506,-0.113101727124947,0.0222186273998956,0.178081922263579,-1.10782973751472,-0.0082665109877065,0.407856889118851,1.42535735475731,-1.01052884514761,0.0408062924375105,-0.0817687393104401,1.54190489797042,-1.60133156483015,0.00419704092083363,0.0234146921143082,-0.000947554960943802,-0.0980378376504226,-0.00752023013878608,-0.241616542131749,0.96807802069176,0.983909559203365,662259.832309091
"25",-0.0252196705715118,-0.0496425042557259,1.4018811738901,1.14958096658794,0.0733891672167312,0.127930811950942,-0.101863152907404,2.09945442353201,-0.00848049229255941,-0.61567421299131,-0.00371138102586215,0.0228220269403178,0.00797859207299356,0.00804388653630261,0.205213563305226,0.0231649311069956,-0.0949576592232537,-0.11121458894517,-0.00470604046065663,0.0964351340935413,-0.0226103532211336,-0.113390932938115,-0.331481364146221,0.0870446066085879,0.0160113418581247,0.130027694120754,1.38394776038092,-0.114977036477883,0.025106624243956,0.179835476522394,-1.1083955785328,-0.0119298766561827,0.401667274984525,1.42494954492301,-1.00440171587851,0.0380886562208347,-0.0797272880206922,1.53742318552137,-1.59860481182044,0.00416858763266261,0.0240100690610884,-0.000904303027025805,-0.100254541802833,-0.00698188751315587,-0.243055225397429,0.970827281208209,0.985305679070312,662387.757270277
"26",-0.0281374397216558,-0.0513301933838176,1.40442458721648,1.14961113174441,0.0715769641540723,0.127414897480586,-0.0993027038234943,2.09973111499522,-0.00998750661169285,-0.615713745904924,-0.00392241600272054,0.02130958278958,0.00757104328648115,0.010358123496774,0.204584124866878,0.0236686189826097,-0.0944889079656392,-0.113644208424948,-0.00404289110099493,0.0938258851399269,-0.023815597138211,-0.113128455953109,-0.334534453948919,0.0893515654970227,0.0189400033695233,0.135555063968608,1.38416525462285,-0.116249712191613,0.0278381336897402,0.176139785267008,-1.10821744953365,-0.0128340943210107,0.398716783593802,1.42446837099226,-1.0017784843709,0.0352521889911955,-0.0774488841305224,1.53597609462373,-1.59700611020506,0.00426456117768024,0.0238843583147186,-0.000829671165181853,-0.10044357912499,-0.00629213509766265,-0.244064442306141,0.972001040071579,0.985901130981996,662427.439783701
"27",-0.0232427897461493,-0.0519217451292331,1.40794077409585,1.15214389760652,0.0708751026866357,0.126694715096795,-0.0999202043909211,2.10482281327255,-0.0110484346230292,-0.614543259399514,-0.00383149969200122,0.0217288569223771,0.00752775822296614,0.00964441036952612,0.20117504808436,0.0223356537453766,-0.0934662640771118,-0.114901880170593,-0.00361553088925291,0.0938774712926405,-0.0252539276562274,-0.110516465737314,-0.33792253140494,0.103915521354561,0.0196609825971668,0.133246391947953,1.38479258118902,-0.120734470601857,0.019424663487648,0.173597113526095,-1.1083506107207,-0.0145749262135893,0.402066397469274,1.42208553790383,-0.991136490478753,0.0379091158469234,-0.0796702865976344,1.53206839987108,-1.58750428717513,0.00413912872231453,0.0237386723917736,-0.000908290320575841,-0.105471820371473,-0.00257818981168607,-0.244020298750399,0.970076791560818,0.984924764416459,662642.78218577
"28",-0.0287343079508985,-0.0480367829820945,1.4191851760202,1.15466634865029,0.0702194448758928,0.1246384826387,-0.102243371171534,2.1054504776308,-0.00599771477175274,-0.61318393611206,-0.00343488447251932,0.021785963786554,0.00820834885456733,0.00782029741616924,0.20161014557669,0.0240169495927824,-0.0948746526284606,-0.117099036526401,-0.00562772390265427,0.0926873446852178,-0.0253207956940657,-0.106550388730449,-0.329769606649273,0.124134195074453,0.0167170992406201,0.134694318406984,1.38456805723277,-0.125093569819169,0.0202682378395499,0.16584371639174,-1.10935330496166,-0.016917064058975,0.402875486165477,1.42143319765322,-0.976731011066895,0.0430654510878036,-0.0782267156334004,1.52079802360934,-1.5790778380407,0.00398588079915151,0.0241540398875211,-0.000888277607588032,-0.112999712842646,-0.000280677756084644,-0.245476087970793,0.970302699081505,0.985039440368509,662936.118950476
"29",-0.0259869362763448,-0.0465640598855251,1.40859706140823,1.15908092279626,0.0679027550567724,0.123045220783932,-0.103463559479764,2.10969152112431,-0.0115357569556851,-0.610194255823969,-0.00360615023777691,0.023137566933249,0.00834981787554472,0.00802642878745426,0.197980123005703,0.0229446271349445,-0.0918054469954713,-0.112169549952945,-0.0040327891225565,0.0941607485035549,-0.0232689838784168,-0.102303801361301,-0.327299847534382,0.148114904324217,0.017772030953168,0.135745280677712,1.38374289094399,-0.116708088068851,0.0158209938628975,0.172912645111463,-1.10961254240197,-0.0226265788335508,0.414728728034818,1.41913639584992,-0.961846919555897,0.0387748371279816,-0.0801441285904789,1.51301773814706,-1.56890321642024,0.00382303967685075,0.0234165149058327,-0.000671224381167035,-0.116205652195842,0.0050191249217082,-0.249425267783723,0.960626026542297,0.980115312880223,663259.402650515
"30",-0.0285190260482868,-0.0470995478355542,1.39658277291754,1.13738334456278,0.0658180726600361,0.12242369904273,-0.102275207707592,2.11780618335724,-0.00547666272047072,-0.609559286241597,-0.00286846588794329,0.0214617627395884,0.00767248424206641,0.0076648385969767,0.19569260723743,0.021768641694295,-0.0917614235091949,-0.113472646519963,-0.00310883817381765,0.093233041705896,-0.0243172380794097,-0.0969248301365998,-0.325858719158724,0.168692119760287,0.0185107638871984,0.135583657477496,1.38300551966848,-0.112699084682819,0.0278348079294661,0.172119603073996,-1.10918983003026,-0.0245335997595401,0.41882565802037,1.41311894008184,-0.946979544155228,0.0419534951476154,-0.0795030138872739,1.50112031971129,-1.5635801237469,0.00377692647963441,0.023842939853635,-0.000887114504535303,-0.120352615302512,0.00575735683201482,-0.251646057784377,0.966791932068231,0.983255781609359,663573.995018555
"31",-0.0226492031273627,-0.0478342963855962,1.3952246663412,1.13022701789484,0.0654126431789235,0.120694608495319,-0.0994848665524792,2.11809548822255,-0.0116008965692165,-0.610242022938408,-0.00440054944763871,0.0230016344451313,0.00763481913517267,0.00907084219633415,0.196122219492641,0.0227184264916703,-0.0919815693853254,-0.108546496130067,-0.00247773875660199,0.0940697380580824,-0.0291833867366804,-0.096106815222928,-0.33394087005982,0.171086107686637,0.023456068777342,0.131041107886457,1.38241804449279,-0.106816884007901,0.0192697881137768,0.165906972693376,-1.10983294522556,-0.0258741438467233,0.424150487757516,1.4125840867952,-0.944482231857948,0.0362992392022886,-0.0803159852850861,1.49823211974534,-1.56111044753643,0.00373809544113245,0.0238463966573187,-0.000563335455032896,-0.120738403374652,0.0058280468509024,-0.252950056361562,0.964690609735525,0.982186647096938,663624.433560323
