"","agem","agerace","agen","age0","wm","wrace","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","e0","mrace","mn","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","nrace","n0","yage","yw","ye","ym","yo","yr","yrace","ygender","yhr","yn","sigma_h_Sq","sigma_h","lp__"
"1",-0.0703705362801681,-0.00592871067018332,-0.000899911030281924,1.47194619246992,-0.0182934701199371,0.0079276981861024,-0.000480332039707755,1.16851420315426,-0.0116994573736987,0.00226799936893809,-0.00120884013982055,0.0240847211858658,6.26124031083385e-05,-0.000689355976846493,-0.119576194463283,0.026894140143136,0.00448295093761031,2.26041440702203,-0.00777068396318143,-0.00271903704612684,1.23976791973175,-0.004671847413609,0.0223222068005035,0.00334243454763666,-0.0156937420871785,-0.000302133476602805,0.0234973889332986,0.00965764084967154,-0.000979350665408416,1.62391053945926,-0.104984305916436,-0.00670564470143449,0.0245875247751966,-0.0123749385217404,-0.843628209571125,-0.123059055454457,0.618150995770984,1.13648588960614,-0.1421195736504,0.0288770850362304,-0.0211971981497848,0.0182670611309082,-0.00417788593283753,3.03954205919287,-0.0138464645391006,0.041537867606881,-0.0653040194839509,-0.00362211145138403,0.284070382331103,-0.00105993387480446,-0.251815647545253,0.00479879727423251,3.5790743956412,0.2365515673956,-0.00797105517638536,0.193039634553436,-0.15062027814257,0.0648046540587547,-0.83040439698498,0.0228790819623405,0.958615921372691,0.360049142633444,0.00017185046461163,0.900227549043247,0.948803219347008,5666215.82098288
"2",-0.0683804272898291,0.000503478830660309,-0.00118712551704095,1.49967520304199,-0.0119796518994414,0.00632828613327821,-0.00015154760824869,1.18049854032239,-0.0144976152459024,0.00170886095020993,-0.000710351503028424,0.0245841686833514,-0.000411230580211839,0.00109380465344001,-0.117449489364422,0.0230065992761687,0.00468548251239925,2.26270985800929,-0.00884286118122028,-0.0032442686616143,1.23782367344311,-0.00507587623246427,0.0212519024736688,0.000557666061943684,-0.0153465534019764,-0.00181696096985169,0.0233792971621772,0.0104289762956526,-0.00093631724199699,1.61528533255577,-0.101546220582107,-0.00564271005000721,0.0190520384515536,-0.0115325589535559,-0.838188347872184,-0.124430515002165,0.610416571810829,1.14421476146879,-0.148889476201089,0.0306808841124655,-0.0287893045205026,0.0156103135073084,-0.00281830780207923,3.01482016506923,-0.0148720715059966,0.0416201278053793,-0.0772408535471169,-0.0022636157265923,0.263223452608408,-0.00181369307459807,-0.210600874674545,0.004121348317801,3.57796155602628,0.256405091769128,-0.00991626174977558,0.190538460110321,-0.160321052086875,0.0670056530470775,-0.834386836297509,0.0185398812281056,0.929046032086502,0.348647198649835,0.000909169196071348,0.905626884836484,0.951644305839363,5666210.6335459
"3",-0.0696406537486655,-0.00481784250420486,-0.00173658950755871,1.48832864675807,-0.0165562100934957,0.00733572863656091,-0.000658476313201983,1.17895615732682,-0.0138850877303705,0.00215998782659301,-0.000195041084841474,0.0251705255704745,-0.000994041824352801,-0.000497417226907419,-0.11870399223829,0.0294735696140844,0.00451873104623253,2.25799789660029,-0.0044925643238519,-0.00326608965481953,1.23279646912232,-0.00461842499986547,0.0214208497866513,0.00217684828151229,-0.0145708532013405,-0.00116104831770095,0.0240238418468508,0.0106696362259784,-0.000833791608912883,1.60959890015189,-0.102710150343251,-0.00815190197115937,0.025169019257003,-0.0160959565913854,-0.837612299986086,-0.125021495254015,0.615791964741449,1.14244969945604,-0.137345276286427,0.0261728276970648,-0.0260787486975736,0.00490611915927727,-0.00365408348542443,3.03567539331909,-0.0116313745178918,0.0377539923002555,-0.0617545865803564,-0.00248335658613318,0.291675719745656,-0.00096143755289627,-0.258470577838343,0.00489493590718987,3.58494794631453,0.240526066295615,-0.00877280588027833,0.194498306127451,-0.147040011052414,0.0726539336833568,-0.824043513222188,0.0221248890546134,0.936051837553766,0.339355395218509,-0.00509997744015689,0.901471976934646,0.949458781061424,5666209.94248798
"4",-0.0711819422748959,-0.000109406585342533,-0.00139139914508462,1.47368754845474,-0.0175072298497373,0.00674662530262337,-0.000518039631745425,1.18539966096622,-0.0135329949694006,0.00105451833628655,-0.00087657919240448,0.0248498412376269,-0.00108526265067277,-0.00061757783383342,-0.114371907438039,0.0279076586623795,0.0041490372003583,2.26378244582185,-0.00812918894496935,-0.00350349412609007,1.26119425561906,-0.00401120110875237,0.0211378047281008,0.00190516108661184,-0.0142462640118107,-0.00126592570500904,0.0241453543082386,0.0111503713502426,-0.000955992422659038,1.61423448643698,-0.0998697574692021,-0.00562227138309997,0.0192827538475655,-0.00897058176282783,-0.831256567899236,-0.128814664875365,0.611473546824348,1.14350955006989,-0.136706822518516,0.0347825523444029,-0.0266336122754707,0.0227972475432834,-0.00186667586586912,2.97357484262867,-0.0143575653631021,0.0389505477525339,-0.0752929270565476,-0.00448133683854271,0.264282190634547,-0.000823642856069858,-0.257298488964731,0.00429397416932816,3.58699423558733,0.256572585203767,-0.0121742509851261,0.189289579773388,-0.154499165564058,0.071302241308344,-0.821937633572548,0.0318893162762355,0.948106557043212,0.334868496860189,-0.00230790455156835,0.895621755828225,0.946372947536131,5666211.51092396
"5",-0.0707101370185581,-0.00133763308741494,-0.00121184542912421,1.47643562693045,-0.0146202046581466,0.00629995703541186,-0.00150462456449591,1.19030688700298,-0.0130083374982714,0.00192092504705952,-0.000458858972013064,0.0242722229180867,-0.000114696358153582,-0.000708509839768609,-0.123875930364358,0.0297780092559265,0.00406390655611425,2.26303206618811,-0.00769050088091713,-0.00265190676083517,1.24862271964878,-0.00316176498543395,0.0202247290891044,0.000657080427308341,-0.0154728769517081,-0.000182017360994883,0.0242824420583943,0.0118391290695947,-0.000830479783009871,1.62174210798532,-0.102800220484595,-0.00803872417733077,0.0205383015635667,-0.0127223900433323,-0.824867181182041,-0.129022742790305,0.613769660480054,1.14069371677109,-0.147384247977915,0.0281663387398386,-0.0304225500323527,0.0038536312704782,-0.00260005779180456,3.03729518415757,-0.01306688190281,0.0397940970429561,-0.0756452993902663,-0.00430747749555241,0.286572982971835,-0.000487466356224444,-0.268526302736075,0.00467570772504744,3.58713947647487,0.254944786832973,-0.00908707992939598,0.188579501812381,-0.158453429990569,0.0587604468242919,-0.832990779246264,0.0300622148134657,0.993039841545314,0.338428489701462,-0.00124925647996839,0.897829981493811,0.947538907641164,5666211.82811451
"6",-0.069915370097905,-0.00123803766698402,-0.000494903805328476,1.5118302980127,-0.0112615586263601,0.00777060914846002,-0.000908128153952153,1.17612409004861,-0.0143723804461201,0.000794364093002365,-0.002324393898485,0.0238126838929136,-0.00112376930985705,0.000674356510388939,-0.122871199077467,0.0276436284624947,0.00421721819898613,2.26133174617254,-0.00605861592616636,-0.00369976699599502,1.23923859106983,-0.00536841914257669,0.023434061675057,0.00221086196970355,-0.0144071714407354,-0.00112653662537053,0.022963545544696,0.0111496583871158,-0.00100174277260857,1.62564311454206,-0.105278096385808,-0.00705630368307998,0.0200077799969922,-0.0117789382434105,-0.83074735369263,-0.130383378981206,0.610613462849904,1.14054724347475,-0.15961809846115,0.0274773687786505,-0.0256208388015095,0.0131361460682378,-0.00163204985005529,3.04268289420574,-0.00975990505869892,0.0368848479304817,-0.0737323657487639,-0.00740405321837881,0.25336863637302,-0.00199702104341909,-0.24641816970436,0.00417732964805896,3.58415941582233,0.25416289942789,-0.000284006298323976,0.18720449673927,-0.137182641033621,0.0648926381359739,-0.82012698136033,0.0260696732649554,0.983815295325441,0.352280674183614,0.000735829275792695,0.903139884659831,0.950336721725426,5666212.9981364
"7",-0.0703398114288027,-0.00201694896610249,-0.000659423245484127,1.50078984722054,-0.0127455815534677,0.00725872565112059,-0.000793149209815059,1.18373109559964,-0.0143433679774252,0.000220087234068249,-0.0018105951409932,0.023840712028179,0.000788077872993961,0.000197061841432271,-0.123634536197127,0.0272531413906775,0.00419154240094161,2.26066237174153,-0.00637180667274776,-0.00382100906940171,1.25121976861592,-0.00572313200200016,0.0227887451879109,0.00200303584847768,-0.0146420959040238,-0.00122888028923704,0.0225267387508253,0.0111882802070815,-0.000784949395189108,1.62424054747098,-0.102038281873777,-0.00594301703443308,0.017969061960275,-0.0102102704624815,-0.833237424695084,-0.13130306220516,0.594677207483971,1.14172743794435,-0.146036062798814,0.0355374092338746,-0.0329755765510946,0.0142900460538103,-0.00148637478959468,3.07595119986677,-0.00782008006028209,0.0358033906003706,-0.0738075154488854,-0.0066180059425807,0.281033008161611,-0.00261603195839963,-0.24086449490704,0.00422980998564971,3.5833067063508,0.256599364106324,-0.00772562196699625,0.187246262925081,-0.14057308949411,0.065984122991554,-0.838600780526037,0.0271641202733208,0.961574635052941,0.35219398402372,0.000652674502549325,0.906047663285542,0.951865359851666,5666212.46365023
"8",-0.0701985338699467,-0.00134101705524025,-0.00109125268633495,1.4717451611731,-0.0121887815677427,0.00783472056070134,-0.00095482578826468,1.16510837720358,-0.0126032814770661,0.00294137670383741,-0.000243990137879797,0.0252489076169661,-0.000766563813355579,8.3423568027134e-06,-0.11407791312345,0.0290442613045763,0.0042999112641249,2.26121033499713,-0.00519355338453128,-0.00296040966335445,1.21715446396231,-0.00352828345299897,0.0228589393410423,0.00183921213455417,-0.0146705159261349,-0.00181355272479197,0.0223633141127268,0.00997869898485328,-0.000957383879124907,1.61233854506713,-0.10181151047036,-0.00728259329164275,0.0248287131482181,-0.0139207568608724,-0.830078394597305,-0.12580851857232,0.605821275233663,1.15261462134717,-0.142949749474192,0.0238397634352272,-0.0165666157998235,0.011814877560118,-0.00673017148220898,2.98261445792809,-0.0128269022703841,0.0422577833817359,-0.0639676785706475,0.00238014633764312,0.273626568160071,-0.000935156564479381,-0.258510921811198,0.00420941451002543,3.58785588384409,0.236202571208347,-0.01167856084795,0.194083689172975,-0.164120456380861,0.0605612968837683,-0.817296365610436,0.0155523568878517,0.94599465871107,0.363952969462398,-0.00362940485438706,0.899452174939932,0.948394524941984,5666217.69217772
"9",-0.069743573293832,-0.00333637168329193,-0.000832867661048327,1.48200596398739,-0.0133345808223257,0.00682122200479529,-0.000850385037507885,1.18787070276017,-0.0132582514151507,0.00173827021291367,-0.00264814162155288,0.024870657323813,-0.00273432560588805,0.000452260947572538,-0.113822720270885,0.0248440856476212,0.00421917432134355,2.26051750855885,-0.00915183949517016,-0.00367745338856221,1.25665168318291,-0.00460323701303247,0.0208966351334374,0.00267240436330679,-0.0147282658316465,-0.00101428423294686,0.0218161369180939,0.0113590359940921,-0.000810008502689516,1.61611367645517,-0.101620493603761,-0.00827918033426169,0.0195413345497826,-0.0123295409837584,-0.831167122765204,-0.130027474035006,0.63199831155476,1.16269270792629,-0.146052360999835,0.0227921659772526,-0.0390160483624061,0.0115977623685455,-0.00125631666328495,2.97974066376297,-0.011413883584411,0.0381740481763079,-0.0740477465853802,-0.00599712285270274,0.263500535830164,-0.00164152965566016,-0.226771943164866,0.00402709566160676,3.58322048745799,0.25382057227621,-0.000917203867802729,0.189686903571862,-0.142686275705952,0.0637328624636487,-0.816862218190057,0.0216303985644545,0.952601770561879,0.365665588865443,0.000895865670454862,0.905294344904799,0.951469571192268,5666218.86206207
"10",-0.0704562616011349,-0.00220792084649445,-0.000762619785305447,1.4934952217861,-0.019499353361256,0.0130697376853448,-0.00138554774723943,1.15915095851101,-0.0146851501057358,0.00199926607705259,-0.00165352410830918,0.0246293236721149,-0.00266995606214867,-0.00270048375568516,-0.119976394929282,0.0252561383872321,0.00405794375479161,2.26063497882946,-0.00956835335791124,-0.00235154281188893,1.25358309756471,-0.0040883832672136,0.023024332054925,0.00243000206041783,-0.0153775691486278,-0.00130262866784535,0.0260798704249158,0.0113315303145022,-0.000964016813983594,1.6145845850015,-0.10071151100906,-0.00448421564246751,0.0230997261872653,-0.0137855291810314,-0.841867525253255,-0.129375334740196,0.634892019902872,1.1621811043097,-0.143079427247974,0.0349844746217835,-0.015205006057046,0.00838803234965562,0.000280453048540478,3.04211819821905,-0.00887493954656031,0.0386825386297133,-0.0691525783661569,-0.00747935182222154,0.279335657030805,-0.000345141539894689,-0.216611392541922,0.00448934939703387,3.58383266332215,0.24863732462699,-0.00845123090496636,0.192015069944791,-0.149916898800235,0.0634282612301277,-0.830447766741761,0.0214077817499465,0.932022673614256,0.338591265005129,0.000211333099546815,0.895080750315832,0.946087073326674,5666203.84474394
