"","agem","agerace","agen","age0","wm","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","ey","mn","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","racew","racem","racen","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","n0","yage","yw","ym","yo","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0711010322384344,-0.00242308418256472,-0.00100447742622681,1.48219203541155,-0.0145768065251313,-0.00193775764306467,1.11348421706718,-0.0135226610640202,0.00141514010333907,-0.00170049373004202,0.024649007403726,-0.000998329687581362,0.00355953679902485,-0.107968447816823,0.0302950087430431,0.00342163451363144,0.363309719088514,-0.00207905178766478,1.35291215936113,-0.00300823408265511,0.022183496189665,0.00301848243676409,-0.0157037624463617,-0.000287545743923822,0.0275888990232331,0.0110343941043428,-0.000458867011620455,1.61641300547679,-0.104636717539259,-0.00915032429149531,0.0216241902382782,-0.0143101994653114,-0.854521295739073,-0.0872870188624522,0.619142780263572,0.019576059756024,-0.0300482245245571,0.0378439998572681,1.27769406460502,-0.151232001385688,0.028005090510776,-0.017741285872979,0.0215422847326633,0.234738022565818,-0.010458070678699,2.88048120547561,-0.013997771784014,0.0380579696154135,-0.0712848523142268,-0.000172885771339438,-0.00142440779733777,-0.49389157724655,3.45781259485572,0.242672751165012,-0.0133481753647342,-0.158189751709314,0.065673169551282,-0.848464465395302,0.0177590249208107,1.04701341367114,0.326617244488754,-0.00136161269679658,-5.02011264013632,0.882537083290387,0.939434448639386,4996324.89996767
"2",-0.0693843937301886,0.000512020425159603,-0.000827065380163507,1.51275701383263,-0.0108452029230693,-0.00150686211689822,1.1110393498899,-0.0143250587432294,0.00203452872316055,-0.00182301849635286,0.0248768691193525,8.88500801951819e-05,0.00194633580976451,-0.104510339009777,0.0283380314403951,0.00416235384657889,0.369869924127665,-0.00260844920615916,1.34924061912097,-0.0058789184734586,0.021543984327347,0.00117608203903564,-0.0141868011544629,-0.000431551965868357,0.0247127011569493,0.00869988589905211,-0.00054637474469067,1.61546115553524,-0.106151329637252,-0.00497767233630278,0.0152871898036209,-0.0165456245322082,-0.852033791351549,-0.0887419669392758,0.605485244619646,0.0201359024192,-0.0249841534049157,0.036138925408056,1.29258876378752,-0.152903445062516,0.0149545424375989,-0.0337425945122836,0.011153766618551,0.228075474160215,-0.0101385536755957,2.85377033546875,-0.0137147059161633,0.0412185888053376,-0.0684931308365078,-0.00061012704420756,-0.00127838999959445,-0.446245468112036,3.45402969969023,0.245859066860406,-0.00381480065164512,-0.161538014714414,0.0594547220700763,-0.845185494693902,0.02278665032137,1.07734883834209,0.344531176747314,-0.00177712951239675,-5.08059875822023,0.895596989506042,0.946359862581905,4996324.96224894
"3",-0.0700053256472327,0.000611865155002743,-9.96390711426115e-05,1.46521022717616,-0.0175467580211022,-0.00179744554980742,1.11024785562848,-0.0122178158046897,0.00139483548884144,0.00045126165806101,0.0242811259578998,-0.00134690106085709,0.000659181113743287,-0.112165662940548,0.0307537779649554,0.00377176488873238,0.35886631695004,-0.00115152762235667,1.31471654570583,-0.00330814693874977,0.0225379893682331,0.00240347841767349,-0.0133363907251435,-0.000451362941268185,0.0245272104170275,0.00978002836464456,-0.000538464961578889,1.61895295869183,-0.101512978474361,-0.0038647324904898,0.0247869119552783,-0.0125717047446598,-0.8500408105364,-0.0844502844508901,0.607832495924004,0.0183631023869347,-0.0282848109119915,0.0365170467634046,1.29693091167833,-0.149027931518361,0.0250562010756777,-0.00152166085686851,0.00848736703680378,0.244143818180358,-0.00874176664752352,2.91414540339419,-0.0148239969494748,0.0426907094495316,-0.0710064117299253,-0.00325312968426898,-0.000725858667215153,-0.487533526355832,3.45196285213278,0.246012290839345,-0.00854314902521931,-0.145780322249845,0.0669931256535699,-0.808359946333162,0.0250462832986517,1.06916566901999,0.326888428872829,-0.000329972418825099,-4.97889218054239,0.891053420988824,0.943956260103626,4996327.25502713
"4",-0.0708273812147999,-0.00111237039641064,-0.000331175725668226,1.50551465248356,-0.0118070373142949,-0.00196279439816501,1.11017376799105,-0.0139176226127571,0.00158706494329546,-0.00320575142067041,0.0246033982194579,-0.000155213084861863,0.00171960258557582,-0.115994968294304,0.0294660717732569,0.00368216346581764,0.364611938753624,-0.00203182206821074,1.38626644800255,-0.00505363439769383,0.0212627494337113,0.00113636097312043,-0.0160395105980779,-0.000183632162121167,0.0198246167077879,0.00993193341698994,-0.000594778966103541,1.61723898001922,-0.104851285607009,-0.00337637227437102,0.020018269447059,-0.01124007889869,-0.851614360206643,-0.0885476595144574,0.615641868598588,0.0166837861057416,-0.0324626724997341,0.0366298529681289,1.28943602065921,-0.155739429596501,0.0399760634876271,-0.0333504468599882,0.0197067260626224,0.245301900809822,-0.00901120116783678,2.9959978521612,-0.0109400709965769,0.042648720787915,-0.0690300689199659,0.00085528016004325,-0.00234508396101751,-0.481391037582897,3.45670343366801,0.24417210080575,-0.0113955025500165,-0.138601543680221,0.0665060752972966,-0.849119874462897,0.0142490090740397,1.03484757753147,0.324474123746104,-0.0026322302693418,-5.04446347514358,0.895195032416651,0.946147468641464,4996330.30228616
"5",-0.069870989485109,-0.00274966493556096,-0.000631694346080151,1.46901921418274,-0.0171178529044946,-0.0023867144420901,1.09969460972332,-0.0130319894337526,0.00214390067727057,-0.000204271615675406,0.0242649396938581,-0.00328749789920607,0.00203448016482257,-0.103274102754896,0.0304680805434544,0.00406565421225505,0.365940846452603,-0.00204273467238678,1.3229757681951,-0.00347974475211729,0.0226872492686598,0.00238385090562666,-0.0151088153590454,-0.000656684841360869,0.0273283509319927,0.0091854294674447,-0.000604616874826054,1.61799732242013,-0.0990121278320376,-0.00934882825869731,0.0205715741520418,-0.0148204207251217,-0.854345644725939,-0.0869514740304916,0.634787963733107,0.0205010610135438,-0.0233825021489754,0.0360405382107801,1.2977492615853,-0.141432654563039,0.0198103133058406,-0.024405326887678,0.0132831914596312,0.250054600203974,-0.0080060351106309,2.81362354648007,-0.0135344844385773,0.0421681819369923,-0.0709859975542701,-0.000936040501382828,3.27449508896303e-05,-0.486972317142898,3.45673413635194,0.242156135052962,-0.00697784045099431,-0.155477237814061,0.0681805141402323,-0.811464677312696,0.0209877902246735,1.0973029103524,0.312984262122915,-0.00565398112267728,-5.04800533860973,0.894731467531673,0.945902461954547,4996335.22202627
"6",-0.0701206894298434,-0.000326969293411081,-0.000647974783797234,1.50945701906331,-0.0120127556206112,-0.0014672031640451,1.10534615842049,-0.0140895865144439,0.00206850084095813,-0.00246851483695609,0.0247018354757479,-0.00126304884615729,0.000338968768135088,-0.108904907413326,0.031991425064714,0.00468930093131641,0.361510777875341,-0.00252930541381212,1.3805027127711,-0.00522465191177132,0.021226554282351,0.00133919786034704,-0.0151203029698711,-0.00102892593649196,0.0200801492607773,0.00929547618901228,-0.000891003007392005,1.61878747445828,-0.104786612729237,-0.00471395590912504,0.0176765560637107,-0.0162084303420848,-0.855436415250831,-0.0873802624063984,0.62095193803208,0.0183723552467297,-0.0317412386443792,0.0372029568395453,1.31614507305993,-0.154522947957528,0.0365541933533497,-0.0320506912048726,0.00845087651388783,0.231133198963431,-0.0107552670615966,2.92364604631679,-0.0101476179505659,0.0368611325411014,-0.0678939854295203,0.00217987107007269,-0.0013319216761741,-0.484515037995921,3.44964256887442,0.240270142792157,-0.004140931314606,-0.159455903241788,0.0666467415568717,-0.843365631120309,0.0173334054526759,1.034269226569,0.308507955155207,-0.00605221599548064,-4.99731857064989,0.894184566057662,0.945613327982248,4996331.76959517
"7",-0.0683898918828315,-0.00208368127322631,-0.000155357974776673,1.48353110745817,-0.0193420110230499,-0.00193585954737993,1.10154057427847,-0.0141181331534423,0.00203694736583333,-0.00123406968216782,0.0251312438726346,-0.00029514664043496,0.000828449164245655,-0.106930000013716,0.0279226002253261,0.00434999566439586,0.369166768678818,-0.00190023620236282,1.33886739497987,-0.00367310503117404,0.0229094114897681,0.00289105776011093,-0.0142714065409284,0.000137590894802225,0.0303036724886954,0.00918746411979308,-0.000730196614020509,1.61550930410567,-0.101955065289101,-0.00784417100335865,0.0223436557625941,-0.00975351517603555,-0.855257659093031,-0.0861457894740187,0.595811124989401,0.0204966949454586,-0.0268122272931243,0.0368361977697404,1.28694391961457,-0.140996003742263,0.0197626021840748,-0.0184144984299724,0.026122929227677,0.244338090641699,-0.0104303642202676,2.85361841676352,-0.0123797488072533,0.0390311909928897,-0.07262124394273,0.0003776042092923,-0.000710483387823979,-0.461943223045833,3.44981440167294,0.249936024129157,-0.00902602776517976,-0.14324544818813,0.0627754743030504,-0.811463366708471,0.0258185940928138,1.05585980957294,0.341749862198395,-0.00653122392021131,-5.08827712769701,0.895161049963407,0.946129510142986,4996329.78327879
"8",-0.0687343376685686,0.00179052021468139,-0.0010524167857225,1.48666812412723,-0.017956754545962,-0.00176377804567917,1.12179363598286,-0.0128505687604721,0.000605146763017199,-0.00252609828941977,0.0244811016344274,-0.00160809178915414,0.000183041181020498,-0.11506693296587,0.0322880014106646,0.00327810716147554,0.367465719226262,-0.00195982582666564,1.35275677443164,-0.00437675678281733,0.0210765218460499,0.00288992008199752,-0.0155085355400353,-0.000587503851220364,0.0225067388836486,0.00987300012710918,-0.000726620146647174,1.62182813066557,-0.102109672694715,-0.00520585279844809,0.0185619937260091,-0.0118506436294574,-0.851586385018054,-0.0864510441193077,0.619098209240122,0.0191437330606027,-0.0233717719915897,0.0352199611781602,1.29741297757364,-0.153693606839051,0.0314409249574737,-0.0301599843811748,0.010539947021119,0.240700842346974,-0.0065428448372833,2.95353146091573,-0.0121044448500199,0.0413237434859856,-0.0722274048762662,-0.000825303139154967,-0.00144451586959914,-0.511704355996406,3.46494926439982,0.239355413553725,-0.00655553465812372,-0.151976701614171,0.0659153721022088,-0.821498643754207,0.0218408950977527,1.09381142178752,0.331249273929122,-0.00177709348442202,-5.05320108998203,0.894539703656829,0.945801090957728,4996328.27638259
"9",-0.0722336657936332,-0.00203817163711904,-0.000734952933344445,1.48038468552387,-0.0115309016423132,-0.00193866002323087,1.09692295290805,-0.0135002120759567,0.00180123387917891,-0.00182522854160647,0.0246542667502254,-0.00246924127938694,0.0018594182157432,-0.112993158730033,0.0313941119005017,0.0037739553793455,0.353317352191857,-0.00170901314063067,1.3553291042473,-0.00393559765784393,0.0203591495898909,0.000558136475644867,-0.0143780767898659,-0.000626918233246405,0.0265343685236181,0.00960090217886846,-0.000722435264043223,1.62104488660071,-0.103744908435489,-0.00280908055205393,0.0180620611035928,-0.0115039826641739,-0.86672668742052,-0.0900285519841588,0.628213575000125,0.0217503990482221,-0.0262100769184126,0.0349763034860335,1.2896963838342,-0.143084311925741,0.0342194559537031,-0.0310907625479008,0.0232614791383094,0.232341684353846,-0.0109518193479798,2.94353712225745,-0.0130473460486291,0.0407700956075998,-0.0679084337407985,0.00316099420550989,-0.000485727614904017,-0.482305277966857,3.46672266917342,0.250840128677116,-0.00906629094775466,-0.14858299864448,0.06275925495102,-0.820825841141064,0.0228219242047335,1.1370231056316,0.328700570427952,-0.0049997956318499,-4.92168381237789,0.887576671637149,0.942112876271813,4996325.00153841
"10",-0.0671619351033809,-0.000631413913494678,-0.000877721008644637,1.47348972418574,-0.0160839148027076,-0.00216614713243548,1.12871133849656,-0.012948826523688,0.0025654790906127,-0.00095756872657851,0.0246466617254387,-0.00181964964671478,0.000375207544244493,-0.10588249619353,0.0330012826945727,0.0043285954735898,0.367592176802385,-0.00199533442299957,1.33456208342785,-0.00392283608882745,0.0206397815679096,0.00228624693006269,-0.0158253993790163,-0.000636635259138115,0.025261563175166,0.00986307475041392,-0.000677074046981857,1.62033067119984,-0.102723820731799,-0.00702569112949158,0.0207858951049684,-0.0136368310458694,-0.853507507252256,-0.0845976166873796,0.630106707780053,0.0143018846227343,-0.0259075797089443,0.0354701033877987,1.3054141705978,-0.147811151782194,0.0296919834789249,-0.0280499914815279,0.015379815417957,0.24040199451391,-0.00727492688884348,2.88098285204997,-0.0113040243531443,0.0405618568574334,-0.0692237361309443,0.00180213140222401,-0.00110863987023941,-0.513907065084848,3.4584198082919,0.248503626822526,-0.0130987760439687,-0.15841053623946,0.0591996293397986,-0.842186974017966,0.0175010065428207,0.999883196358372,0.328068130740318,-0.00606856539419182,-5.05266494040478,0.896295042932821,0.946728600462045,4996335.67959315
