solver,penalty,dual,tol,C,fit_intercept,intercept_scaling,max_iteration,multi_class,l1_ratio,class_weight,random_state,verbose,warm_start,n_jobs,EOD
liblinear,l1,False,0.715,24.040467883539417,True,1.24,96,auto,0.7832676999048077,,2019,0,False,,-0.038
saga,elasticnet,False,0.128,73.33904787322766,False,9.184,100,multinomial,0.8645636283859686,,2019,0,True,,-0.025
lbfgs,l2,False,0.715,24.040467883539417,True,1.24,96,auto,0.27325775368710603,,2019,0,False,,0.018
saga,l2,False,0.7991206880657888,30.097,False,6.063629524863889,98,multinomial,0.9134639782895039,,2019,0,False,,-0.038
saga,l2,False,0.7991206880657888,30.097,False,6.063629524863889,98,multinomial,0.24403266414483193,,2019,0,False,,-0.038
saga,l1,False,0.7991206880657888,30.097,False,6.063629524863889,98,multinomial,0.5351784919348138,,2019,0,False,,-0.038
saga,l1,False,0.7991206880657888,30.097,True,6.063629524863889,98,multinomial,0.7417529290055329,,2019,0,False,,-0.034
saga,l1,False,0.7991206880657888,30.097,True,6.063629524863889,98,multinomial,0.5725846780608198,,2019,0,False,,-0.034
saga,elasticnet,False,0.128,73.33904787322766,False,9.184,103,multinomial,0.256469248744742,,2019,0,True,,-0.025
saga,l1,False,0.5193110380143013,30.097,True,6.063629524863889,98,multinomial,0.16009893561477362,,2019,0,False,,-0.034
saga,l1,False,0.5193110380143013,30.097,True,7.861873667109601,98,multinomial,0.3483524981900912,,2019,0,False,,-0.034
lbfgs,l2,False,0.5193110380143013,30.097,True,7.861873667109601,98,multinomial,0.8346714321939546,,2019,0,False,,0.018
lbfgs,l2,False,0.5193110380143013,30.097,True,7.861873667109601,98,multinomial,0.8824558591550969,,2019,0,False,,0.018
lbfgs,l2,False,0.715,24.040467883539417,False,1.24,96,auto,0.5685794085755218,,2019,0,False,,0.014
lbfgs,none,False,0.5193110380143013,30.097,True,7.861873667109601,98,auto,0.3029579936695218,,2019,0,False,,0.018
saga,elasticnet,False,0.118,73.33904787322766,False,9.184,103,multinomial,0.2977034840589238,,2019,0,True,,-0.025
lbfgs,l2,False,0.5193110380143013,30.097,True,7.861873667109601,98,auto,0.8423624926026299,,2019,0,False,,0.019
liblinear,l2,True,0.118,73.33904787322766,False,9.184,103,ovr,,,2019,0,True,,-0.007
lbfgs,l2,False,0.715,73.49589684325396,False,1.24,96,auto,0.29061780642181045,,2019,0,False,,0.013
lbfgs,none,False,0.5193110380143013,30.097,True,7.861873667109601,97,auto,0.9358580298413288,,2019,0,False,,0.018
lbfgs,l2,False,0.5193110380143013,30.097,True,7.861873667109601,97,auto,0.49175211329546475,,2019,0,False,,0.019
lbfgs,none,False,0.5193110380143013,30.097,True,7.962,97,auto,0.36931800877622745,,2019,0,False,,0.018
lbfgs,l2,False,0.5193110380143013,30.097,True,7.962,97,auto,0.14965043720730764,,2019,0,False,,0.019
lbfgs,l2,False,0.5193110380143013,30.097,True,7.962,98,auto,0.7478017185921007,,2019,0,False,,0.019
lbfgs,l2,False,0.5193110380143013,30.097,True,7.962,98,auto,0.7519370778028491,,2019,0,False,,0.019
sag,l2,False,0.5193110380143013,31.097,True,7.962,98,multinomial,0.07913848966952508,,2019,0,True,,-0.02
sag,l2,False,0.5193110380143013,31.097,True,7.962,98,multinomial,0.3745943064438476,,2019,0,True,,-0.02
lbfgs,l2,False,0.715,73.49589684325396,False,1.24,96,auto,0.6454382212596955,,2019,0,False,,0.013
liblinear,l2,True,0.118,73.33904787322766,False,9.184,103,ovr,,,2019,0,False,,-0.007
sag,l2,False,0.5193110380143013,31.097,True,7.962,98,multinomial,0.06294836866745435,,2019,0,True,,-0.02
lbfgs,none,False,0.715,73.49589684325396,False,4.561644656360915,96,auto,0.8695958837839897,,2019,0,False,,0.013
sag,l2,False,0.5193110380143013,31.097,True,7.962,98,multinomial,0.7493536021116267,,2019,0,True,,-0.02
lbfgs,l2,False,0.281,5.077,False,6.411,101,ovr,0.9354614389933122,,2019,0,False,,0.013
sag,l2,False,0.5193110380143013,31.097,True,7.962,98,multinomial,0.38424897932250446,,2019,0,False,,-0.02
lbfgs,none,False,0.715,73.49589684325396,False,4.561644656360915,96,auto,0.28745261182656445,,2019,0,False,,0.013
lbfgs,l2,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.9220703909019845,,2019,0,False,,0.014
lbfgs,none,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.7159426168735938,,2019,0,False,,0.013
sag,none,False,0.5193110380143013,31.097,True,7.962,102,multinomial,0.5063469190868971,,2019,0,False,,-0.02
sag,none,False,0.5193110380143013,31.097,True,7.962,102,multinomial,0.7089417800667666,,2019,0,False,,-0.02
sag,none,False,0.5193110380143013,31.097,True,7.962,102,multinomial,0.7017597167830073,,2019,0,False,,-0.02
liblinear,l1,False,0.118,73.33904787322766,False,9.184,103,ovr,,,2019,0,False,,0.0
lbfgs,l2,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.6948036861700276,,2019,0,False,,0.014
lbfgs,l2,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.6316384891580452,,2019,0,False,,0.014
sag,none,False,0.5193110380143013,31.097,True,7.962,102,multinomial,0.6285376050074576,,2019,0,False,,-0.02
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.6605467513903652,,2019,0,False,,-0.044
sag,none,False,0.5193110380143013,31.097,True,7.962,102,auto,0.7300172758700588,,2019,0,False,,-0.041
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.10052674263819628,,2019,0,False,,-0.044
sag,l2,False,0.5193110380143013,86.93314485249645,True,7.962,102,auto,0.4517359236852906,,2019,0,False,,-0.041
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,auto,0.5983242472810149,,2019,0,False,,-0.044
liblinear,l1,False,0.118,73.33904787322766,False,9.184,102,ovr,,,2019,0,False,,0.0
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,ovr,0.05817893152389764,,2019,0,False,,-0.044
liblinear,l1,False,0.118,72.339,False,9.184,102,ovr,,,2019,0,False,,0.0
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,ovr,0.009410760907218374,,2019,0,False,,-0.044
sag,none,False,0.715,73.49589684325396,False,4.561644656360915,97,multinomial,0.5309621611142027,,2019,0,False,,-0.031
liblinear,l1,False,0.7233138088508284,72.339,False,9.184,102,ovr,,,2019,0,False,,-0.044
liblinear,l1,False,0.733,72.339,False,9.184,102,ovr,,,2019,0,False,,-0.044
liblinear,l1,False,0.733,72.339,False,9.284,102,ovr,,,2019,0,False,,-0.044
sag,none,False,0.715,73.49589684325396,False,4.561644656360915,97,multinomial,0.49615533121686517,,2019,0,False,,-0.031
liblinear,l2,False,0.5193110380143013,86.93314485249645,True,7.862,102,auto,0.1753483750850614,,2019,0,True,,-0.008
liblinear,l2,False,0.529,86.93314485249645,True,7.862,102,auto,0.09263377631910685,,2019,0,True,,-0.008
sag,none,False,0.715,73.49589684325396,False,4.561644656360915,97,multinomial,0.9162251920970501,,2019,0,False,,-0.031
liblinear,l2,False,0.529,85.933,True,7.862,102,auto,0.28765380770404037,,2019,0,True,,-0.008
liblinear,l2,False,0.529,85.933,True,7.862,102,auto,0.7364994727126615,,2019,0,True,,-0.008
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,ovr,0.1276770252872368,,2019,0,False,,-0.044
lbfgs,l2,False,0.529,85.933,True,7.862,102,auto,0.9541885432889617,,2019,0,True,,0.018
lbfgs,l2,False,0.529,85.933,True,7.862,102,auto,0.6645727715901332,,2019,0,True,,0.018
saga,elasticnet,False,0.316,49.139,False,3.61,96,multinomial,0.898734548127172,,2019,0,True,,-0.038
lbfgs,l2,False,0.529,85.933,True,4.058345147813939,102,auto,0.5724665477991981,,2019,0,True,,0.018
lbfgs,l2,False,0.529,85.933,True,4.058345147813939,102,auto,0.1466836733484166,,2019,0,False,,0.018
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,ovr,0.2965114562839747,,2019,0,False,,-0.044
lbfgs,l2,False,0.216,15.866,True,7.62,95,ovr,0.7449613772994612,,2019,0,False,,0.017
liblinear,l2,True,0.529,85.933,True,4.058345147813939,102,auto,0.279710709577334,,2019,0,False,,0.019
saga,l1,False,0.984,24.858,False,4.531,97,multinomial,,,2019,0,False,,-0.038
liblinear,l1,False,0.715,73.49589684325396,False,4.561644656360915,97,ovr,0.4656696408689056,,2019,0,False,,-0.044
lbfgs,l2,False,0.715,73.49589684325396,False,4.561644656360915,97,multinomial,0.07034909299738801,,2019,0,False,,0.014
liblinear,l2,True,0.529,85.933,True,4.058345147813939,102,auto,0.8723676380160282,,2019,0,False,,0.019
liblinear,l2,True,0.529,85.933,True,4.058345147813939,102,auto,0.6192597773401084,,2019,0,True,,0.019
liblinear,l2,True,0.529,85.933,True,4.058345147813939,102,auto,0.1466453717752375,,2019,0,True,,0.019
liblinear,l2,True,0.10599273778876994,85.933,True,4.058345147813939,102,auto,0.13506617916358865,,2019,0,True,,0.019
lbfgs,none,False,0.733,72.339,False,9.284,102,ovr,,,2019,0,False,,0.014
lbfgs,none,False,0.715,73.49589684325396,False,4.561644656360915,98,multinomial,0.50376005866814,,2019,0,False,,0.013
lbfgs,l2,False,0.733,72.339,True,9.284,102,ovr,,,2019,0,False,,0.018
liblinear,l2,True,0.10599273778876994,85.933,True,4.058345147813939,102,auto,0.8014034797905468,,2019,0,True,,0.019
lbfgs,l2,False,0.715,73.49589684325396,False,4.561644656360915,98,multinomial,0.8393469735211757,,2019,0,False,,0.013
liblinear,l2,True,0.10599273778876994,85.933,True,4.058345147813939,95,auto,0.7655333447161996,,2019,0,True,,-0.001
liblinear,l2,True,0.10599273778876994,85.933,True,4.158,95,auto,0.2967946077537871,,2019,0,True,,-0.001
lbfgs,none,False,0.733,72.339,True,9.284,102,ovr,,,2019,0,False,,0.019
lbfgs,none,False,0.715,73.49589684325396,False,4.561644656360915,98,multinomial,0.7293428829876888,,2019,0,False,,0.013
liblinear,l2,True,0.10599273778876994,86.933,True,4.158,95,auto,0.14643692647367856,,2019,0,True,,-0.001
lbfgs,none,False,0.733,72.339,True,9.284,102,ovr,,,2019,0,True,,0.019
liblinear,l2,True,0.10599273778876994,86.933,True,4.158,95,auto,0.526205003421539,,2019,0,True,,-0.001
lbfgs,none,False,0.733,72.339,True,9.284,102,auto,,,2019,0,True,,0.019
lbfgs,none,False,0.715,74.496,False,4.561644656360915,98,multinomial,0.7444231143167204,,2019,0,False,,0.013
lbfgs,l2,False,0.715,74.496,False,4.561644656360915,98,multinomial,0.023276177726627045,,2019,0,False,,0.014
liblinear,l2,True,0.10599273778876994,86.933,False,4.158,95,auto,0.5933659354818974,,2019,0,True,,-0.001
liblinear,l2,True,0.10599273778876994,92.84836838169664,False,4.158,95,auto,0.14451895755303756,,2019,0,True,,-0.001
lbfgs,none,False,0.733,72.339,True,9.284,102,auto,,,2019,0,False,,0.019
lbfgs,none,False,0.715,74.496,False,4.29275000383613,98,multinomial,0.9970250197322627,,2019,0,False,,0.013
liblinear,l2,True,0.10599273778876994,92.84836838169664,True,4.058,104,auto,0.057888049149712684,,2019,0,True,,-0.014
lbfgs,l2,False,0.715,74.496,True,4.29275000383613,98,multinomial,0.5813046979865919,,2019,0,False,,0.018
liblinear,l2,True,0.10599273778876994,92.84836838169664,True,4.058,104,auto,,,2019,0,False,,-0.014
lbfgs,l2,False,0.715,74.496,True,5.579323268259225,98,multinomial,0.6909965387541676,,2019,0,False,,0.018
lbfgs,l2,False,0.715,74.496,False,5.579323268259225,98,multinomial,0.12648133761693625,,2019,0,False,,0.014
lbfgs,l2,False,0.715,74.496,False,5.579323268259225,98,multinomial,0.5786807596139701,,2019,0,False,,0.014
liblinear,l2,True,0.10599273778876994,92.84836838169664,True,4.158,104,auto,,,2019,0,False,,-0.014
lbfgs,l2,False,0.715,74.496,True,5.579323268259225,98,multinomial,0.5743943043556532,,2019,0,False,,0.018
saga,elasticnet,False,0.10599273778876994,92.84836838169664,True,4.158,104,auto,0.8268068509625203,,2019,0,False,,-0.035
saga,elasticnet,False,0.10599273778876994,92.84836838169664,False,4.158,103,auto,0.11691703536434517,,2019,0,False,,-0.039
lbfgs,none,False,0.715,74.496,False,5.579323268259225,98,multinomial,0.02464332287256754,,2019,0,False,,0.013
lbfgs,none,False,0.715,74.496,False,5.579323268259225,98,multinomial,0.2193131702612775,,2019,0,False,,0.013
lbfgs,l2,False,0.715,73.496,False,5.579323268259225,98,multinomial,0.835588148591453,,2019,0,False,,0.014
saga,elasticnet,False,0.10599273778876994,92.84836838169664,False,4.158,103,auto,0.06491018008953497,,2019,0,False,,-0.039
lbfgs,none,False,0.715,72.496,False,5.579323268259225,98,multinomial,0.5673951616046677,,2019,0,False,,0.013
lbfgs,l2,False,0.715,72.496,True,5.579323268259225,98,multinomial,0.7640863831355549,,2019,0,False,,0.018
lbfgs,none,False,0.10599273778876994,92.84836838169664,False,4.158,103,auto,,,2019,0,False,,0.014
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.158,103,auto,,,2019,0,False,,0.014
lbfgs,none,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,,,2019,0,False,,0.014
lbfgs,none,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,,,2019,0,True,,0.014
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,,,2019,0,False,,0.014
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,,,2019,0,True,,0.014
lbfgs,none,False,0.715,72.496,True,5.579323268259225,98,multinomial,0.9641387742621457,,2019,0,False,,0.018
sag,l2,False,0.26,73.375,False,4.563,105,multinomial,0.1421564290418641,,2019,0,True,,-0.031
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,multinomial,,,2019,0,True,,0.013
lbfgs,none,False,0.715,73.496,True,5.579323268259225,98,multinomial,0.9094335717759184,,2019,0,False,,0.018
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,multinomial,0.8630423942523122,,2019,0,True,,0.013
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,0.6240886113712073,,2019,0,True,,0.014
liblinear,l1,False,0.715,73.496,True,5.579323268259225,98,ovr,0.18554859212171404,,2019,0,False,,-0.031
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,0.9607368513582407,,2019,0,True,,0.014
lbfgs,l2,False,0.10599273778876994,92.84836838169664,False,4.058,103,auto,0.03450681108730247,,2019,0,True,,0.014
liblinear,l1,False,0.715,73.496,True,5.579323268259225,98,ovr,0.3909481088058857,,2019,0,True,,-0.031
liblinear,l2,True,0.10599273778876994,92.84836838169664,False,4.058,103,auto,0.8396117100937791,,2019,0,True,,-0.007
lbfgs,none,False,0.733,72.339,True,9.184,102,auto,,,2019,0,False,,0.019
liblinear,l2,True,0.10599273778876994,92.84836838169664,False,4.058,103,auto,0.5067492705215986,,2019,0,False,,-0.007
liblinear,l2,True,0.10599273778876994,91.848,False,4.058,103,auto,0.9676892805489756,,2019,0,False,,-0.007
liblinear,l1,False,0.715,73.496,False,5.579323268259225,98,ovr,0.37941215278975027,,2019,0,True,,-0.044
liblinear,l2,True,0.10599273778876994,91.848,False,4.058,103,auto,0.730293919716492,,2019,0,False,,-0.007
liblinear,l2,True,0.10599273778876994,91.848,False,4.058,104,auto,0.24364487201661267,,2019,0,False,,-0.022
newton-cg,none,False,0.733,72.339,True,9.184,102,auto,,,2019,0,False,,0.019
liblinear,l1,False,0.715,73.496,False,5.579323268259225,98,ovr,0.3454952066754192,,2019,0,True,,-0.044
liblinear,l2,True,0.116,91.848,False,4.058,104,auto,0.11314364599634363,,2019,0,False,,-0.022
liblinear,l2,True,0.116,91.848,False,4.058,105,auto,0.42417620502150066,,2019,0,False,,0.025
liblinear,l2,True,0.116,91.848,False,4.058,105,ovr,0.4138840157368525,,2019,0,False,,0.025
liblinear,l1,False,0.715,73.496,False,5.579323268259225,98,ovr,0.3745809759207749,,2019,0,True,,-0.044
liblinear,l2,True,0.126,91.848,False,4.058,105,ovr,0.4562887583947164,,2019,0,False,,0.025
liblinear,l1,False,0.715,73.496,False,5.579323268259225,98,ovr,0.5091742910169647,,2019,0,True,,-0.044
liblinear,l2,False,0.126,91.848,False,4.058,105,ovr,0.5899674963403235,,2019,0,False,,-0.002
liblinear,l2,False,0.126,91.848,False,4.058,104,ovr,0.4520791891670519,,2019,0,False,,-0.002
liblinear,l1,False,0.715,73.496,False,5.479,98,ovr,0.013689226800818521,,2019,0,True,,-0.044
liblinear,l1,False,0.715,73.496,False,5.479,98,ovr,0.5744804723020918,,2019,0,True,,-0.044
newton-cg,none,False,0.733,72.339,True,9.184,102,auto,,,2019,0,True,,0.019
liblinear,l2,False,0.126,91.848,False,4.058,104,ovr,0.3430768069010097,,2019,0,False,,-0.002
lbfgs,l2,False,0.715,73.496,False,5.479,98,multinomial,0.19585494679687754,,2019,0,True,,0.014
liblinear,l2,False,0.126,91.848,False,4.058,104,ovr,0.47451858785033374,,2019,0,False,,-0.002
lbfgs,none,False,0.715,73.496,False,5.479,99,multinomial,0.37211278572570583,,2019,0,True,,0.014
lbfgs,none,False,0.715,73.496,False,5.479,95,multinomial,0.8986593480903343,,2019,0,True,,0.013
liblinear,l2,False,0.126,91.848,False,4.058,104,ovr,0.6588109409986911,,2019,0,False,,-0.002
liblinear,l2,False,0.126,91.848,False,4.158,104,ovr,0.47295928411356436,,2019,0,False,,-0.002
liblinear,l2,False,0.126,91.848,False,4.158,104,ovr,0.011387624472730118,,2019,0,True,,-0.002
liblinear,l2,False,0.126,91.848,False,4.158,104,ovr,0.9535189302296808,,2019,0,False,,-0.002
liblinear,l2,False,0.126,91.848,False,4.158,105,ovr,0.12568001013471952,,2019,0,False,,-0.002
lbfgs,l2,False,0.715,69.32519134446275,False,5.479,95,multinomial,0.35376960645391375,,2019,0,True,,0.014
lbfgs,l2,False,0.715,70.325,False,5.479,95,multinomial,0.3867837007958923,,2019,0,True,,0.014
lbfgs,none,False,0.733,72.339,True,9.184,102,auto,,,2019,0,True,,0.019
liblinear,l2,False,0.126,91.848,False,4.158,105,ovr,0.5877255069757068,,2019,0,True,,-0.002
liblinear,l2,False,0.126,91.848,False,4.258,105,ovr,0.14797097180669627,,2019,0,True,,-0.002
liblinear,l2,False,0.126,91.848,False,4.258,105,ovr,0.40551784827005166,,2019,0,True,,-0.002
lbfgs,none,False,0.715,70.325,False,5.479,95,multinomial,0.15474042529514753,,2019,0,True,,0.013
liblinear,l2,False,0.126,85.76681586785473,False,4.258,105,ovr,0.16228452672811666,,2019,0,True,,-0.002
lbfgs,none,False,0.715,70.325,False,5.479,95,multinomial,0.2514702971954338,,2019,0,True,,0.013
lbfgs,none,False,0.733,72.339,False,9.184,102,auto,,,2019,0,True,,0.014
lbfgs,none,False,0.715,70.325,False,2.371132347450236,95,multinomial,0.33807690974890314,,2019,0,True,,0.013
lbfgs,none,False,0.715,70.325,False,2.371132347450236,95,multinomial,0.3011444932927615,,2019,0,True,,0.013
liblinear,l2,False,0.126,86.767,False,4.258,105,ovr,0.5450393111044802,,2019,0,True,,-0.002
liblinear,l2,False,0.126,86.767,False,4.258,105,ovr,0.925840218151757,,2019,0,True,,-0.002
lbfgs,none,False,0.715,70.325,False,2.371132347450236,95,multinomial,0.07420250962650954,,2019,0,False,,0.013
lbfgs,none,False,0.733,72.339,False,9.184,95,auto,,,2019,0,True,,0.014
liblinear,l2,True,0.126,86.767,False,4.258,105,ovr,0.09340506378486557,,2019,0,True,,0.025
liblinear,l2,True,0.126,87.767,False,4.258,105,ovr,0.40581083890933123,,2019,0,True,,0.025
lbfgs,l2,False,0.715,70.325,False,2.371132347450236,95,multinomial,,,2019,0,False,,0.014
liblinear,l2,True,0.126,87.767,False,4.258,105,auto,0.7444120674081249,,2019,0,True,,0.025
liblinear,l2,True,0.126,87.767,False,4.258,105,auto,0.48680636999174765,,2019,0,True,,0.025
lbfgs,l2,False,0.715,71.325,False,2.371132347450236,95,multinomial,,,2019,0,False,,0.014
liblinear,l2,True,0.126,87.767,False,4.258,105,auto,,,2019,0,False,,0.025
saga,none,False,0.216,86.412,True,6.935,99,multinomial,,,2019,0,True,,-0.034
lbfgs,none,False,0.733,72.339,False,9.084,95,auto,,,2019,0,True,,0.014
lbfgs,none,False,0.715,71.325,False,2.371132347450236,95,multinomial,0.12286489503000508,,2019,0,False,,0.013
lbfgs,none,False,0.715,71.325,False,2.371132347450236,95,multinomial,,,2019,0,False,,0.013
lbfgs,l2,False,0.126,87.767,False,4.158,105,auto,,,2019,0,False,,0.014
lbfgs,l2,False,0.126,87.767,False,4.258,105,auto,,,2019,0,False,,0.014
lbfgs,l2,False,0.126,87.767,False,4.258,105,auto,,,2019,0,True,,0.014
lbfgs,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,,,2019,0,False,,0.013
sag,none,False,0.733,72.339,False,9.084,95,multinomial,,,2019,0,True,,-0.031
lbfgs,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.6976033194285285,,2019,0,False,,0.013
sag,none,False,0.733,72.339,False,9.480811683540393,95,multinomial,,,2019,0,True,,-0.031
saga,elasticnet,False,0.126,88.767,False,7.129265517101656,105,auto,0.2073224512169839,,2019,0,True,,-0.043
saga,elasticnet,False,0.126,88.767,True,7.129265517101656,105,auto,0.006006429494220367,,2019,0,True,,-0.039
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.36127322509397675,,2019,0,False,,0.014
saga,elasticnet,False,0.07967384822183672,88.767,True,7.129265517101656,105,auto,0.34288631615145404,,2019,0,True,,-0.032
liblinear,l1,False,0.733,72.339,False,9.480811683540393,95,ovr,,,2019,0,True,,-0.044
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.7021281967958332,,2019,0,False,,0.014
saga,elasticnet,False,0.07967384822183672,88.767,True,7.129265517101656,105,auto,0.5681264442194691,,2019,0,True,,-0.032
newton-cg,none,False,0.823,99.859,False,5.644,102,auto,0.20185082783272668,,2019,0,False,,0.014
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.32850758469618213,,2019,0,False,,0.014
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.6769162412270067,,2019,0,False,,0.014
saga,elasticnet,False,0.07967384822183672,88.767,True,7.129265517101656,105,auto,0.48198299501705333,,2019,0,False,,-0.032
lbfgs,none,False,0.733,72.339,False,9.480811683540393,95,multinomial,,,2019,0,True,,0.013
newton-cg,none,False,0.733,72.339,False,9.480811683540393,95,multinomial,,,2019,0,True,,0.014
saga,elasticnet,False,0.07967384822183672,88.767,False,7.129265517101656,105,auto,0.6157456580761095,,2019,0,False,,-0.037
liblinear,l1,False,0.043,37.074,False,0.415,105,auto,0.7452541343221886,,2019,0,False,,0.005
saga,elasticnet,False,0.07967384822183672,88.767,False,7.129265517101656,105,auto,0.8906231635004117,,2019,0,False,,-0.037
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.2622429420920591,,2019,0,True,,0.014
newton-cg,none,False,0.733,71.339,False,9.480811683540393,95,multinomial,,,2019,0,True,,0.014
saga,elasticnet,False,0.07967384822183672,88.767,False,7.129265517101656,105,auto,0.5996406741676191,,2019,0,False,,-0.037
saga,elasticnet,False,0.07967384822183672,88.767,False,7.129265517101656,105,auto,0.678489597667637,,2019,0,False,,-0.037
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,95,multinomial,0.3226472974810549,,2019,0,True,,0.014
saga,elasticnet,False,0.07967384822183672,88.767,False,7.129265517101656,105,auto,0.6417347492865925,,2019,0,False,,-0.037
saga,elasticnet,False,0.07,88.767,False,7.129265517101656,105,auto,0.6841664523875646,,2019,0,False,,-0.033
saga,elasticnet,False,0.07,88.767,False,7.129265517101656,105,auto,0.10469293987889894,,2019,0,False,,-0.033
saga,elasticnet,False,0.07,88.767,False,7.129265517101656,105,auto,0.10722322889029878,,2019,0,True,,-0.033
saga,elasticnet,False,0.07,88.767,False,7.129265517101656,105,auto,0.215109685111727,,2019,0,True,,-0.033
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,100,multinomial,0.1943270323527232,,2019,0,True,,0.014
saga,elasticnet,False,0.07,88.767,False,7.129265517101656,104,auto,0.04138244780806977,,2019,0,True,,-0.033
newton-cg,none,False,0.733,71.339,False,9.381,95,multinomial,,,2019,0,True,,0.014
saga,elasticnet,False,0.07,87.767,False,7.129265517101656,104,auto,0.30250755580404676,,2019,0,True,,-0.033
newton-cg,none,False,0.20420242003602807,71.325,False,2.371132347450236,99,multinomial,0.4670254294165628,,2019,0,True,,0.014
saga,elasticnet,False,0.07,87.767,False,7.129265517101656,104,auto,0.19670380369637475,,2019,0,True,,-0.033
saga,elasticnet,False,0.07,92.89920181824051,False,7.129265517101656,104,auto,0.9900149547415549,,2019,0,True,,-0.033
saga,elasticnet,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.9646202703308365,,2019,0,True,,-0.033
saga,elasticnet,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.06664934417731494,,2019,0,True,,-0.033
lbfgs,none,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.6437121808635063,,2019,0,True,,0.014
newton-cg,none,False,0.20420242003602807,38.92991165310112,False,2.371132347450236,99,multinomial,0.1280210414766717,,2019,0,True,,0.014
lbfgs,l2,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.9254679582191323,,2019,0,True,,0.014
newton-cg,none,False,0.20420242003602807,38.92991165310112,False,2.371132347450236,105,multinomial,0.6018302003890472,,2019,0,True,,0.014
lbfgs,none,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.9401714740832883,,2019,0,True,,0.014
lbfgs,none,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.008493240601209595,,2019,0,True,,0.014
newton-cg,l2,False,0.733,71.339,False,9.381,95,multinomial,,,2019,0,False,,0.014
lbfgs,none,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.6086870371052169,,2019,0,True,,0.014
lbfgs,none,False,0.07,92.89920181824051,False,7.129265517101656,105,auto,0.10315703715934932,,2019,0,True,,0.014
lbfgs,none,False,0.07,93.899,False,7.129265517101656,105,auto,0.905431027132264,,2019,0,True,,0.014
newton-cg,none,False,0.20420242003602807,38.92991165310112,False,2.371132347450236,97,multinomial,0.13346077789107125,,2019,0,True,,0.014
lbfgs,none,False,0.07,93.899,False,7.129265517101656,105,auto,0.6019874152409552,,2019,0,True,,0.014
lbfgs,none,False,0.07,93.899,False,7.129265517101656,96,auto,0.45470807975258587,,2019,0,True,,0.013
lbfgs,l2,False,0.07,93.899,False,7.129265517101656,96,auto,0.5955426274862456,,2019,0,True,,0.013
lbfgs,none,False,0.07,31.15570720447495,False,7.129265517101656,96,auto,0.6574395900970865,,2019,0,True,,0.013
newton-cg,none,False,0.733,71.339,False,9.381,95,multinomial,,,2019,0,False,,0.014
lbfgs,none,False,0.07,31.15570720447495,False,7.129265517101656,96,auto,0.494145597013521,,2019,0,True,,0.013
lbfgs,l2,False,0.07,31.15570720447495,False,7.129265517101656,96,auto,0.5580856671076789,,2019,0,True,,0.014
lbfgs,l2,False,0.07,31.15570720447495,False,7.129265517101656,96,auto,0.46865149119746075,,2019,0,True,,0.014
lbfgs,none,False,0.07,31.15570720447495,False,7.129265517101656,96,auto,0.18822114968564774,,2019,0,True,,0.013
lbfgs,none,False,0.07,11.555419094741206,False,7.129265517101656,96,auto,0.24158782835144899,,2019,0,True,,0.013
