solver,penalty,dual,tol,C,fit_intercept,intercept_scaling,max_iteration,multi_class,l1_ratio,class_weight,random_state,verbose,warm_start,n_jobs,EOD
newton-cg,l2,False,0.7439309287306989,16.14375485597998,True,3.801,104,ovr,0.3161120203373988,,2019,0,False,,0.022
newton-cg,l2,False,0.7439309287306989,16.14375485597998,True,3.801,104,ovr,,,2019,0,False,,0.022
newton-cg,l2,False,0.7439309287306989,16.14375485597998,True,3.801,102,ovr,,,2019,0,False,,0.022
liblinear,l1,False,0.797,42.88298817272936,True,2.68,96,ovr,0.3562621896150353,,2019,0,True,,-0.046
newton-cg,l2,False,0.7423503712994249,16.14375485597998,True,3.801,102,ovr,,,2019,0,False,,0.022
newton-cg,none,False,0.401,69.001,True,3.69,95,auto,0.7133340686479843,,2019,0,True,,0.022
sag,l2,False,0.28432638403691635,92.366,False,5.079932406127733,105,ovr,,,2019,0,False,,-0.067
liblinear,l1,False,0.797,42.88298817272936,True,2.68,96,ovr,0.3096883619821068,,2019,0,True,,-0.046
newton-cg,l2,False,0.7423503712994249,16.14375485597998,True,3.801,102,ovr,0.8559724000250744,,2019,0,False,,0.022
liblinear,l1,False,0.797,42.88298817272936,True,2.68,96,ovr,0.1892224152263584,,2019,0,True,,-0.046
liblinear,l1,False,0.797,42.88298817272936,True,2.68,96,ovr,0.6394164576124598,,2019,0,True,,-0.046
lbfgs,none,False,0.797,42.88298817272936,True,2.68,96,multinomial,0.5577767056154748,,2019,0,True,,0.02
newton-cg,none,False,0.7423503712994249,27.727142230694035,True,3.801,102,ovr,0.47524201094050866,,2019,0,False,,0.022
lbfgs,l2,False,0.797,42.88298817272936,True,2.68,96,multinomial,0.8953795750409793,,2019,0,True,,0.02
newton-cg,none,False,0.7423503712994249,27.727142230694035,True,3.801,102,ovr,,,2019,0,False,,0.022
newton-cg,l2,False,0.7423503712994249,27.727142230694035,True,3.901,102,ovr,,,2019,0,False,,0.022
lbfgs,l2,False,0.797,42.88298817272936,True,2.68,96,multinomial,0.05770529748022479,,2019,0,False,,0.02
lbfgs,none,False,0.797,42.88298817272936,True,2.68,103,multinomial,0.6321635031680476,,2019,0,False,,0.02
lbfgs,l2,False,0.797,42.88298817272936,True,2.68,103,multinomial,0.6075126371687452,,2019,0,False,,0.02
newton-cg,l2,False,0.7423503712994249,27.727142230694035,True,4.001,102,ovr,,,2019,0,False,,0.022
newton-cg,none,False,0.7423503712994249,27.727142230694035,False,4.001,102,ovr,,,2019,0,False,,0.015
lbfgs,none,False,0.797,42.88298817272936,True,2.68,103,multinomial,0.7476315416369127,,2019,0,False,,0.02
newton-cg,none,False,0.732,27.727142230694035,False,4.001,102,ovr,,,2019,0,False,,0.015
lbfgs,none,False,0.797,42.88298817272936,True,2.68,102,multinomial,0.8259390548092183,,2019,0,False,,0.02
newton-cg,l2,False,0.732,27.727142230694035,False,4.001,102,ovr,,,2019,0,True,,0.015
lbfgs,none,False,0.797,42.88298817272936,True,2.68,102,multinomial,0.5310617793545707,,2019,0,False,,0.02
liblinear,l1,False,0.767,18.76241113768106,False,7.209,102,ovr,0.7026649733396602,,2019,0,False,,-0.053
lbfgs,none,False,0.797,42.88298817272936,True,9.747922366804259,102,multinomial,0.7640663932093709,,2019,0,False,,0.02
liblinear,l1,False,0.777,18.76241113768106,False,7.209,102,ovr,0.6266712112321076,,2019,0,False,,-0.053
liblinear,l1,False,0.787,18.76241113768106,False,7.209,102,ovr,0.6467955321707956,,2019,0,False,,-0.053
newton-cg,none,False,0.732,27.727142230694035,False,4.001,102,ovr,,,2019,0,True,,0.015
liblinear,l2,False,0.217,25.939,False,9.821,104,ovr,0.8928123481231892,,2019,0,False,,-0.005
lbfgs,none,False,0.797,42.88298817272936,True,9.747922366804259,102,multinomial,0.17720231351327642,,2019,0,False,,0.02
saga,none,False,0.084,63.119,True,2.961,97,ovr,,,2019,0,True,,-0.03
lbfgs,none,False,0.797,42.88298817272936,True,9.747922366804259,101,multinomial,0.21142167327770123,,2019,0,False,,0.02
newton-cg,none,False,0.732,27.727142230694035,False,1.448048257769286,102,ovr,,,2019,0,True,,0.015
lbfgs,none,False,0.797,42.88298817272936,True,9.747922366804259,103,multinomial,0.5201211111002376,,2019,0,False,,0.02
newton-cg,none,False,0.732,27.727142230694035,False,1.448048257769286,103,ovr,,,2019,0,True,,0.015
lbfgs,none,False,0.732,27.727142230694035,False,1.448048257769286,103,ovr,,,2019,0,True,,0.015
lbfgs,l2,False,0.797,42.88298817272936,True,9.747922366804259,103,multinomial,0.7970425023787862,,2019,0,False,,0.02
lbfgs,none,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,,,2019,0,True,,0.021
lbfgs,none,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,0.9977688960901243,,2019,0,True,,0.021
lbfgs,none,False,0.797,42.88298817272936,True,9.648,103,multinomial,0.05626156285424799,,2019,0,False,,0.02
lbfgs,none,False,0.797,42.88298817272936,True,9.648,102,multinomial,0.4994984956546158,,2019,0,False,,0.02
lbfgs,l2,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,0.06518038455882114,,2019,0,True,,0.02
lbfgs,l2,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,0.4399746390745607,,2019,0,False,,0.02
lbfgs,none,False,0.797,42.88298817272936,True,9.648,102,multinomial,0.7516167478612875,,2019,0,True,,0.02
liblinear,l1,False,0.787,18.76241113768106,False,7.209,103,ovr,0.12107946963876803,,2019,0,False,,-0.053
lbfgs,none,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,0.23686366242868118,,2019,0,False,,0.021
liblinear,l1,False,0.787,9.092889758453227,False,7.209,103,ovr,0.5472401329462283,,2019,0,False,,-0.053
lbfgs,l2,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,,,2019,0,False,,0.02
lbfgs,l2,False,0.797,42.88298817272936,True,9.648,102,multinomial,0.5897370127899743,,2019,0,True,,0.02
liblinear,l1,False,0.787,9.092889758453227,False,7.209,103,ovr,0.6374894444386229,,2019,0,False,,-0.053
lbfgs,none,False,0.732,27.727142230694035,True,1.448048257769286,103,ovr,,,2019,0,False,,0.021
liblinear,l1,False,0.787,9.092889758453227,False,7.209,103,ovr,0.5043045579342629,,2019,0,False,,-0.053
lbfgs,none,False,0.552298101111951,42.88298817272936,True,9.648,102,multinomial,0.29599189026822026,,2019,0,True,,0.02
lbfgs,l2,False,0.552298101111951,42.88298817272936,True,9.648,102,multinomial,0.18019599669864927,,2019,0,True,,0.02
lbfgs,none,False,0.732,43.7718754441132,True,1.448048257769286,103,ovr,,,2019,0,False,,0.021
lbfgs,l2,False,0.552298101111951,42.88298817272936,True,9.648,102,multinomial,0.8332419776182441,,2019,0,True,,0.02
liblinear,l1,False,0.787,9.092889758453227,False,7.209,103,ovr,0.3117826986291504,,2019,0,False,,-0.053
lbfgs,none,False,0.732,43.7718754441132,True,1.448048257769286,101,ovr,,,2019,0,False,,0.021
lbfgs,none,False,0.552298101111951,42.88298817272936,True,9.648,102,multinomial,0.530165247490123,,2019,0,True,,0.02
lbfgs,none,False,0.552298101111951,42.88298817272936,True,9.648,102,multinomial,0.5284547773113226,,2019,0,True,,0.02
lbfgs,none,False,0.552298101111951,42.88298817272936,False,9.648,102,multinomial,0.6126639735907471,,2019,0,True,,0.015
lbfgs,none,False,0.552298101111951,43.883,False,9.648,102,multinomial,0.5465659107067954,,2019,0,True,,0.015
sag,none,False,0.28432638403691635,93.366,False,5.079932406127733,105,ovr,,,2019,0,False,,-0.067
liblinear,l1,False,0.787,9.092889758453227,False,7.209,103,ovr,0.6589534757717525,,2019,0,False,,-0.053
lbfgs,none,False,0.3980099577872769,43.883,False,9.648,102,multinomial,0.8701314733909843,,2019,0,True,,0.015
lbfgs,l2,False,0.732,43.7718754441132,True,1.448048257769286,101,ovr,,,2019,0,False,,0.02
lbfgs,none,False,0.3980099577872769,43.883,False,9.648,102,multinomial,0.31749939626611934,,2019,0,True,,0.015
sag,l2,False,0.093,79.518,True,2.7,95,multinomial,0.79604199035384,,2019,0,False,,0.003
lbfgs,none,False,0.3980099577872769,43.883,False,9.648,102,multinomial,0.22673913835366066,,2019,0,True,,0.015
lbfgs,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,,,2019,0,False,,0.021
lbfgs,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,,,2019,0,True,,0.021
lbfgs,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,0.33087097847306424,,2019,0,True,,0.021
lbfgs,none,False,0.3980099577872769,43.883,False,8.649380503792228,102,multinomial,0.494383641666416,,2019,0,True,,0.015
lbfgs,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,0.7376835930697122,,2019,0,True,,0.021
lbfgs,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,0.8061288605615888,,2019,0,False,,0.021
lbfgs,none,False,0.3980099577872769,43.883,False,8.649380503792228,102,multinomial,0.0013983777466977099,,2019,0,True,,0.015
lbfgs,none,False,0.3980099577872769,43.883,False,8.649380503792228,102,multinomial,0.5619914073485001,,2019,0,True,,0.015
lbfgs,none,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,,,2019,0,False,,0.021
lbfgs,l2,False,0.3980099577872769,43.883,False,8.649380503792228,102,multinomial,0.054961653956295486,,2019,0,True,,0.016
lbfgs,l2,False,0.3980099577872769,43.883,False,8.649380503792228,102,multinomial,0.6752260181897723,,2019,0,True,,0.016
newton-cg,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,0.7319631291727636,,2019,0,False,,0.022
lbfgs,none,False,0.3980099577872769,43.883,False,8.649380503792228,102,multinomial,0.38281361748623566,,2019,0,False,,0.015
newton-cg,l2,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,0.6494261395299757,,2019,0,False,,0.022
newton-cg,none,False,0.732,46.41768930189978,True,1.448048257769286,101,ovr,0.6785226314103542,,2019,0,False,,0.022
sag,none,False,0.28432638403691635,93.366,True,5.079932406127733,105,ovr,,,2019,0,False,,-0.064
lbfgs,l2,False,0.732,46.41768930189978,True,1.448048257769286,98,ovr,,,2019,0,False,,0.021
lbfgs,none,False,0.732,46.41768930189978,True,1.448048257769286,97,ovr,,,2019,0,False,,0.021
sag,none,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,,,2019,0,False,,-0.064
lbfgs,none,False,0.3980099577872769,43.883,True,8.649380503792228,102,multinomial,0.41334943839283056,,2019,0,False,,0.02
lbfgs,none,False,0.3980099577872769,43.883,True,8.649380503792228,102,multinomial,0.8700985484150163,,2019,0,False,,0.02
lbfgs,none,False,0.4524862134829768,46.41768930189978,True,1.448048257769286,97,ovr,,,2019,0,False,,0.021
sag,l2,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,,,2019,0,False,,-0.064
lbfgs,none,False,0.3980099577872769,43.883,True,8.649380503792228,102,multinomial,,,2019,0,False,,0.02
lbfgs,none,False,0.3980099577872769,43.883,True,8.649380503792228,97,multinomial,,,2019,0,False,,0.02
lbfgs,l2,False,0.3980099577872769,43.883,True,8.649380503792228,97,multinomial,,,2019,0,True,,0.02
lbfgs,none,False,0.6181337269425577,43.883,True,8.649380503792228,97,multinomial,,,2019,0,True,,0.02
lbfgs,l2,False,0.5355894588733272,46.41768930189978,True,1.448048257769286,97,ovr,,,2019,0,False,,0.021
lbfgs,l2,False,0.6181337269425577,43.883,False,8.649380503792228,97,multinomial,,,2019,0,True,,0.017
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,1.448048257769286,97,ovr,,,2019,0,False,,0.021
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,1.548,97,ovr,,,2019,0,False,,0.021
lbfgs,l2,False,0.6181337269425577,43.883,False,7.844367176576902,97,multinomial,,,2019,0,True,,0.017
lbfgs,none,False,0.6181337269425577,42.883,False,7.844367176576902,97,multinomial,,,2019,0,True,,0.016
lbfgs,l2,False,0.5355894588733272,46.41768930189978,True,1.548,105,ovr,,,2019,0,False,,0.021
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,1.548,105,ovr,,,2019,0,False,,0.021
sag,none,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,0.951104529149407,,2019,0,False,,-0.064
newton-cg,none,False,0.6181337269425577,42.883,False,7.844367176576902,97,multinomial,,,2019,0,True,,0.015
sag,l2,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,0.1929635038817652,,2019,0,False,,-0.064
newton-cg,none,False,0.797,9.092889758453227,False,7.209,103,ovr,,,2019,0,False,,0.015
newton-cg,l2,False,0.797,9.092889758453227,False,7.209,103,ovr,,,2019,0,False,,0.015
newton-cg,none,False,0.6181337269425577,42.883,True,7.844367176576902,97,multinomial,,,2019,0,True,,0.022
sag,none,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,0.6613646036755781,,2019,0,False,,-0.064
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,9.073899181619938,105,ovr,,,2019,0,False,,0.021
newton-cg,none,False,0.23070294631401111,42.883,True,7.844367176576902,97,multinomial,,,2019,0,True,,0.022
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,9.073899181619938,105,ovr,,,2019,0,True,,0.021
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,9.073899181619938,105,multinomial,,,2019,0,True,,0.021
newton-cg,none,False,0.797,10.093,False,7.209,103,ovr,,,2019,0,False,,0.015
lbfgs,none,False,0.5355894588733272,46.41768930189978,True,6.900054591797692,105,multinomial,,,2019,0,True,,0.021
newton-cg,none,False,0.5355894588733272,46.41768930189978,True,6.900054591797692,105,multinomial,,,2019,0,True,,0.022
sag,none,False,0.11,89.057,True,2.353,99,ovr,0.7464114481410913,,2019,0,True,,-0.005
newton-cg,l2,False,0.5355894588733272,46.41768930189978,True,6.900054591797692,105,multinomial,,,2019,0,True,,0.022
newton-cg,none,False,0.797,10.093,False,7.209,104,ovr,,,2019,0,False,,0.015
newton-cg,l2,False,0.5355894588733272,46.41768930189978,True,6.900054591797692,105,ovr,,,2019,0,True,,0.022
newton-cg,none,False,0.28713648468363934,42.883,True,7.844367176576902,97,multinomial,,,2019,0,True,,0.022
newton-cg,l2,False,0.797,10.093,False,7.209,104,ovr,,,2019,0,False,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,7.844367176576902,97,multinomial,,,2019,0,True,,0.022
newton-cg,l2,False,0.797,10.093,True,7.209,104,ovr,,,2019,0,False,,0.022
newton-cg,l2,False,0.5355894588733272,46.41768930189978,True,6.900054591797692,95,ovr,,,2019,0,True,,0.022
liblinear,l2,True,0.5355894588733272,46.41768930189978,True,6.900054591797692,95,ovr,,,2019,0,True,,-0.004
liblinear,l2,True,0.5355894588733272,54.961020778093314,True,6.900054591797692,95,ovr,,,2019,0,True,,-0.004
liblinear,l2,True,0.5355894588733272,82.47928698787229,True,6.900054591797692,95,ovr,,,2019,0,True,,-0.005
liblinear,l2,True,0.5355894588733272,82.47928698787229,True,7.0,95,ovr,,,2019,0,True,,-0.005
liblinear,l2,True,0.5355894588733272,82.47928698787229,False,7.0,95,ovr,,,2019,0,True,,-0.009
liblinear,l2,False,0.295,72.384,True,5.677,96,ovr,0.3356533167769066,,2019,0,True,,0.018
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,7.844367176576902,97,multinomial,0.8909362295439252,,2019,0,True,,0.022
liblinear,l2,False,0.5355894588733272,82.47928698787229,True,7.0,95,ovr,,,2019,0,True,,-0.008
liblinear,l2,False,0.5355894588733272,82.47928698787229,True,7.0,95,ovr,,,2019,0,False,,-0.008
saga,l1,False,0.633,44.417,False,8.879,102,multinomial,,,2019,0,True,,-0.03
lbfgs,l2,False,0.5355894588733272,82.47928698787229,True,7.0,95,ovr,,,2019,0,False,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,7.844367176576902,97,multinomial,0.20316531961585582,,2019,0,True,,0.015
lbfgs,l2,False,0.5355894588733272,82.47928698787229,True,0.8003914007499041,95,ovr,,,2019,0,False,,0.021
newton-cg,l2,False,0.797,10.093,True,7.209,105,ovr,,,2019,0,False,,0.022
newton-cg,l2,False,0.797,10.093,False,7.209,105,ovr,,,2019,0,False,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,7.844367176576902,97,multinomial,0.5971925450123289,,2019,0,True,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,7.844367176576902,97,multinomial,0.44398998918419375,,2019,0,False,,0.015
newton-cg,l2,False,0.6942659185812146,10.093,False,7.209,105,ovr,,,2019,0,False,,0.015
lbfgs,l2,False,0.5355894588733272,82.47928698787229,False,0.8003914007499041,95,ovr,,,2019,0,False,,0.015
lbfgs,l2,False,0.5355894588733272,83.479,False,0.8003914007499041,95,ovr,,,2019,0,False,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,5.331509538555168,97,multinomial,0.2869796313006313,,2019,0,False,,0.015
lbfgs,l2,False,0.5355894588733272,83.479,False,0.8003914007499041,95,ovr,,,2019,0,True,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,5.432,97,multinomial,0.09554840437368695,,2019,0,False,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,5.432,97,multinomial,0.9404428133165346,,2019,0,False,,0.015
newton-cg,l2,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,0.13025225086459702,,2019,0,True,,0.022
lbfgs,l2,False,0.28432638403691635,51.47813995530719,True,6.167457360538526,105,ovr,0.9246369577038952,,2019,0,True,,0.021
lbfgs,l2,False,0.5355894588733272,83.479,True,0.8003914007499041,95,ovr,,,2019,0,False,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,5.432,97,multinomial,0.26571024414617883,,2019,0,False,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,False,5.432,97,multinomial,0.7924697375027473,,2019,0,True,,0.015
lbfgs,l2,False,0.8173559183990585,51.47813995530719,True,6.167457360538526,105,ovr,0.32466171062845217,,2019,0,True,,0.021
lbfgs,l2,False,0.8173559183990585,51.47813995530719,True,6.167457360538526,105,ovr,0.4455943255653595,,2019,0,True,,0.021
lbfgs,l2,False,0.5355894588733272,83.479,True,0.8003914007499041,95,ovr,,,2019,0,True,,0.021
lbfgs,l2,False,0.5355894588733272,83.479,True,0.8003914007499041,95,multinomial,,,2019,0,True,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,97,multinomial,0.7104927251937406,,2019,0,True,,0.022
lbfgs,l2,False,0.5355894588733272,83.479,True,0.8003914007499041,95,multinomial,,,2019,0,False,,0.021
lbfgs,l2,False,0.8173559183990585,51.47813995530719,True,6.167457360538526,105,ovr,0.7545869655187654,,2019,0,True,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,97,multinomial,0.3963082955145698,,2019,0,True,,0.022
lbfgs,none,False,0.5355894588733272,83.479,True,0.8003914007499041,95,multinomial,,,2019,0,False,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,97,multinomial,0.8846350181715849,,2019,0,True,,0.022
lbfgs,l2,False,0.8173559183990585,51.47813995530719,True,6.167457360538526,105,ovr,0.5891913631849526,,2019,0,True,,0.021
lbfgs,none,False,0.3872116847698775,51.47813995530719,True,6.167457360538526,105,ovr,0.48171436494607545,,2019,0,True,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,96,multinomial,0.24501154112529533,,2019,0,True,,0.022
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,96,multinomial,0.05907070148638727,,2019,0,False,,0.022
newton-cg,l2,False,0.6942659185812146,10.093,False,7.209,105,multinomial,,,2019,0,False,,0.015
lbfgs,none,False,0.5355894588733272,83.479,True,0.8003914007499041,98,multinomial,,,2019,0,False,,0.02
lbfgs,l2,False,0.3872116847698775,51.47813995530719,True,6.167457360538526,105,ovr,0.5603438934391965,,2019,0,False,,0.021
lbfgs,l2,False,0.3872116847698775,37.92241705611928,True,6.167457360538526,105,ovr,0.006215891181290956,,2019,0,False,,0.021
lbfgs,l2,False,0.5355894588733272,83.479,True,0.8003914007499041,98,multinomial,,,2019,0,False,,0.021
lbfgs,l2,False,0.3872116847698775,37.92241705611928,True,6.167457360538526,105,ovr,0.856405624309469,,2019,0,False,,0.021
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,96,multinomial,0.7346125808194925,,2019,0,False,,0.022
lbfgs,l2,False,0.5355894588733272,91.42758135362637,True,0.8003914007499041,98,multinomial,,,2019,0,False,,0.02
liblinear,l1,False,0.5355894588733272,91.42758135362637,True,0.8003914007499041,98,ovr,,,2019,0,False,,-0.046
newton-cg,l2,False,0.6942659185812146,10.093,False,7.209,104,multinomial,,,2019,0,False,,0.015
lbfgs,none,False,0.377,37.92241705611928,True,6.167457360538526,105,ovr,0.7439948056203944,,2019,0,False,,0.021
liblinear,l1,False,0.5355894588733272,91.42758135362637,True,2.955562897418808,98,ovr,,,2019,0,False,,-0.046
liblinear,l1,False,0.5355894588733272,92.427,True,2.955562897418808,98,ovr,,,2019,0,False,,-0.046
liblinear,l1,False,0.5355894588733272,92.427,False,2.955562897418808,98,ovr,,,2019,0,False,,-0.053
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,96,multinomial,0.8446190273013742,,2019,0,False,,0.022
newton-cg,l2,False,0.6942659185812146,10.093,False,7.209,104,multinomial,0.6932835956484599,,2019,0,False,,0.015
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,96,multinomial,0.7912671073493475,,2019,0,True,,0.022
newton-cg,none,False,0.28713648468363934,33.737973533274115,True,5.432,96,multinomial,0.8191626666137496,,2019,0,True,,0.022
newton-cg,none,False,0.28713648468363934,40.654938613885236,True,5.432,96,multinomial,0.2832329275395109,,2019,0,True,,0.022
lbfgs,none,False,0.377,37.92241705611928,False,6.167457360538526,105,ovr,0.9050500575872604,,2019,0,False,,0.015
lbfgs,l2,False,0.377,37.92241705611928,False,6.167457360538526,105,ovr,0.13182510291641802,,2019,0,False,,0.015
lbfgs,l2,False,0.377,37.92241705611928,False,6.167457360538526,99,ovr,0.32955914957691534,,2019,0,False,,0.015
lbfgs,l2,False,0.377,37.92241705611928,False,0.47385877202786136,99,ovr,0.4891977593341299,,2019,0,False,,0.015
lbfgs,l2,False,0.227,18.399,True,6.752,96,ovr,0.44468569760708165,,2019,0,False,,0.023
newton-cg,l2,False,0.6942659185812146,10.254321578538786,False,7.209,104,multinomial,0.6090114960420272,,2019,0,False,,0.015
newton-cg,none,False,0.01787338436835932,40.654938613885236,True,5.432,96,multinomial,0.9073713209869192,,2019,0,True,,0.022
newton-cg,l2,False,0.01787338436835932,40.654938613885236,True,5.432,96,multinomial,0.026661025723162535,,2019,0,True,,0.022
newton-cg,l2,False,0.6942659185812146,10.254321578538786,False,7.209,104,multinomial,0.9519006876470312,,2019,0,False,,0.015
lbfgs,none,False,0.377,37.92241705611928,False,0.47385877202786136,99,ovr,0.42117895085071433,,2019,0,False,,0.015
newton-cg,l2,False,0.01787338436835932,40.654938613885236,True,5.432,96,multinomial,0.7568823882335888,,2019,0,True,,0.022
lbfgs,l2,False,0.377,37.92241705611928,False,0.47385877202786136,98,ovr,0.9236366192564388,,2019,0,False,,0.015
newton-cg,none,False,0.01787338436835932,40.654938613885236,True,5.432,96,multinomial,0.6416137649017077,,2019,0,True,,0.022
newton-cg,l2,False,0.01787338436835932,40.654938613885236,True,5.432,95,multinomial,0.42015784845796,,2019,0,True,,0.022
newton-cg,none,False,0.6942659185812146,10.254321578538786,False,7.209,104,multinomial,,,2019,0,False,,0.015
newton-cg,l2,False,0.6942659185812146,10.254321578538786,False,7.209,103,multinomial,,,2019,0,False,,0.015
newton-cg,l2,False,0.7794413949674421,40.654938613885236,True,5.432,95,multinomial,0.3595781325025439,,2019,0,True,,0.022
newton-cg,none,False,0.6942659185812146,10.254321578538786,False,9.165660384083056,103,multinomial,,,2019,0,False,,0.015
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.11235980095135789,,2019,0,True,,0.022
newton-cg,l2,False,0.6942659185812146,10.254321578538786,False,9.165660384083056,103,multinomial,,,2019,0,True,,0.015
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.6543029244442452,,2019,0,True,,0.022
newton-cg,none,False,0.6942659185812146,10.254321578538786,False,9.165660384083056,103,multinomial,,,2019,0,True,,0.015
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.5191911440308125,,2019,0,True,,0.022
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.9704454686415348,,2019,0,True,,0.022
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.87355091009866,,2019,0,True,,0.022
newton-cg,l2,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.8457350151451747,,2019,0,True,,0.022
lbfgs,l2,False,0.377,37.92241705611928,False,0.47385877202786136,98,ovr,0.7368546705318209,,2019,0,False,,0.015
newton-cg,l2,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.4737570659432544,,2019,0,True,,0.022
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,96,multinomial,0.5960785651930443,,2019,0,True,,0.022
newton-cg,l2,False,0.7794413949674421,40.654938613885236,True,5.432,97,multinomial,0.7135414391759234,,2019,0,True,,0.022
lbfgs,l2,False,0.377,36.923,False,0.47385877202786136,98,ovr,0.3369465411780225,,2019,0,False,,0.015
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.432,97,multinomial,0.29363514334571705,,2019,0,True,,0.022
lbfgs,l2,False,0.377,36.923,False,0.47385877202786136,98,ovr,0.8088845086855356,,2019,0,False,,0.015
lbfgs,l2,False,0.377,36.923,False,0.374,98,ovr,0.9469512411860901,,2019,0,False,,0.015
newton-cg,none,False,0.7794413949674421,40.654938613885236,True,5.532,97,multinomial,0.37798240150771,,2019,0,True,,0.022
newton-cg,l2,False,0.7794413949674421,40.654938613885236,True,5.532,97,multinomial,0.2556663134003564,,2019,0,False,,0.022
newton-cg,l2,False,0.769,40.654938613885236,True,5.532,97,multinomial,0.8277110767937762,,2019,0,False,,0.022
newton-cg,l2,False,0.716,8.701,True,7.902,98,multinomial,0.9523915492475379,,2019,0,True,,0.022
newton-cg,none,False,0.321,1.801,True,5.116,99,multinomial,,,2019,0,True,,0.022
newton-cg,none,False,0.546,32.08122952395914,False,2.955562897418808,105,ovr,0.41171666293087184,,2019,0,True,,0.015
newton-cg,l2,False,0.769,40.654938613885236,True,5.532,97,multinomial,0.5694464463738114,,2019,0,False,,0.022
lbfgs,l2,False,0.377,98.06453208435127,False,0.374,98,ovr,0.21593101564060513,,2019,0,False,,0.015
lbfgs,l2,False,0.377,98.06453208435127,False,0.374,98,ovr,,,2019,0,False,,0.015
lbfgs,l2,False,0.377,97.065,False,0.374,98,ovr,,,2019,0,False,,0.015
newton-cg,l2,False,0.769,40.654938613885236,False,5.532,97,multinomial,0.742394048368186,,2019,0,False,,0.015
newton-cg,l2,False,0.546,32.08122952395914,False,2.856,105,ovr,0.7162718818171823,,2019,0,True,,0.015
newton-cg,l2,False,0.546,71.18328269422017,False,2.856,105,ovr,0.7727368710156218,,2019,0,True,,0.015
newton-cg,l2,False,0.546,70.183,False,2.856,105,ovr,0.15959645633346464,,2019,0,True,,0.015
newton-cg,l2,False,0.769,41.655,False,5.532,97,multinomial,0.6083176735665645,,2019,0,False,,0.015
newton-cg,none,False,0.546,70.183,True,2.856,105,ovr,0.43790104073403113,,2019,0,True,,0.022
