"","agem","ageo","agey","age0","we","wm","wo","wr","wrace","wgender","whr","eo","er","ehr","ey","e0","m0","o0","rage","rm","ro","rrace","ry","r0","racem","raceo","race0","genderage","genderm","gendero","genderr","genderrace","genderhr","gendery","gender0","hrm","hrr","hry","hr0","ne","nm","nrace","ym","yo","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0695816304318388,-0.0162201508148026,0.319124920257877,1.39061331085097,0.0104810934276408,-0.0140632698949374,0.115291384817609,-0.0233687736015881,0.00543749577078292,0.128486771157792,0.0796887690427859,0.0206932032293601,-0.0303748752921696,0.056283942801866,0.34916026538091,2.21859956528308,1.36538263457076,1.28122203757295,-0.113488615586716,0.0223357327002419,-0.0143182777372263,-0.0109561420805142,-0.158329521695551,1.35356076738711,-0.0281648794076832,-0.00887154382976518,1.11660215832371,-0.124269134590721,-0.0158684270966992,0.0368342469772214,-1.18179023004017,0.019376335360853,0.459483494514753,0.852621522062165,0.210048003452742,-0.074606328364481,-0.117743944091544,0.410535468567793,-1.19148102928653,0.00139203647383864,-0.000797398900983949,0.00425782435840905,-0.158653639861144,0.043864039610616,0.032415521918836,-6.44624030872915,0.908770726959881,0.953294669532921,906929.501741938
"2",-0.0700789405351101,-0.0145449291356115,0.326712010606844,1.36921407984942,0.00929385952176927,-0.0126279584852848,0.115199895780164,-0.0187211369242182,0.00744372869349264,0.126339028142672,0.0768539925000982,0.0211168492282045,-0.0346949844739593,0.0537503549032239,0.346283217398367,2.20619925947841,1.36074950766283,1.28480302374327,-0.110489444826245,0.0192069957699208,-0.0140926417189033,-0.0154799338560089,-0.156804263977699,1.38818833978471,-0.0293843347014165,-0.0125233346667039,1.11601455885704,-0.110650274735893,-0.0177079334972854,0.0354079056125664,-1.20381738941436,0.00712364932815139,0.476080415613504,0.819199356035711,0.2122592802251,-0.071371264690247,-0.1165588461162,0.417694772940717,-1.15188759601505,0.00181409482716825,-0.000453591228801681,0.00443526641352002,-0.14980409839009,0.0437414832032704,0.0255647969890453,-6.42170559601285,0.921563445527576,0.959980961023486,906930.715978072
"3",-0.0694949776180877,-0.0182084748970015,0.319226582450733,1.36769399170546,0.00940719525665269,-0.0131273553825546,0.115054870775375,-0.0188533826516122,0.00730940885427498,0.136390921911811,0.0794346082538562,0.0205952943894094,-0.0344151522395025,0.0535989208669461,0.34670418281268,2.2202428260714,1.3897038927559,1.29064074632434,-0.108817944150878,0.0194331460446148,-0.0138158960838235,-0.0158055050436601,-0.148901653630237,1.37840824829544,-0.0313051862947046,-0.010890549859429,1.15618218920612,-0.103116238082429,-0.032068460824814,0.0426101067201763,-1.18735116242521,-0.00111492013617502,0.446654628312975,0.849735096614459,0.170329308993196,-0.0670687585332725,-0.126975660288138,0.412907726045294,-1.15204724353635,0.00149345586724354,-0.000819017049304208,0.003579133143709,-0.147540859418212,0.0501655345935832,0.0261255434415883,-6.45020249653057,0.915183374392945,0.956652170014235,906930.562416253
"4",-0.0674992560136681,-0.0155094607540844,0.317342886262224,1.39501135963599,0.0103740920979968,-0.0127997423597246,0.117516832418823,-0.0187278983864387,0.00509232625819294,0.125558205377338,0.0747168953697137,0.0205426478138351,-0.0308911694381953,0.05300833626994,0.341181750214941,2.20577786121781,1.38872164633237,1.27770558081625,-0.116626515115363,0.0207970260146123,-0.0145431951186847,-0.0154848306181506,-0.154383967607406,1.34636180310888,-0.0255957312064633,-0.0110755119801192,1.15595272043625,-0.127243223963808,-0.0252140667803616,0.0392408851280482,-1.18902311399699,0.00568900104715225,0.467180903532449,0.835033088565347,0.236932927583618,-0.0717339116041819,-0.121740076587587,0.408438138960859,-1.14242960232452,0.00172405320566961,-0.00162455273180579,0.00364601816616805,-0.166300180258901,0.0449585345580553,0.022781780712431,-6.35984561431454,0.904879663279964,0.951251629843526,906931.672990009
"5",-0.0662629610483318,-0.0163521826885439,0.322252511800364,1.37906130678772,0.0105825751544126,-0.011654381704906,0.115651199466738,-0.0172042416639596,0.0100710240090199,0.129033109425213,0.0801808203193715,0.020703952225303,-0.0301766576376239,0.0529922173344932,0.341978057545542,2.21433887532848,1.36867000202816,1.26959059686337,-0.111071641830923,0.0217347577044426,-0.0105768148271967,-0.0145318708289372,-0.158704702046111,1.33208270087054,-0.0321397939345528,-0.0104326652648395,1.1222945006547,-0.114430687130645,-0.00903921916559376,0.0507234766106735,-1.1838501464649,0.00544849606738683,0.463765165486434,0.846514561956897,0.221521440224761,-0.0697473258548701,-0.122702055254451,0.426875076638676,-1.16336369982371,0.0015141281315829,-0.00101499693527245,0.00400601216852048,-0.161995925761969,0.0487205450134989,0.0239081081841843,-6.37061661816825,0.901500505970884,0.949473804783936,906930.210476355
"6",-0.0728889452984205,-0.0168221593714901,0.338442425022799,1.37759891439152,0.0103937704018073,-0.0127161787966141,0.115664328075934,-0.0180150285961951,0.00726714589112643,0.135693668346714,0.0765604145897547,0.0208993677688976,-0.0299560595203058,0.0550985757623489,0.354317100093799,2.20344270780984,1.35655264981486,1.26490550253904,-0.111843017885101,0.0192972123737604,-0.0112778236615372,-0.0158766851006794,-0.157339645324602,1.3330203696932,-0.024221544981738,-0.00958310440704603,1.10550961244968,-0.114815595718825,-0.0288771147598275,0.0533082949732187,-1.19093085536398,0.00540546420196765,0.453686590524923,0.884006639573799,0.192245452916758,-0.0697768152349453,-0.126878328355691,0.407613406512103,-1.15658298682498,0.00181210958583947,-0.000400374836614856,0.00496993355210852,-0.156082207618652,0.0451549280663561,0.0151130423571761,-6.60420443180131,0.904536384117773,0.951071177209031,906933.367715924
"7",-0.0728115370268589,-0.0167531005567515,0.336796080703515,1.37725454420664,0.0105656970563353,-0.0127281706047382,0.115691656092741,-0.018104626454894,0.00733775054633417,0.135279840916805,0.0774149371219544,0.0209363867237952,-0.0299343831933785,0.0551288492676759,0.354601642928992,2.20206355498371,1.35622212808496,1.26115028531187,-0.111832543508713,0.0189761019242324,-0.0112935505990859,-0.0159635451369557,-0.156592747766649,1.33294052715676,-0.0241736031500573,-0.00876277698094641,1.10689164760178,-0.114677090714303,-0.0243338113233772,0.0518323063430695,-1.19344214160056,0.00316809504889453,0.455194711378351,0.883970762298828,0.193543581947723,-0.0697228759984843,-0.127021105005249,0.408116475635767,-1.1561272008508,0.00186132123819116,-0.000477914125339893,0.0049127625099891,-0.15512718821158,0.0436702119116852,0.010491116421576,-6.59842389204374,0.907929529766806,0.952853362153278,906933.058323511
"8",-0.0658505067349266,-0.0173642911677963,0.314045849106903,1.37327134162227,0.00834681532191574,-0.0123283877463094,0.116733931248481,-0.0196701174727657,0.00569421539841111,0.125001652175513,0.0802371554802647,0.0207498278208592,-0.0297293130313178,0.0549470833613299,0.341731539797007,2.21910329440052,1.36456123164273,1.27862991119596,-0.110743576134261,0.0231035697331797,-0.0134754487556541,-0.00953520746962459,-0.133849673853497,1.33123856039265,-0.0297669851923361,-0.0115159403818625,1.13928718764484,-0.109263587590217,-0.0144563010486007,0.0478072659822128,-1.18000565305437,0.0120656291775245,0.454942215032186,0.867873036348369,0.214226060588914,-0.0705998490181098,-0.124499421244871,0.44536092431488,-1.16925714745611,0.00162770151943842,-0.00114863205540106,0.00375144533389779,-0.149132613252571,0.0518410638504853,0.0149367541173445,-6.40332242942358,0.920090669827994,0.959213568413205,906926.777671673
"9",-0.0671685422982731,-0.0161791610329478,0.33795485976553,1.374928476074,0.0117008873900919,-0.013964990763847,0.116375048665875,-0.0196150338341331,0.00518384097192359,0.126618939709739,0.0764486280913498,0.0216063644891822,-0.0295570692655516,0.0550615906309656,0.33828027658469,2.19647885703413,1.36363683241633,1.27584073271142,-0.110604186996954,0.0187841776778444,-0.0129057683376238,-0.0138406321355939,-0.151875139096996,1.33321424954857,-0.0263276836041899,-0.0128948331868113,1.10517922676447,-0.107258776849647,-0.0306750788990948,0.0431543382839047,-1.18464602365258,0.0182918909046769,0.468495898860185,0.872673251938404,0.233434644018255,-0.0686357117573277,-0.126040295424519,0.431878361576324,-1.16642457562084,0.00189729369043149,-0.000697282526953747,0.00481263650183986,-0.161034841708428,0.0330618068352994,0.00617436240170601,-6.40213766697243,0.911688957450862,0.954824045283141,906923.254180149
"10",-0.0721514557742099,-0.016572668919933,0.328001431039954,1.37183398873195,0.00890072164685083,-0.0129011920983744,0.115678437561333,-0.018207031998262,0.00749039362446308,0.146991690784477,0.0813049350896938,0.0204337089207563,-0.0304084145091659,0.0534471430337714,0.347401632882953,2.22384917224044,1.39485676402811,1.28983342043415,-0.111596423484539,0.0187556484064518,-0.0155199794448579,-0.0147109550662822,-0.156811748286363,1.33832090514842,-0.0249851519595827,-0.0112128850171555,1.1203362478971,-0.113153899813942,-0.030699674301794,0.0407940801539705,-1.19201428354486,0.0102609666125452,0.455991914787645,0.854798123991446,0.155817574370203,-0.0734340222834848,-0.120009225066823,0.409350702450924,-1.1595113253911,0.0014444182149255,-0.00139645256489827,0.00431492805849661,-0.153287199339178,0.0340255054992115,0.0281079501371256,-6.49466113612899,0.917055150522625,0.95762996534289,906929.443202391
