"","agem","ageo","agey","age0","we","wm","wo","wr","wrace","wgender","whr","eo","er","ehr","ey","e0","m0","o0","rage","rm","ro","rrace","rhr","ry","r0","racem","raceo","race0","genderage","genderm","gendero","genderr","genderrace","genderhr","gendery","gender0","hrm","hry","hr0","ne","nm","nrace","ym","yo","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"16",-0.0647070279290881,0.0341655717450895,0.296507861585129,1.38198998506534,0.0811741930659639,-0.00734499725007274,0.173377689081447,0.0489600041267178,0.0452633894327315,0.173606168378852,-0.0129527875537587,0.0776782352965259,0.0338342576463259,-0.0404016760035597,-0.0551790362460566,2.2800013405032,1.00445885850693,-0.831538535606186,-0.112243169734862,0.0732793288196545,0.0912224115276502,0.0399279868004442,-0.252747688183611,-1.79529870216792,0.470271587396769,-0.0081613305839972,0.187088583735958,-0.167333467728461,-0.119441005495094,0.0625543629196857,0.377503959982057,-1.34735145131549,0.195231310338003,-0.308319659494068,-0.286323992891958,0.0203285448849446,-0.0907334289344634,1.72151425370976,1.08348358236683,-0.00762536027276245,0.000873758535374701,0.0288806707520956,0.0729025849943665,-0.0875903399204543,-0.0263492042178484,-0.664137257368018,1.03443928768582,1.01707388506726,868994.522717065
"17",-0.0663812471624943,0.0336549366608719,0.240014854555299,1.38510391603475,0.0751599321268642,-0.00767487481241694,0.171241583994032,0.0506911325028443,0.0460129535343073,0.174382455544305,-0.0108932499426846,0.0775381608230729,0.0334899079663315,-0.0432141330634747,-0.0397175299157985,2.05867166411602,1.00618576349633,-0.78595987463779,-0.113475804246034,0.0699459206708229,0.090260841476611,0.0358985534807967,-0.242893955375343,-1.78925401375189,0.471549066163963,-0.0062235881249664,0.178422148646527,-0.166714741018782,-0.115743164718574,0.0660179793704142,0.373629223044195,-1.34593046192553,0.195740766856967,-0.307135704429873,-0.285353269981262,0.0198810644836114,-0.088110616738624,1.72137186188118,1.08301147377368,-0.00108762873045894,0.000920669303899272,0.0288652550698587,0.0568893045899952,-0.0720650572493781,-0.0258793748383942,-0.663227548768115,1.01282782074807,1.00639347213109,871534.606353919
"18",-0.0661925126017622,0.0335157329775859,0.239787350820568,1.38713591575122,0.0743472746803345,-0.0070506274771053,0.171277211465944,0.0486059049544721,0.0461836399152843,0.172446125016794,-0.0106711897944287,0.0775781011606609,0.034076952168906,-0.0424271621782,-0.0368207725352982,2.05130334120068,1.00618415211539,-0.778136437218313,-0.114536754426456,0.0691116728446182,0.0899183096518987,0.036097971085815,-0.242877887934274,-1.78842554045851,0.47143856052153,-0.00886297905034016,0.175997047043115,-0.166343625793463,-0.120612517187279,0.0665622035337251,0.374451601698243,-1.34569569995778,0.190447112604777,-0.307415916229646,-0.285330786063544,0.0200119302554036,-0.0881771477781894,1.72114165785142,1.0830592523966,-0.000843982469937876,0.00119206834896741,0.0290064410103177,0.0549813692388387,-0.0787850259371617,-0.0258355752779723,-0.663046056494977,1.01807409820089,1.00899657987571,871742.751136463
"19",-0.066888593996017,0.028677653027934,0.214502994561504,1.39069185969463,0.0705475991049809,-0.00799567825989809,0.170866056201726,0.046204741014906,0.0477011777782503,0.173909388321407,-0.0135000628608781,0.0757265815538911,0.0348982234574848,-0.0409652184229291,-0.0260281818802707,2.00123023353845,1.00611206423819,-0.74342234223904,-0.118118363283989,0.0653359070216144,0.0885437851887747,0.0336291699943585,-0.246422681764424,-1.7838118201627,0.471923612205095,-0.00308843335502619,0.178547759411892,-0.166515608022215,-0.120720776838449,0.0531627038946699,0.372075786810216,-1.34541723888365,0.19035381324364,-0.307536555015567,-0.284829912540742,0.01972712683601,-0.0859127859991747,1.7209829902414,1.08213870824237,0.000870964589673991,0.00124279302642013,0.0290697025508976,0.0380150296974566,-0.0697947383038276,-0.0250074772098089,-0.66359343664749,1.01924266857466,1.00957548928976,872661.204793758
"20",-0.0665498227963376,0.0286543339314102,0.210666801335004,1.38592261417882,0.0701575715813919,-0.00729896305100816,0.170438752688486,0.0475670473937443,0.0476016515729065,0.176832897847978,-0.0134495523795247,0.0765448860996774,0.0348441798715825,-0.0406644860382877,-0.0240882909320257,1.99383480199779,1.00594204385519,-0.738402326768753,-0.114120043832004,0.0650948669665124,0.0885027390559382,0.0334225706652963,-0.249124767977884,-1.78296968769957,0.472090195142577,-0.00448279796234701,0.174499071327992,-0.166328349522901,-0.123518824472743,0.0546960030797089,0.371493910510925,-1.34540354345984,0.17978174247017,-0.307285015980858,-0.28420280947606,0.0198197491508739,-0.0855083366038237,1.72094430822077,1.08192536150539,0.00107983649806781,0.00132004167692548,0.0289691330182369,0.0363152472783838,-0.0709807848984183,-0.0250668224245616,-0.663671566931958,1.01871714892382,1.00931518809727,872781.22756028
"21",-0.0655833658428588,0.0279788196350994,0.194235591500864,1.38085243733325,0.0667534507283448,-0.00741836316666283,0.169401509876723,0.0496967713799635,0.0479223315130172,0.174365023361371,-0.0159709760425233,0.0758890367069688,0.0333723972704514,-0.0400732399242516,-0.0181016100585115,1.98111390362919,1.00525324594142,-0.712879032954403,-0.1122353685152,0.0621231622681693,0.0871571097112176,0.0337561882515769,-0.24727444611406,-1.77992209009414,0.473226706121341,-0.00560118192170958,0.172341253620474,-0.166806639923821,-0.120784447862307,0.0682603378791421,0.370822479993073,-1.34386715632088,0.182596315271856,-0.306095580376025,-0.283996004919522,0.0200233418359277,-0.0827296553924798,1.72051124190418,1.08169246355971,0.00184153154743366,0.00135307684445795,0.0288775805671728,0.0229667996934773,-0.0745170081249034,-0.0249138214754363,-0.664252262844249,1.02675354581639,1.01328848104397,873381.547209594
"22",-0.0646791552781867,0.0271624658664558,0.189737610236858,1.38268458041184,0.0662354488181186,-0.0072036146421561,0.168132557269143,0.0510644654495442,0.0482303677669859,0.174058492437763,-0.0207642857134896,0.0755519613084967,0.0326339036936294,-0.0381104665239625,-0.015410896378341,1.98098809583241,1.00581205701474,-0.703841035053673,-0.115474840159794,0.0611422169181525,0.0868199158093482,0.0337283238669382,-0.247091942388468,-1.77840991504873,0.473501634114458,-0.00463287435020951,0.172310995412562,-0.16663290020485,-0.119226801058955,0.0621115625694889,0.370807532883969,-1.34411111423771,0.191958764748766,-0.306693524690997,-0.28376325842659,0.0200375111163121,-0.0823766579949105,1.72034744750836,1.08181772704133,0.00186901549096479,0.00131435071518317,0.0289870952437365,0.0193392924298958,-0.0682048498884966,-0.0249090357305836,-0.663927117643679,1.01796106512555,1.00894056570521,873544.495750907
"23",-0.0647202138279022,0.0278725772349215,0.181957042872388,1.38126369652938,0.0655816555800167,-0.00756973435381812,0.167888071556375,0.0520890958891181,0.0477555712774958,0.171069630479542,-0.0191015023715567,0.0757677862847892,0.0324256150797735,-0.0387119739055808,-0.0131273474236666,1.9774559194009,1.00605399428204,-0.699198993135747,-0.11377961493259,0.0614043394973263,0.0868931309368818,0.0328632272405725,-0.248471784764184,-1.77711103048082,0.472962924304335,-0.00398265978545855,0.171450794361441,-0.166654589717565,-0.120988562421258,0.0595148236490533,0.36923791540166,-1.34344819088018,0.187212608040551,-0.306846687149618,-0.283343984860873,0.0203118652078717,-0.082432161699994,1.72041397414403,1.08180072123909,0.00198864743640345,0.00137721428164331,0.0288126579064192,0.0160338289651764,-0.0699974078522029,-0.0249609549104945,-0.663774630362613,1.02043764958033,1.01016713942809,873673.103588771
"24",-0.0640363752899465,0.0281872892015396,0.180325080068667,1.38320599410127,0.0653513149664709,-0.00732023444486825,0.167801282951007,0.0514211543645206,0.0479285188281871,0.170723313518165,-0.0176747615611888,0.0751845811775641,0.0326281234788531,-0.0390055690807597,-0.0116537497160997,1.98010510690178,1.00589723913628,-0.69853573798929,-0.112554390725005,0.0612149390088967,0.0868215138587369,0.0326959179314858,-0.246866639120918,-1.77720000473636,0.472691136486297,-0.00564066411236297,0.172772954430271,-0.166606980767825,-0.118484075195723,0.0607059165686814,0.368891473018457,-1.34345823712389,0.186209307326709,-0.306816271009987,-0.28322705766264,0.0204223681096,-0.0827057861986831,1.72032873641015,1.08194765786654,0.00197708122686684,0.00131399520559461,0.0290181199730202,0.0149006843427179,-0.0685028499798138,-0.0247686331717635,-0.663916600290829,1.02187311163238,1.01087739693416,873714.513630587
"25",-0.0639125936501971,0.028166735170629,0.17491799672093,1.38830215110925,0.0650119351219998,-0.0073513170321207,0.167569843864118,0.0511663358296238,0.0478684018652103,0.168912816236973,-0.0181873721203927,0.0761597784709153,0.0321618319063424,-0.0395030791236037,-0.0106533883906144,1.98278538980548,1.00574569224945,-0.695061052387662,-0.11347392819051,0.0613368003170969,0.0873351984831772,0.0323361979303774,-0.246609705243039,-1.77639599692824,0.472719869386704,-0.00314844965070915,0.169719088208439,-0.166578420797413,-0.127231747508241,0.0579949253691877,0.368816737720604,-1.34355318251438,0.181235903051383,-0.306943424193859,-0.283749358003876,0.0204802012841272,-0.082664879485931,1.72041227120272,1.08201704747188,0.00188308145059924,0.00133990826315277,0.0290714574518905,0.0142886319298401,-0.0719147743411753,-0.0246142320934739,-0.664115169142402,1.01957293716798,1.00973904409406,873778.84184962
"26",-0.0632439183058755,0.0280440138283733,0.167169589591894,1.38446025265658,0.0643377849760736,-0.0069963448378458,0.166498801924654,0.0522550097047345,0.0482808480448085,0.167872049307534,-0.0195020302000045,0.0754458739011203,0.0324898385035956,-0.0382429179128162,-0.00833483242706312,1.98103280429149,1.00593571584019,-0.687325017554685,-0.114724540525156,0.0608711789590738,0.0874084088173639,0.0318961344943131,-0.247885463845501,-1.77497498622202,0.473356282402036,0.000343368794420432,0.171037010310934,-0.166691773529651,-0.121735225559782,0.0544762477287987,0.367274998883858,-1.34353284847013,0.181483711089954,-0.307136387973963,-0.284183269875251,0.0206228025884838,-0.0830672973215665,1.72077662936601,1.08185814399271,0.00200690049305947,0.000977996626028484,0.0290761559948199,0.0116804237798403,-0.0823928581610159,-0.0245622639555095,-0.664267197288809,1.02326471544196,1.01156547758509,873930.41855849
"27",-0.0627084211287333,0.0291470666904549,0.163921902332587,1.38033959731349,0.0635478526193698,-0.00693291509556642,0.167877374370511,0.0526011358283344,0.0485954767589719,0.170636958775052,-0.0216677054040367,0.0745945015059305,0.0322606843375295,-0.0378590378762783,-0.00634992401252486,1.98096084630269,1.00566213661217,-0.680146134914162,-0.111567314561286,0.0601981462268218,0.0875116256467414,0.0322615175212303,-0.247973293626636,-1.77402705750851,0.47340937926711,0.000759965265658633,0.167808470514084,-0.166481397586023,-0.119364090347865,0.0460296330787169,0.366206242842497,-1.34372646997488,0.178643407569156,-0.306520429864686,-0.284327504695044,0.0206897204097619,-0.0817150568981602,1.72070276899165,1.0819689541936,0.00208811132808566,0.00108177579036551,0.0291003704937641,0.00965252228400451,-0.0647814424013516,-0.0242952356276204,-0.663751315551635,1.03314082128279,1.01643535027211,874084.518234982
"28",-0.0620397626621656,0.0288432637871763,0.153481175519705,1.36710432663065,0.0620864785458798,-0.00799855686846979,0.167583610679096,0.0519560481580374,0.049241199567466,0.171534976979639,-0.0145284557812896,0.0740343883639734,0.0326388417079517,-0.0408055312320863,-0.00088492529148211,1.98337240296984,1.00582212870724,-0.659715601847193,-0.109065035811067,0.0601318365245104,0.087676129548952,0.0331346525853264,-0.244782195151051,-1.77218535627565,0.474982723061681,-0.00253932936006414,0.165794503813055,-0.166594195203841,-0.104388284097164,0.0385760089242965,0.364609896216632,-1.34349461699973,0.181622972786637,-0.305696002119098,-0.284805802962468,0.0204971207171705,-0.0820684551230128,1.72007140511367,1.08132365674197,0.00226234681166184,0.00151267966665815,0.0289391582290782,0.00348525644081752,-0.0706085409650084,-0.0242831667856023,-0.663907998901089,1.01920038896178,1.00955454977023,874442.611663463
"29",-0.0635829426627408,0.0312581616676831,0.125183789739406,1.36643315878977,0.0603343489791704,-0.00707983384002777,0.167336829520126,0.0505574229076712,0.0485398673576493,0.170833438933033,-0.0127356460980381,0.072504736671716,0.0325624644116528,-0.04194590842376,0.0071829662152599,1.98887170543678,1.00560931609989,-0.631825939155754,-0.109154275425119,0.0573866350407832,0.0875171668548813,0.0308903761015192,-0.242001349213904,-1.76965026602651,0.474889813098029,-0.00785174573324092,0.160857156645823,-0.166475741025857,-0.102661661788535,0.0300473568095572,0.359431560181266,-1.34320274285558,0.184982483980997,-0.30439457402437,-0.283975412100412,0.0208416034799871,-0.0820079805243332,1.71937002802627,1.08088771791063,0.00228382604250996,0.00239608046698883,0.029049576865413,-0.00530861658625249,-0.0628867159998877,-0.0230911097034466,-0.664193511423334,1.02173725710184,1.01081019835666,874922.685809741
"30",-0.0648509562263187,0.030216648427113,0.129790076948495,1.36772147229018,0.0593850977102986,-0.0060784529246071,0.167772974568279,0.0512190665987967,0.0497206165637848,0.174275332410265,-0.0158508785025427,0.0724031865569444,0.0327444483531172,-0.0400109878281363,0.00942706790295183,1.99576462555348,1.00574936769483,-0.616878725851796,-0.109225236370803,0.056394949392478,0.0864405868088614,0.031323271218492,-0.247498879214543,-1.76822457817591,0.475540086353677,-0.00505216443669136,0.159205603300518,-0.16626459149083,-0.10576546931262,0.0309513627536285,0.358005233348269,-1.34257129956903,0.188857110189216,-0.304891723628208,-0.284178132581957,0.0207362584190313,-0.0813903529984931,1.71903758757597,1.08009353793416,0.00221820259858798,0.00224460132106804,0.0288095617011216,-0.00966894413565294,-0.0668179716196716,-0.0228107731635458,-0.664651491582889,1.02215622753403,1.01101742197354,875163.684282085
"31",-0.0640235940953414,0.0309402405566596,0.119128395108497,1.37999426731009,0.0579990454830753,-0.00643333103269961,0.166258391495166,0.0516205448997991,0.0497397485386317,0.172360809692889,-0.0178145672144919,0.0712653936032863,0.0320401106908052,-0.0398944321044847,0.0115784022691106,2.00252777928797,1.00575746308085,-0.593612426120187,-0.112327564057305,0.0543986623754422,0.0852978883566257,0.0314812282048101,-0.240029498828051,-1.76703960308092,0.475988865982628,-0.000388201294154618,0.158568106179326,-0.166008537193671,-0.117174168244583,0.0295546795306781,0.355538379945826,-1.34141879133609,0.186631780093837,-0.304223669728824,-0.284494053500427,0.020553849418425,-0.0810368189472435,1.71887153384809,1.07997571958314,0.00212154891747723,0.00181731134161502,0.028820356928227,-0.012829912631103,-0.0617947825262613,-0.0233599719785868,-0.664620287074611,1.0139789257053,1.00696520580669,875495.603907279
