"","agem","ageo","agey","age0","we","wm","wo","wr","wrace","wgender","whr","eo","er","ehr","ey","e0","m0","o0","rage","rm","ro","rrace","rhr","ry","r0","racem","raceo","race0","genderage","genderm","gendero","genderr","genderrace","genderhr","gendery","gender0","hrm","hry","hr0","ne","nm","nrace","ym","yo","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0718013304297703,0.0402793170988205,0.795262130217603,1.37034200943923,0.101402740688771,-0.0265396323614569,0.17972197962563,0.0503236405899338,0.0280546034551823,0.171739255208117,-0.0161690206037118,0.0857886171520659,0.0333442194165912,-0.0399522013992801,-0.265688158980264,0.619847184602434,1.00286798598642,-1.10810502924115,-0.11105737773371,0.129975770338711,0.10113234014128,0.0919170805680769,-0.247429970093088,-1.81523566807875,0.468610485781937,-0.0228837698358909,0.217800916751551,-0.169710912110002,-0.10581553049044,0.228005518324318,0.39407021144073,-1.3492551961403,0.319799290039031,-0.311114831577021,-0.288190409991694,0.0212113623362868,-0.119445940506334,1.72315095795082,1.08454094029342,0.033623799319616,-0.00149748930129642,0.026479644029543,0.204761133976041,-0.0983113304757961,-0.031037180448552,-0.667773244717597,1.03607873591642,1.01787952917643,846604.995653985
"2",-0.0716319516189347,0.0400428713179815,0.792412250498538,1.3729049732802,0.10140831035482,-0.0265513184438336,0.179405342343298,0.0509250350518956,0.0280854463901664,0.169234578882104,-0.0162010172028246,0.0849853647784011,0.0330685459699551,-0.0401197250451768,-0.263479044377812,0.644449565809693,1.00264473085499,-1.10648392425345,-0.110294643569265,0.129126133280121,0.100921595943237,0.0912643359487658,-0.245835350702005,-1.8149068629891,0.468810530989321,-0.0202811272005488,0.219256049427256,-0.16973678331827,-0.112802741805073,0.226650517070984,0.394347443764138,-1.34913555912083,0.315602036947992,-0.311086754530515,-0.288280553474339,0.0211353794358992,-0.119091390158202,1.72315001951899,1.08460353865258,0.0330763568463507,-0.0016338426859645,0.0264182140477394,0.203134620026461,-0.0943050168342707,-0.0308214545137142,-0.667762572139772,1.03966568438966,1.01963997783024,847110.710741171
"3",-0.0719063845726376,0.0398915581649935,0.79046282723293,1.37562294926924,0.101233455599266,-0.0266502915980372,0.179320238242915,0.0502379069213217,0.0279662871412262,0.167239933608259,-0.0156208353851354,0.0850474156659905,0.0331679577965048,-0.0403083601502103,-0.262373785268155,0.656460408461087,1.00250611867448,-1.10525432819662,-0.110687063485453,0.128989055086776,0.100969485993581,0.090806268232341,-0.245812024923797,-1.81442084644902,0.468884874646253,-0.0181979650979975,0.220157403651044,-0.169716688776867,-0.116924197803642,0.225409454679871,0.394087594324711,-1.34912865841179,0.314617018250269,-0.311119902522042,-0.288252239986778,0.0211787720045377,-0.118728177835299,1.72325028956896,1.0846239271473,0.0326365488326445,-0.00176508063432317,0.0266638094615844,0.20201988439284,-0.0966030925596294,-0.0306480907794362,-0.667599645330347,1.03526345502785,1.01747897031234,847390.817290722
"4",-0.0715927495019865,0.0398475066276174,0.789101035329882,1.37712130417674,0.101190762144663,-0.0263470034663156,0.179399031676101,0.050504230510926,0.0280177893237995,0.168689057114164,-0.0156321991324269,0.0846066520345966,0.0333050440941053,-0.0407108668415599,-0.261823950078998,0.665288497388693,1.00248830916001,-1.10485548332343,-0.110976375827256,0.128835860622674,0.100954770418431,0.0907614549873396,-0.245713764492095,-1.81435385150459,0.468959280824109,-0.0193908254146612,0.220234252977734,-0.169707794037794,-0.11228893230356,0.224148929318913,0.393805259312719,-1.34919543697786,0.312059454776411,-0.311052991635129,-0.288288227456318,0.0211938404536879,-0.118449058492423,1.72319583317001,1.08461002331302,0.0325008260364798,-0.00176772481676285,0.026618176522763,0.201046978232788,-0.101318827345295,-0.0307209384763973,-0.667565835925116,1.03529883503542,1.01749635627624,847560.240317757
"5",-0.0714675635095698,0.0396286464792898,0.781623256933586,1.37654727559753,0.101142638862933,-0.0258743775696794,0.179487015471482,0.0519390900669736,0.0278395838579566,0.167359141404913,-0.0150701455649156,0.0841035617510642,0.0337059405444921,-0.040282367731619,-0.259562640914698,0.68817809599139,1.00251227132363,-1.10246307271321,-0.111459487685162,0.128287673439603,0.100992918063776,0.0903331647939382,-0.246130754112282,-1.8144781100488,0.468955208225109,-0.0200408122510247,0.221235977408588,-0.169616508957761,-0.117047593530181,0.221605431728957,0.393924563049834,-1.34940783880249,0.311591990322425,-0.311082387305037,-0.288218178134805,0.0212125223409197,-0.11826032466773,1.72301504923513,1.08454626040959,0.0319426186662736,-0.00156080774763141,0.0265978007245376,0.201654193907766,-0.0980062304701856,-0.0306739496167621,-0.667615138311967,1.03373568489211,1.01672793061473,848036.608726608
"6",-0.0712526288793889,0.0395188358871717,0.777199727528666,1.37509845590005,0.101159711247594,-0.0259266157370499,0.179131204296834,0.0516266208723131,0.0278718042072134,0.167249975303928,-0.0148772491686644,0.0842297317819307,0.0337929602623486,-0.0399455123503956,-0.258457700703823,0.700127636634523,1.00268105075048,-1.10082678874662,-0.110889754985651,0.128231443130848,0.100959950112065,0.0899449701371162,-0.247469216994953,-1.81429277420487,0.468931973156118,-0.0203080849163089,0.221112594913817,-0.169639854179162,-0.111046018684532,0.219659223955815,0.393856161487665,-1.34944827637534,0.312007151736115,-0.310733600431787,-0.28818188086977,0.0210720947902478,-0.117864977004376,1.7229496771076,1.08438846580344,0.0315375173330952,-0.00154931786977155,0.0266963522750801,0.200745573261365,-0.0976829448189105,-0.0305971202066358,-0.667724888177547,1.02989059634735,1.01483525576684,848311.567945409
"7",-0.0708778357748845,0.0393292975556364,0.774411270225462,1.37847628783768,0.101007573326246,-0.0259254790329278,0.178471127440295,0.052174280206195,0.0275381802038029,0.167445499926113,-0.0161566412314551,0.0843657098744081,0.0339318625767326,-0.0399893779138383,-0.257095844083155,0.715215755068776,1.00258736295753,-1.09963537149337,-0.111912480047423,0.127598719892299,0.100896756499476,0.0895388378822169,-0.246648838472822,-1.81467177598845,0.468926927181068,-0.0203527557236104,0.221263097377788,-0.169703124050144,-0.114036820431294,0.220506154570019,0.393584676110246,-1.34947609577213,0.311098887860296,-0.310678354155492,-0.287985525138659,0.0211991372267878,-0.117907208137562,1.72288373042888,1.08434574562861,0.0312739900355762,-0.00158155400762182,0.0266386063573155,0.199685120854969,-0.0937893011840319,-0.0305963553880125,-0.667610585562172,1.03284187645379,1.01628828412699,848606.589380648
"8",-0.0709762926332361,0.0394395398989753,0.7716253250701,1.37628928396689,0.100976829227827,-0.0257915752948604,0.178428981095244,0.0519338548380983,0.0274711585193977,0.167556484672811,-0.0151292475228355,0.0843145124969566,0.0339825637760574,-0.0401437959190841,-0.25653358698777,0.722049735157116,1.00260816408431,-1.09908471611331,-0.112539644761005,0.127031441244656,0.100883406930084,0.0894193346318542,-0.24531360973226,-1.81465702299379,0.469008474230421,-0.0191763311987124,0.221667577910823,-0.169737956090458,-0.114370854452852,0.22104788500238,0.393491713904195,-1.34953459679289,0.309935252601052,-0.310726693966698,-0.28788672888859,0.0211990936168061,-0.11800452184356,1.72294792861754,1.08433118478951,0.0310795051708432,-0.00161872992118634,0.0266665581194549,0.19949237798985,-0.100066926595827,-0.0305664876598122,-0.667607303671478,1.03459136962065,1.01714864676735,848748.907278036
"9",-0.0708964852744693,0.039492799476738,0.771519863956728,1.37646170771026,0.100961373398022,-0.0258298801111306,0.178516484634831,0.0519502650034468,0.0274732513162127,0.167550806306026,-0.0154098786295438,0.0843947288578319,0.0339492102809267,-0.0401158449533692,-0.256482959779929,0.723014403472137,1.00257219045313,-1.09882439929302,-0.112415149564337,0.127078552534073,0.100901396805339,0.0894601407301669,-0.245348423729603,-1.81461934194959,0.469005762323818,-0.0186576525555817,0.221643251634121,-0.169728096836946,-0.114651604587339,0.2205923832415,0.393440580467368,-1.34946277916474,0.310961681694038,-0.310743061733271,-0.287855979371801,0.0212068584617111,-0.117900014627689,1.7229202171681,1.08432670394573,0.031053078211637,-0.0016476376654158,0.0267125556071842,0.199562214385896,-0.0999155859370922,-0.0305817399527033,-0.66762663573955,1.03470771613574,1.01720583764336,848769.072529223
"10",-0.070796552299407,0.0396437664447269,0.766384567713652,1.37622331833213,0.100911956393693,-0.0264508035441814,0.178583245006576,0.0513470214062319,0.0277834280334234,0.168516213630581,-0.014366373702761,0.083851458205191,0.033962537545194,-0.0409931310627828,-0.254407454784771,0.745512016714624,1.00261492862195,-1.09710852712072,-0.111405657842952,0.126760685989324,0.100927995250313,0.089189288000016,-0.246672866826513,-1.81423646257129,0.46897134443622,-0.017983374602155,0.222264011336518,-0.169786231127265,-0.111333830724302,0.215865775205828,0.393293978017154,-1.34917166198861,0.310073796017498,-0.31073120159681,-0.28771036232605,0.0210213633232555,-0.118322645095638,1.7229794635929,1.08425498817666,0.030454578942732,-0.00171522054241908,0.0266805652911426,0.19813898912704,-0.0961712944481413,-0.0303597381732754,-0.66779619279689,1.02952187769317,1.01465357521332,849227.609525127
"11",-0.0707872229912836,0.0396029254843,0.764840078052719,1.37573683356346,0.100881051030538,-0.0265381239198309,0.178598102366734,0.0514865346481212,0.0277202959995501,0.168105286912489,-0.0143370033742427,0.0838543802057833,0.0340336773604222,-0.0408954308612469,-0.254087492396346,0.748114141510364,1.00258797414576,-1.09668061383414,-0.111520912969592,0.126753789440438,0.100849444742461,0.0891752304854414,-0.246521932156109,-1.81425618986173,0.468999922773017,-0.0166774477607707,0.22155610596282,-0.169855770188447,-0.110215691295064,0.216251264510655,0.393179587054029,-1.34916738320252,0.310545497936656,-0.310760137319805,-0.287595632819395,0.0209914445993082,-0.118293607187453,1.72297753652338,1.0842287599261,0.0303409754596083,-0.00170127249458364,0.0266212654877502,0.197606832225645,-0.095862107429556,-0.030302249753662,-0.667800626188769,1.02875093962038,1.01427360195382,849290.009420984
"12",-0.0648990341288867,0.0332962042268799,0.303956240649102,1.38171979717202,0.0834741937129437,-0.00844934319241339,0.174079827875334,0.0484014748748277,0.0443970870942439,0.171795807283275,-0.0143766076490642,0.078242356134072,0.0348789498936652,-0.040552339240866,-0.0622069790784059,2.40122884625786,1.00458755716919,-0.847304975177105,-0.112927355309544,0.0753519609306351,0.0908847216425532,0.0395912002317968,-0.249260917936924,-1.79642140125464,0.470159016115704,-0.00468900508673882,0.188162771632255,-0.16739611341703,-0.116564510640872,0.059160633682632,0.378551509976417,-1.34728665384833,0.199378001750456,-0.308988855091262,-0.285728306589817,0.0201185095039489,-0.0928002413544508,1.72171773887594,1.08356489907551,-0.0110809914981713,0.000606870448928885,0.0287873418490871,0.078875075462045,-0.0681467298093554,-0.0268686439463775,-0.664431595918981,1.02459883840799,1.01222469758843,867188.26023596
"13",-0.0648930825059792,0.0339490533839269,0.307244818314113,1.38345894349931,0.0830391103121378,-0.00840831062268672,0.173895120517844,0.0477120629726216,0.044645708491986,0.170287704209516,-0.0125935716220497,0.0782593381764865,0.034289051918683,-0.0410874186520959,-0.0609837822286689,2.37843114362282,1.00456216285119,-0.843315449086524,-0.116002833215834,0.0746291492901601,0.0909614427542189,0.0399646218048817,-0.249015700190868,-1.79634962299101,0.470115811026527,-0.00559280475003336,0.187040718094531,-0.167454165812573,-0.120210693797399,0.0624663864398544,0.378617382945983,-1.34711847786055,0.199645456881823,-0.308637728014535,-0.285819684856207,0.0201883436861089,-0.0920693747073765,1.7216518721878,1.08359645376372,-0.0104317234400269,0.000604317583822151,0.0289091541367589,0.0769152990079764,-0.0734925859053578,-0.0270725251612203,-0.66462183855413,1.01951369790693,1.00970970972202,867576.326790731
"14",-0.0649317424090642,0.034104578494987,0.306388458671371,1.38672396302302,0.0827648303871227,-0.00799660187064448,0.174169498931694,0.0476585112982622,0.0447646242462575,0.171012248284867,-0.0134584408083561,0.077203496340585,0.0343240707672169,-0.0405075520633963,-0.0608710907489922,2.36664979805912,1.00454276867991,-0.841657208839093,-0.114755393129525,0.0745613385213689,0.0911051975842627,0.0399557858517589,-0.24856593437668,-1.79628718723388,0.470207612382887,-0.00612077666608679,0.186792262972404,-0.167415052585007,-0.120123409973636,0.0642835682722979,0.378177207251356,-1.34689590723855,0.19644709103514,-0.308465147177005,-0.285847789585329,0.0202136565243362,-0.0922064815828045,1.72167363969092,1.08360156690554,-0.010109632585214,0.000672652671852355,0.0288863635332232,0.0761806947098134,-0.0683893573993408,-0.0270657444922961,-0.664657948395641,1.02262648834625,1.0112499633356,867758.616665361
"15",-0.0646287903584843,0.0334326823812506,0.300990124440376,1.38393836739809,0.0826235825991695,-0.00814888888931138,0.174531869838828,0.0486567064792611,0.0452393949802708,0.173017103244362,-0.0146373555550212,0.0780529042329194,0.0340174093218795,-0.0407613377319976,-0.0603080252450814,2.35066537826191,1.00479007060025,-0.840171741648075,-0.114472108013289,0.0749337526607897,0.090987083487215,0.0400845110628859,-0.248330128053256,-1.79636716238277,0.470441427986215,-0.0067358910698923,0.185402835030798,-0.167422068113743,-0.120261943663393,0.0642622351000271,0.377638329752507,-1.34706421440385,0.196928711391435,-0.308473540885281,-0.285919364023964,0.0202141899781678,-0.0924913681107415,1.72163804803515,1.08370030412781,-0.0096529520500343,0.000610004768502878,0.0288962099381919,0.0764321414459638,-0.068090000533502,-0.0268325861135812,-0.664522007879774,1.02258963309927,1.01123174055173,867981.427184653
