"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","fg","f0","gage","gb","gc","gd","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","jk","jl","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","k0","lage","lb","ld","lf","lg","lk","l0","mage","mb","mc","mf","mg","mj","mk","ml","mlabel","m0","nage","nb","nf","ng","nj","nk","nl","n0","oage","ob","oe","of","og","oi1","oj","ok","ol","on","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","pm","po","plabel","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","labelo","label0","lp__"
"1",-0.28714452570331,1.93131720196171,-1.41513900180833,0.649587748674288,0.263766264294073,-0.246261390200464,-0.564104430101458,0.316749346409568,-0.748325415886287,-0.579924945980799,1.95145033442758,1.50558019332284,-1.91731841136951,-0.0333513543141973,0.0493177470481226,-0.00532150260214575,-0.283028825844225,-1.64876874069028,1.64249661824096,0.0977718009075668,-0.301364576830425,0.600610577168891,-1.4798170572408,-1.22031618730799,0.428233470048379,-0.595321541919089,0.620848356334269,-0.958515936256668,1.86636884112865,0.388119087895588,0.171701746234077,-0.882250613077103,-0.482492996312167,-1.77808504139282,-0.832320313673152,1.18052467500917,0.777684705933153,-1.23670144682548,0.239689545399194,0.138165967580423,0.467553035042386,-1.5992488445849,-0.760923445662257,0.0900356418979817,1.28209885651406,-0.0215112639926595,0.244152381953473,0.212960794486993,1.25068407082382,0.219415390132582,-0.470161777994168,-0.0694185054108771,-1.58414988724117,0.335602516953963,0.163333457412187,1.32027228132882,1.70114196757448,0.0746875208269119,-1.89436049803673,0.146692685670982,0.0573405063229551,-0.273163795989976,0.00722666239101737,1.59096165858309,-0.18608486805488,1.35706107574131,-1.71165404210589,-1.91051668549505,0.00522516734536652,-0.805103153794135,0.701528129612303,0.116075657972713,-0.337094960585731,-1.736348718698,-1.67216541993151,1.38691287433502,-1.84804703230322,1.23295122980733,0.332385518290364,-1.09304868840676,-0.419645444303185,0.810571377380374,-0.611559369991801,1.62043004787262,1.16173338101352,1.93902990971852,-1.98840598377799,1.72910638487051,1.20355632341109,1.73541223734889,1.84541591483089,-0.600943540600248,-0.667533850599815,-1.3387636942484,1.79249706999066,-0.738102007821852,0.809207868549876,1.7971801254588,-1.9623948822766,-1.33048526121399,-1.44850578187704,0.165958935196133,1.86018543463835,0.342802324897517,1.23576796995657,1.51313359671722,0.130077408475459,-1.93530821014289,-1.16536233471752,0.853129497367392,-1.86196235289223,0.100528629657442,-0.295664718788734,-1.5266256557509,-1.05861455358209,-1.80727041842908,0.860375202437849,-1.69592184291383,1.51731808745064,-0.469827820007082,-19427264.392828
"2",-0.287144938926262,1.93131784102986,-1.4151396287311,0.649586678427328,0.263765674001962,-0.246260617107422,-0.564104881133133,0.316749347856533,-0.748325721355972,-0.579926738878857,1.95145099580997,1.50558204656549,-1.91732076579359,-0.0332941531277849,0.0493057659018135,-0.00532000836592595,-0.282717714022402,-1.64876884378348,1.64249464417587,0.0977725988431818,-0.30136273877349,0.600608337174359,-1.47981705750426,-1.22031600949146,0.428232270057236,-0.595321877599954,0.620851435213469,-0.958514402624445,1.86637079443147,0.388118334000737,0.171701675784193,-0.882248226379416,-0.482493421587207,-1.77808480340762,-0.832320179673731,1.18052246184023,0.777684266016876,-1.23670239809667,0.239688052650871,0.138167502097045,0.46755261591426,-1.59923981317839,-0.759657506724254,0.0900269815502965,1.28209821225854,-0.0215099448074026,0.244124953280874,0.212960389880245,1.25068333655591,0.219413761017896,-0.470161570700925,-0.0694162072993937,-1.58415009742332,0.335603094443478,0.16332704142815,1.32027048073384,1.70114194822502,0.0746951967620638,-1.89436253154443,0.146607147623938,0.0574102976355449,-0.273162311978258,0.00721963445500417,1.59096054445614,-0.186074584486135,1.35706194876438,-1.71165330730248,-1.9105176404584,0.00522361772890856,-0.803890469474901,0.701528254762969,0.116088216011192,-0.337095232147922,-1.73633790244296,-1.67216747287799,1.38691194484157,-1.84804727095545,1.23295284950059,0.332386304169362,-1.0930472089856,-0.41964647737311,0.810573957691923,-0.611560373724786,1.62043047815286,1.16173269767458,1.93902902148134,-1.98840781641416,1.72910499472989,1.20355526519217,1.73541214968979,1.84541733186359,-0.600946356682495,-0.667534560694227,-1.33876387175391,1.79249765134718,-0.7381022098957,0.809208004876974,1.79714537963233,-1.96239480217084,-1.33048687042964,-1.44850634399212,0.165492287650063,1.86018265274038,0.342803720463241,1.23576853457698,1.51313401322359,0.130079157582451,-1.93530965132332,-1.16536274971028,0.853130739515315,-1.8619621691368,0.100528081882841,-0.295665656074872,-1.52662823960298,-1.05861525170674,-1.80726865825979,0.860374898015751,-1.69592535982279,1.5173174643012,-0.469829482020034,-19415731.0488561
"3",-0.287142701618908,1.93131881192559,-1.41514081943673,0.649588861306914,0.263764996698122,-0.246261338161347,-0.564103855962129,0.316750244898726,-0.748323822205786,-0.579927219179634,1.95145001376024,1.50557911425841,-1.91732156968276,-0.0328460433091215,0.0492498750042063,-0.00531889503726639,-0.281462710272794,-1.64875932754746,1.64249403940743,0.0977691754112987,-0.301364179250672,0.600603550274844,-1.47981320144917,-1.22031540735687,0.428230225939647,-0.595323272923005,0.620849457421844,-0.958514414587424,1.86636821542193,0.388122077497254,0.171699854697741,-0.882245383113076,-0.482491313451683,-1.77808148529299,-0.832319140639552,1.18052463541126,0.777685067093106,-1.23670567449802,0.239687911412084,0.138165456410952,0.467550824573735,-1.59919350011427,-0.754635831518346,0.0899993053094098,1.28209695828897,-0.0215113342153818,0.24401629976011,0.212961654932595,1.25068347338174,0.219413823010225,-0.47015309910631,-0.069418385772412,-1.58414722149817,0.335603232010887,0.163297994766411,1.32026870135439,1.70114343495223,0.0746916481098846,-1.89436311507041,0.146231015672473,0.0574214872591181,-0.273145494105401,0.00719095332928721,1.59096117145016,-0.185838428878924,1.35705762035855,-1.71165114704976,-1.91051741586924,0.00522216372375087,-0.798884504791993,0.701528199008382,0.116179753860286,-0.337097393742149,-1.73628622614261,-1.67216750952759,1.38691295735362,-1.8480444105001,1.23295539142219,0.33240041926924,-1.093048362022,-0.419647928759131,0.810574471331564,-0.611557686392847,1.62042811621057,1.16173353729924,1.93902654815084,-1.98840253044962,1.72910161661949,1.20355081124511,1.73541260706614,1.84541534446338,-0.600949183790934,-0.667531476174616,-1.33876576622926,1.79249641653824,-0.738100592801526,0.809212288447145,1.79701700591817,-1.96239798960923,-1.33048220376511,-1.44850756855889,0.163992008408672,1.86018002504303,0.342805818249464,1.2357595109958,1.51313120018636,0.130078552877342,-1.93530942793926,-1.16536649274431,0.853131261435912,-1.8619634675012,0.10052684480525,-0.295672398399127,-1.52662719287079,-1.05861554053589,-1.80726830440246,0.860375590169076,-1.69592531567642,1.51731497004322,-0.46983083397634,-19369103.6444465
"4",-0.287137112228881,1.93133073708149,-1.41513814887924,0.649586686368373,0.263776063117559,-0.246265076133048,-0.564099905712173,0.316755051121973,-0.748318518411001,-0.579921909251036,1.95145046493805,1.50558373999656,-1.91732259826772,-0.0307481698540259,0.0490250871999332,-0.00531109440719751,-0.276416753828949,-1.64875000064532,1.64248929123273,0.09777670191936,-0.30136797430788,0.600610591885516,-1.47980586327714,-1.22030974231286,0.428230636208311,-0.595323800312254,0.620848981602919,-0.958510511993113,1.86637362375001,0.388126946762089,0.171693177338114,-0.882243064538906,-0.482491235587043,-1.77807957883741,-0.832322745728223,1.18051765327049,0.777687897534913,-1.23670477600866,0.239691854519974,0.138168312984085,0.467550724577285,-1.59898032257944,-0.734421499450967,0.0898746161496528,1.28209607457232,-0.0215146469548478,0.24359981937146,0.212960263013351,1.25069187168281,0.219421402368188,-0.470141491866284,-0.0694368880510908,-1.58415132534542,0.335607902498818,0.163205650365882,1.3202721054386,1.70114801676799,0.0746645950361683,-1.89436342594419,0.144788987389318,0.0573503928865792,-0.273066266376581,0.00706904874911901,1.59095603597231,-0.18486533221144,1.35706646663115,-1.71164116081901,-1.9105115654962,0.0052265246006262,-0.779383126542471,0.701531212004132,0.116308702536541,-0.337087924553108,-1.73611053761136,-1.67216226728969,1.38691589662908,-1.84803850347923,1.23295764978488,0.332427254296581,-1.0930500482296,-0.419643172318602,0.81057407779838,-0.611549240965788,1.62042577922815,1.16174373944976,1.93902837716268,-1.98840074665617,1.72908097058264,1.203545839011,1.73541856153496,1.84541348973661,-0.60095184300966,-0.667539007685815,-1.33875571450726,1.79250499938453,-0.73809947656396,0.809210562306929,1.79645287730879,-1.96239811620611,-1.33049166685382,-1.44850924969046,0.15704156183095,1.86016747094045,0.342804868473808,1.23573565753412,1.51314043081807,0.130077917412292,-1.93530757864055,-1.16536933200615,0.853139054661664,-1.86195673508963,0.10051181995446,-0.295675915649186,-1.52662445492829,-1.05861743329094,-1.80727442431375,0.860372148934026,-1.69593057089466,1.51731299014778,-0.469834235214771,-19184581.4272799
"5",-0.287137635641906,1.93133054004126,-1.41513834170053,0.64958540122663,0.26377693024097,-0.246263033858741,-0.564100367118633,0.316754654907647,-0.748316896300292,-0.579923068753964,1.95145063155453,1.50558290930072,-1.91732152757313,-0.0306448940436631,0.0490133860909771,-0.00531211294673039,-0.276106268964716,-1.64874996737456,1.64248769385212,0.0977757418227122,-0.301367032886905,0.600609808650855,-1.4798038663701,-1.22030977440016,0.428230441449003,-0.595325044851433,0.620846889183593,-0.958509509403413,1.86637350971937,0.388127644004657,0.171692492582995,-0.882242740702417,-0.482489086770444,-1.77808017341838,-0.832323069473415,1.18051832418357,0.777688540715109,-1.23670647315962,0.239693708584449,0.138167101703132,0.467552272544989,-1.59896851357745,-0.733122920091348,0.089865314004088,1.28209624769187,-0.0215142508309576,0.243568901363388,0.212960121656424,1.25069266019866,0.219422192048276,-0.470139364811797,-0.0694337643857089,-1.58415200265281,0.335607102319925,0.163198587592237,1.32027217088909,1.70114631017398,0.074665961254892,-1.89436428507946,0.144710522777169,0.0574448790976506,-0.273063012402431,0.00706099552854682,1.59095626417432,-0.184858758666886,1.35706783914425,-1.71163968700867,-1.91051267894977,0.00522632618916477,-0.778148041227619,0.701531397217997,0.116334298456626,-0.337086520919109,-1.73610035785332,-1.67216428430037,1.38691534673296,-1.84803870427511,1.23295826632021,0.332431005088437,-1.09305072584124,-0.419641531141485,0.810573497842585,-0.611548595962509,1.62042538680104,1.16174591602258,1.93902789850281,-1.98840014737003,1.72907928921934,1.20354519210814,1.73541719302926,1.84541066474433,-0.600950266128951,-0.667537943203303,-1.33875681007444,1.79250487509631,-0.738100591037685,0.8092088899261,1.79641793563563,-1.9623974743816,-1.33049079626549,-1.44850867348343,0.156633220603884,1.86016676608652,0.342805008643409,1.23573479099285,1.51314100060651,0.130078038211054,-1.93530886112453,-1.1653690236726,0.85314059235705,-1.86195783560975,0.1005116932304,-0.295676857624878,-1.52662494654504,-1.05861674784621,-1.80727529093352,0.860369379246312,-1.69593158703662,1.51731345981563,-0.469834461538523,-19172959.3743207
"6",-0.287137635641906,1.93133054004126,-1.41513834170053,0.64958540122663,0.26377693024097,-0.246263033858741,-0.564100367118633,0.316754654907647,-0.748316896300292,-0.579923068753964,1.95145063155453,1.50558290930072,-1.91732152757313,-0.0306448940436631,0.0490133860909771,-0.00531211294673039,-0.276106268964716,-1.64874996737456,1.64248769385212,0.0977757418227122,-0.301367032886905,0.600609808650855,-1.4798038663701,-1.22030977440016,0.428230441449003,-0.595325044851433,0.620846889183593,-0.958509509403413,1.86637350971937,0.388127644004657,0.171692492582995,-0.882242740702417,-0.482489086770444,-1.77808017341838,-0.832323069473415,1.18051832418357,0.777688540715109,-1.23670647315962,0.239693708584449,0.138167101703132,0.467552272544989,-1.59896851357745,-0.733122920091348,0.089865314004088,1.28209624769187,-0.0215142508309576,0.243568901363388,0.212960121656424,1.25069266019866,0.219422192048276,-0.470139364811797,-0.0694337643857089,-1.58415200265281,0.335607102319925,0.163198587592237,1.32027217088909,1.70114631017398,0.074665961254892,-1.89436428507946,0.144710522777169,0.0574448790976506,-0.273063012402431,0.00706099552854682,1.59095626417432,-0.184858758666886,1.35706783914425,-1.71163968700867,-1.91051267894977,0.00522632618916477,-0.778148041227619,0.701531397217997,0.116334298456626,-0.337086520919109,-1.73610035785332,-1.67216428430037,1.38691534673296,-1.84803870427511,1.23295826632021,0.332431005088437,-1.09305072584124,-0.419641531141485,0.810573497842585,-0.611548595962509,1.62042538680104,1.16174591602258,1.93902789850281,-1.98840014737003,1.72907928921934,1.20354519210814,1.73541719302926,1.84541066474433,-0.600950266128951,-0.667537943203303,-1.33875681007444,1.79250487509631,-0.738100591037685,0.8092088899261,1.79641793563563,-1.9623974743816,-1.33049079626549,-1.44850867348343,0.156633220603884,1.86016676608652,0.342805008643409,1.23573479099285,1.51314100060651,0.130078038211054,-1.93530886112453,-1.1653690236726,0.85314059235705,-1.86195783560975,0.1005116932304,-0.295676857624878,-1.52662494654504,-1.05861674784621,-1.80727529093352,0.860369379246312,-1.69593158703662,1.51731345981563,-0.469834461538523,-19172959.3743207
"7",-0.287138270040002,1.93133459271865,-1.41513616048052,0.649582082524646,0.263779338103771,-0.246260010418817,-0.564099940917579,0.31675924076282,-0.748319607436474,-0.579925536783364,1.95144935255306,1.50558099315437,-1.91732127283867,-0.0301551245040737,0.0489648570843054,-0.00531392707922942,-0.274890204088737,-1.64874798449663,1.64248454348465,0.0977757365256024,-0.30136825849634,0.600609877643379,-1.47980519246691,-1.22031139829744,0.428229217357012,-0.595325258700047,0.620846256956605,-0.958515242541119,1.86637855780414,0.388124385170224,0.171696421064815,-0.882242556404807,-0.482488504858989,-1.77808070158399,-0.83232192588172,1.18051563466963,0.777694335657472,-1.23670768261419,0.239690593366323,0.138171596169037,0.46754866483189,-1.59890939842825,-0.728099990992624,0.0898324527946688,1.28209492610817,-0.0215147654042656,0.243453901272911,0.212959025347253,1.25069208683712,0.219421861265795,-0.470138546997682,-0.0694203997064473,-1.58415342729987,0.335605079032021,0.16316762222463,1.32027447214617,1.70114127704202,0.0746611925873114,-1.89436231196549,0.144373592197867,0.0574647802244265,-0.273047352947131,0.00702529374586449,1.59095502946083,-0.184595776163968,1.35707011196807,-1.71164292079581,-1.91051031924019,0.00522739672575142,-0.773314058909966,0.701535455598682,0.11634119831649,-0.337083124396845,-1.73605501015167,-1.67216312228189,1.38691398023908,-1.84804161702997,1.23296149447215,0.332441731287584,-1.09305361441566,-0.419643804193889,0.810574309049994,-0.611548096474263,1.6204251546573,1.16174756094727,1.93902142995863,-1.98839773033344,1.72907437217776,1.20354573897403,1.73542088450979,1.84541044354766,-0.600952564966894,-0.667535830749481,-1.33875975188463,1.79250402109702,-0.738099647326675,0.80920814161286,1.79627237239968,-1.96239315872836,-1.3304904865056,-1.44850862521304,0.154933853426585,1.86015697907521,0.342807831991031,1.23572851341273,1.51314400732384,0.130079848089185,-1.9353066500913,-1.1653692780849,0.853140896505625,-1.86195902022003,0.100507748487512,-0.295679609083221,-1.52662781005424,-1.05861506979612,-1.80727107654634,0.860369091724725,-1.69593279945756,1.51731088020193,-0.469839632683587,-19127434.4260948
"8",-0.287124517464153,1.93133854621882,-1.41513791127874,0.649584297643034,0.263779880354544,-0.246255859660146,-0.564092620455244,0.316764306656438,-0.748319521131146,-0.579919329678669,1.95144751529831,1.50558562925297,-1.91732849409015,-0.0282670591047666,0.0487612506569026,-0.00531618169552758,-0.269863916164421,-1.64874184310828,1.64246984833355,0.0977796209528229,-0.301371510068372,0.600612062465612,-1.47980825535658,-1.22030407006664,0.428221692136571,-0.595320046014206,0.620844248462054,-0.958508722823567,1.86638840481916,0.388126843257315,0.171703971096182,-0.882239044712078,-0.482492400028363,-1.77806745241053,-0.832309087708772,1.18051875416118,0.77769863348263,-1.23672347949953,0.239682616449905,0.138169508043798,0.46755343919032,-1.5986955418155,-0.707802435119306,0.0897007931413319,1.28208143485783,-0.0215159111177636,0.243016156607201,0.212963447007754,1.25069966622344,0.219421438198677,-0.470120928820925,-0.0694248505880964,-1.58414699884181,0.335610005469792,0.163048530455049,1.32027163742691,1.70114137451522,0.0746737816199101,-1.89436765435243,0.142992997729584,0.0574553974382918,-0.27297541574431,0.00688555001658477,1.59094479348846,-0.183841544050909,1.35707448020793,-1.71163231101694,-1.91049170570846,0.00523175752490996,-0.754258487342607,0.701521721289641,0.116447365505589,-0.337096382237252,-1.73588664146244,-1.67216039384717,1.38690354532567,-1.84804878458778,1.2329656492618,0.332479474802834,-1.09305837527052,-0.419645112760922,0.810570358288665,-0.611543648748787,1.62042622689999,1.16174562090358,1.93900956796166,-1.98839800084126,1.72904763021019,1.20354305825305,1.73541354918304,1.84541419792785,-0.600951318851341,-0.667533421317903,-1.33877636801982,1.79250025304537,-0.738108814064603,0.809215844509492,1.79573027313698,-1.96239825178215,-1.33049400848212,-1.44851542904748,0.148492968647752,1.86014293512583,0.342811370449279,1.23570695533265,1.51313903320934,0.13007410773843,-1.93530670236875,-1.16536887192673,0.853142223325627,-1.86194706845974,0.100502610570903,-0.295685659265719,-1.52663677721959,-1.0586171349765,-1.80727082856397,0.86037665478001,-1.69592894223616,1.51730235962295,-0.469848598677295,-18945772.9809651
"9",-0.28712372660323,1.93133935084375,-1.41513893303422,0.649585153884553,0.263779826606171,-0.246258081222214,-0.564093629598738,0.316764859307953,-0.748320765597517,-0.579916948947634,1.95144570054581,1.5055832593399,-1.91732709877608,-0.0282070036465352,0.0487446667107511,-0.0053151356807923,-0.26954498911891,-1.64874356469826,1.64246856604372,0.0977782360636921,-0.301370070843046,0.600609036210496,-1.47980820907317,-1.22030388744151,0.42822135842074,-0.595320801041909,0.620844623132941,-0.958509185037766,1.86639002065519,0.388127439500891,0.171704512926212,-0.882239748790926,-0.482491702751902,-1.77806815814208,-0.832308329840064,1.1805203625304,0.777699139686092,-1.23672524811446,0.239683608245701,0.138169589271215,0.467554964028787,-1.59867485358311,-0.706524285766459,0.0896915413456328,1.28208197111033,-0.0215145130435686,0.242989830455068,0.212960352435356,1.25070297623956,0.219421156998583,-0.470119569107972,-0.0694261460883474,-1.58414494886569,0.335610060402667,0.163042264322576,1.32027245547736,1.70114187578552,0.0746752204036161,-1.89436945015667,0.142907973786281,0.0572628714966761,-0.272971112018731,0.00687556462059427,1.59094435235141,-0.183872335641511,1.35707496561743,-1.7116312373323,-1.91049163394815,0.00522927135731395,-0.753076313032381,0.701523560597421,0.116457909284186,-0.33709510583696,-1.73587666169261,-1.67215944897222,1.38690285014058,-1.84805128830258,1.23296498644928,0.332479279118082,-1.09305831569066,-0.41964255993205,0.810570640878133,-0.611542746512875,1.62042626675748,1.16174435477987,1.93900882011912,-1.98839783930028,1.72904677890147,1.20354416625341,1.73541285623001,1.84541253483928,-0.600951002154806,-0.667530768611879,-1.33877760017279,1.79250027393192,-0.73810947393013,0.809212774259288,1.79568711099511,-1.96239854339582,-1.33049409793424,-1.44851482786923,0.148110736227826,1.86014418328854,0.342810288244357,1.23570420219593,1.51313776999898,0.130073824887082,-1.93530578878603,-1.16536734220129,0.853144297454651,-1.86194671630167,0.100501683681191,-0.29568541570008,-1.52663629013267,-1.05861835726247,-1.80727157959403,0.860375569029605,-1.69593141161623,1.51730188215004,-0.4698475970653,-18934375.4439147
"10",-0.287111172714014,1.93134062985341,-1.41512425675879,0.649563813933794,0.263769003840068,-0.246235822005185,-0.564065605395469,0.316763995910017,-0.748317571491936,-0.579910973584854,1.95144517806706,1.5055783079507,-1.91732644001139,-0.0210597191797054,0.0478699891403466,-0.00532469892913909,-0.249742774387069,-1.64874830906454,1.642425638764,0.0977843726935082,-0.30136674897229,0.600604411455255,-1.47978691080105,-1.22029226703236,0.428229090120384,-0.595315535596358,0.620847227138412,-0.958532478015806,1.86638348933873,0.388136025508157,0.17171863061301,-0.882230329653575,-0.482480727963743,-1.7780466302656,-0.832283104253574,1.18052554209667,0.777698716452228,-1.23673358719364,0.239673735710564,0.13816875432775,0.467562357407304,-1.59785246840466,-0.625848010162218,0.0890750681093007,1.28206492841904,-0.0215109978098596,0.241256407800644,0.212956144030539,1.25074633248778,0.219446598857847,-0.470067643474429,-0.0694296646114508,-1.58411878627964,0.335604362361474,0.162549560435093,1.32026178427443,1.7011244775365,0.0746924794870883,-1.89438771596358,0.137691629577403,0.0573241598654764,-0.272705274274662,0.00626706635073,1.59093078879094,-0.180203605177896,1.3570881720734,-1.71162348170082,-1.91044759973761,0.00520379917663398,-0.678443665269911,0.701525064894339,0.117288495609206,-0.337105939854902,-1.73515699781582,-1.67216386603964,1.38688846083751,-1.84804779427814,1.23295459667485,0.332605593888366,-1.09307493663824,-0.419611977174519,0.810572171662143,-0.611524542507973,1.62041483431968,1.16173915376711,1.9390124854582,-1.98838969328704,1.7289955009301,1.20355199636998,1.73541599963832,1.84542189963977,-0.600955433591043,-0.667540824586476,-1.33878334790643,1.7924869331425,-0.738123028321484,0.809213751151328,1.79331050100724,-1.96239650075118,-1.33048444905152,-1.44852049575803,0.122591407875997,1.86008960721008,0.342826636234949,1.23560096491235,1.51313581876629,0.130070524977823,-1.93529469269643,-1.16535569973922,0.853157857297335,-1.86193921770114,0.100462817757202,-0.295684518854459,-1.52664064122723,-1.05862907077596,-1.80726262955132,0.860370800376306,-1.69592370583311,1.51731499390683,-0.469846150808907,-18227223.8254854
